,Cruise ID,Station-Cast #,Target Station,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],Filename,File Flag,Bottle Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
0,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,1,0000000000000100,Apr 29 2015 16:56:01,440.439,0000000000000100,436.601,39.94,-70.88337,7.2931,0000000000000100,7.2972,0000000000000100,3.585522,0000000000000100,3.586001,0000000000000100,35.1098,35.1109,4.0457,0000000000000100,6.70124,-9999999,-9999999,0.1523,96.2641,0000000000000100,-9999999,-9999999,4.239,0000000000000100,0000000000000100,0.0381007160241798,0.0516195936004946,-9999999,0000000000000100,0000000000000100,0.781958953004164,6.30504200970365,9.34579059376837,<0.04,0.838882758620689,0000000000000100,0000000000000100,35.1439,0000000000000100,0000000000000100,2322.03183855108,0000000000000100,2189.08444317418,0000000000000100,-9999999,-9999999,-9999999,7.6658410461943,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
1,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,2,0000000000000100,Apr 29 2015 16:56:11,440.11,0000000000000100,436.276,39.94,-70.88338,7.3209,0000000000000100,7.3246,0000000000000100,3.588149,0000000000000100,3.588595,0000000000000100,35.1105,35.1117,4.0344,0000000000000100,6.69697,-9999999,-9999999,0.1499,96.3207,0000000000000100,-9999999,-9999999,4.248,0000000000000100,0000000000001000,0.036969011587818,0.0572123919747948,-9999999,0000000000000100,0000000000001000,0.816794170136823,6.54141767957669,9.77051140505585,<0.04,0.86346724137931,0000000000000100,0000000000001000,35.1219,0000000000000100,0000000000001000,2321.69992321445,0000000000000100,2192.16883336018,0000000000000100,-9999999,-9999999,-9999999,7.66595459182002,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicates,-9999999
2,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,3,0000000000000100,Apr 29 2015 17:17:11,150.299,0000000000000100,149.094,39.94,-70.88336,12.5311,0000000000000100,12.5338,0000000000000100,4.128747,0000000000000100,4.129101,0000000000000100,35.6846,35.6855,5.0995,0000000000000100,5.95926,-9999999,-9999999,0.0739,98.17,0000000000000100,-9999999,-9999999,5.192,0000000000000100,0000000000000100,0.031216180702979,0.040866285296698,-9999999,0000000000000100,0000000000000100,0.427189767995241,2.20854005713996,5.83785761316872,<0.04,0.831858620689655,0000000000000100,0000000000000100,35.6932,0000000000000100,0000000000000100,2346.50478160443,0000000000000100,2142.93739818715,0000000000000100,-9999999,-9999999,-9999999,7.83423642519643,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
3,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,4,0000000000000100,Apr 29 2015 17:17:25,150.294,0000000000000100,149.089,39.94,-70.88336,12.5283,0000000000000100,12.5288,0000000000000100,4.12842,0000000000000100,4.128522,0000000000000100,35.6841,35.6846,5.1149,0000000000000100,5.95962,-9999999,-9999999,0.0773,98.0859,0000000000000100,-9999999,-9999999,5.189,0000000000000100,0000000000000100,0.0295186240484363,0.048470660776474,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,35.6948,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
4,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,5,0000000000000100,Apr 29 2015 17:26:08,15.383,0000000000000100,15.265,39.94,-70.88336,10.7084,0000000000000100,10.7023,0000000000000100,3.819122,0000000000000100,3.818586,0000000000000100,34.4184,34.4188,6.9297,0000000000000100,6.24224,-9999999,-9999999,0.7043,83.8564,0000000000000100,-9999999,-9999999,6.968,0000000000000100,0000000000000100,4.19296493672038,1.59371139661704,-9999999,0000000000001001,0000000000000100,0.143924449732302,0.0444201477524386,0.324218048206937,<0.04,0.5238,0000000000000100,0000000000000100,34.4173,0000000000000100,0000000000000100,2295.5,0000000000000100,2053.20641772458,0000000000000100,-9999999,-9999999,-9999999,7.9298751911087,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Chl max, O2 max",over recommended max fluor reading
5,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,5,0000000000000100,Apr 29 2015 17:26:08,15.383,0000000000000100,15.265,39.94,-70.88336,10.7084,0000000000000100,10.7023,0000000000000100,3.819122,0000000000000100,3.818586,0000000000000100,34.4184,34.4188,6.9297,0000000000000100,6.24224,-9999999,-9999999,0.7043,83.8564,0000000000000100,-9999999,-9999999,6.968,0000000000000100,0000000000000100,5.75660323296023,2.62553342282724,-9999999,0000000000000101,0000000000000100,0.143924449732302,0.0444201477524386,0.324218048206937,<0.04,0.5238,0000000000000100,0000000000000100,34.4173,0000000000000100,0000000000000100,2295.5,0000000000000100,2053.20641772458,0000000000000100,-9999999,-9999999,-9999999,7.9298751911087,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Chl max, O2 max",dilution after high reading
6,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,6,0000000000000100,Apr 29 2015 17:26:19,15.734,0000000000000100,15.613,39.94,-70.88336,10.7177,0000000000000100,10.7188,0000000000000100,3.82028,0000000000000100,3.820539,0000000000000100,34.4212,34.4227,6.9191,0000000000000100,6.2409,-9999999,-9999999,0.7083,83.7728,0000000000000100,-9999999,-9999999,6.99,0000000000000100,0000000000001000,5.8047006715056,1.60229041715894,-9999999,0000000000001001,0000000000001000,0.110005948839976,0.304346356059709,0.0773098177542622,<0.04,1.02251379310345,0000000000000100,0000000000001000,34.4167,0000000000000100,0000000000001000,2290.5,0000000000000100,2039.64097917443,0000000000000100,-9999999,-9999999,-9999999,7.93012001713847,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicates,over recommended max fluor reading
7,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,6,0000000000000100,Apr 29 2015 17:26:19,15.734,0000000000000100,15.613,39.94,-70.88336,10.7177,0000000000000100,10.7188,0000000000000100,3.82028,0000000000000100,3.820539,0000000000000100,34.4212,34.4227,6.9191,0000000000000100,6.2409,-9999999,-9999999,0.7083,83.7728,0000000000000100,-9999999,-9999999,6.99,0000000000000100,0000000000001000,6.28473196992906,2.56444817602029,-9999999,0000000000000101,0000000000001000,0.110005948839976,0.304346356059709,0.0773098177542622,<0.04,1.02251379310345,0000000000000100,0000000000001000,34.4167,0000000000000100,0000000000001000,2290.5,0000000000000100,2039.64097917443,0000000000000100,-9999999,-9999999,-9999999,7.93012001713847,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicates,dilution after high reading
8,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,7,0000000000000100,Apr 29 2015 17:28:22,6.104,0000000000000100,6.057,39.94,-70.88336,10.067,0000000000000100,10.0726,0000000000000100,3.732741,0000000000000100,3.733704,0000000000000100,34.1541,34.1587,7.1411,0000000000000100,6.33987,-9999999,-9999999,0.743,83.0488,0000000000000100,-9999999,-9999999,7.243,0000000000000100,0000000000000100,4.15807071659922,1.56857498877518,-9999999,0000000000001001,0000000000000100,0.120089827483641,0.4544905583825,<0.04,<0.04,0.308058620689655,0000000000000100,0000000000000100,34.1556,0000000000000100,0000000000000100,2276.9,0000000000000100,2032.72937506355,0000000000000100,-9999999,-9999999,-9999999,7.93388184229839,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,over recommended max fluor reading
9,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,7,0000000000000100,Apr 29 2015 17:28:22,6.104,0000000000000100,6.057,39.94,-70.88336,10.067,0000000000000100,10.0726,0000000000000100,3.732741,0000000000000100,3.733704,0000000000000100,34.1541,34.1587,7.1411,0000000000000100,6.33987,-9999999,-9999999,0.743,83.0488,0000000000000100,-9999999,-9999999,7.243,0000000000000100,0000000000000100,2.69345655854102,1.18400512680071,-9999999,0000000000000101,0000000000000100,0.120089827483641,0.4544905583825,<0.04,<0.04,0.308058620689655,0000000000000100,0000000000000100,34.1556,0000000000000100,0000000000000100,2276.9,0000000000000100,2032.72937506355,0000000000000100,-9999999,-9999999,-9999999,7.93388184229839,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,dilution after high reading
10,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,8,0000000000000100,Apr 29 2015 17:28:32,6.034,0000000000000100,5.988,39.94,-70.88336,10.0941,0000000000000100,10.0852,0000000000000100,3.736548,0000000000000100,3.735482,0000000000000100,34.1673,34.1649,7.1354,0000000000000100,6.33561,-9999999,-9999999,0.7337,83.2421,0000000000000100,-9999999,-9999999,7.211,0000000000000100,0000000000000100,5.00401978277965,1.06381699599634,-9999999,0000000000001001,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,34.1619,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,over recommended max fluor reading
11,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,8,0000000000000100,Apr 29 2015 17:28:32,6.034,0000000000000100,5.988,39.94,-70.88336,10.0941,0000000000000100,10.0852,0000000000000100,3.736548,0000000000000100,3.735482,0000000000000100,34.1673,34.1649,7.1354,0000000000000100,6.33561,-9999999,-9999999,0.7337,83.2421,0000000000000100,-9999999,-9999999,7.211,0000000000000100,0000000000000100,3.97039639756923,1.28339538047722,-9999999,0000000000000101,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,34.1619,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,dilution after high reading
12,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,9,0000000000000100,Apr 29 2015 17:28:57,5.913,0000000000000100,5.868,39.94,-70.88337,10.0471,0000000000000100,10.0462,0000000000000100,3.730578,0000000000000100,3.730787,0000000000000100,34.151,34.1539,7.1575,0000000000000100,6.34274,-9999999,-9999999,0.749,82.9246,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
13,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,10,0000000000000100,Apr 29 2015 17:28:59,5.799,0000000000000100,5.754,39.94,-70.88337,10.0498,0000000000000100,10.0495,0000000000000100,3.730483,0000000000000100,3.730719,0000000000000100,34.1476,34.1502,7.1512,0000000000000100,6.34252,-9999999,-9999999,0.7445,83.0167,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
14,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,11,0000000000000100,Apr 29 2015 17:29:03,5.978,0000000000000100,5.932,39.94,-70.88336,10.0551,0000000000000100,10.0546,0000000000000100,3.730409,0000000000000100,3.730535,0000000000000100,34.1417,34.1434,7.1458,0000000000000100,6.34202,-9999999,-9999999,0.7438,83.0306,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
15,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,12,0000000000000100,Apr 29 2015 17:29:06,5.983,0000000000000100,5.937,39.94,-70.88336,10.057,0000000000000100,10.0587,0000000000000100,3.730555,0000000000000100,3.730998,0000000000000100,34.1414,34.1443,7.1515,0000000000000100,6.34177,-9999999,-9999999,0.7472,82.9617,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
16,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,13,0000000000000100,Apr 29 2015 17:29:11,5.794,0000000000000100,5.75,39.94,-70.88336,10.0635,0000000000000100,10.0607,0000000000000100,3.731641,0000000000000100,3.731482,0000000000000100,34.1464,34.1474,7.1422,0000000000000100,6.34067,-9999999,-9999999,0.746,82.9851,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
17,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,14,0000000000000100,Apr 29 2015 17:29:16,6.105,0000000000000100,6.059,39.94,-70.88336,10.0609,0000000000000100,10.0632,0000000000000100,3.73129,0000000000000100,3.731633,0000000000000100,34.1452,34.1464,7.1419,0000000000000100,6.34109,-9999999,-9999999,0.7391,83.1297,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
18,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,15,0000000000000100,Apr 29 2015 17:29:20,5.933,0000000000000100,5.887,39.94,-70.88336,10.0543,0000000000000100,10.0546,0000000000000100,3.730542,0000000000000100,3.730752,0000000000000100,34.1438,34.1457,7.1477,0000000000000100,6.34205,-9999999,-9999999,0.745,83.0069,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
19,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,16,0000000000000100,Apr 29 2015 17:29:24,5.914,0000000000000100,5.869,39.94,-70.88336,10.0548,0000000000000100,10.0549,0000000000000100,3.730428,0000000000000100,3.730526,0000000000000100,34.1422,34.1431,7.1522,0000000000000100,6.34204,-9999999,-9999999,0.7396,83.118,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
20,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,17,0000000000000100,Apr 29 2015 17:29:28,6.108,0000000000000100,6.061,39.94,-70.88336,10.0612,0000000000000100,10.0585,0000000000000100,3.730781,0000000000000100,3.730834,0000000000000100,34.1397,34.1427,7.1465,0000000000000100,6.34127,-9999999,-9999999,0.7389,83.1324,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
21,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,18,0000000000000100,Apr 29 2015 17:29:32,5.806,0000000000000100,5.761,39.94,-70.88336,10.0629,0000000000000100,10.062,0000000000000100,3.730516,0000000000000100,3.730714,0000000000000100,34.1355,34.1383,7.1533,0000000000000100,6.3412,-9999999,-9999999,0.738,83.1523,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
22,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,19,0000000000000100,Apr 29 2015 17:29:36,6.166,0000000000000100,6.119,39.94001,-70.88336,10.0636,0000000000000100,10.0638,0000000000000100,3.730602,0000000000000100,3.73078,0000000000000100,34.1355,34.1372,7.1545,0000000000000100,6.3411,-9999999,-9999999,0.7392,83.1278,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
23,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,20,0000000000000100,Apr 29 2015 17:29:39,5.788,0000000000000100,5.744,39.94,-70.88336,10.0644,0000000000000100,10.0643,0000000000000100,3.730711,0000000000000100,3.730744,0000000000000100,34.1361,34.1365,7.1556,0000000000000100,6.34097,-9999999,-9999999,0.7325,83.2658,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
24,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,21,0000000000000100,Apr 29 2015 17:29:51,6.065,0000000000000100,6.018,39.94001,-70.88336,10.0722,0000000000000100,10.0722,0000000000000100,3.731464,0000000000000100,3.731399,0000000000000100,34.1363,34.1356,7.1471,0000000000000100,6.33989,-9999999,-9999999,0.7297,83.3254,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
25,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,22,0000000000000100,Apr 29 2015 17:29:56,5.985,0000000000000100,5.94,39.94,-70.88336,10.0721,0000000000000100,10.0721,0000000000000100,3.731572,0000000000000100,3.731698,0000000000000100,34.1375,34.1388,7.1407,0000000000000100,6.33986,-9999999,-9999999,0.7309,83.3004,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
26,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,23,0000000000000100,Apr 29 2015 17:30:00,5.922,0000000000000100,5.876,39.94,-70.88336,10.0723,0000000000000100,10.0723,0000000000000100,3.731492,0000000000000100,3.731714,0000000000000100,34.1365,34.1388,7.1463,0000000000000100,6.33987,-9999999,-9999999,0.7288,83.3434,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
27,AT-27A,1,OSPM,39 56.40 N,070 53.00 W,2015-04-29T15:39:30Z,1,0000000000000100,445,ctd\at27a_001.hex,0000000000000100,24,0000000000000100,Apr 29 2015 17:30:08,3.934,0000000000000100,3.904,39.94,-70.88336,10.0804,0000000000000100,10.0745,0000000000000100,3.732994,0000000000000100,3.732114,0000000000000100,34.1451,34.1417,7.1345,0000000000000100,6.33841,-9999999,-9999999,0.7352,83.2103,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
