,Cruise ID,Station-Cast #,Target Station,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],Filename,File Flag,Bottle Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
10,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,11,0000000000000100,Oct 12 2015 16:59:23,7.549,0000000000000100,7.491,39.94014,-70.8834,22.3616,0000000000000100,22.3799,0000000000000100,5.138589,0000000000000100,5.140765,0000000000000100,35.8207,35.8227,4.6819,0000000000000100,4.93606,-9999999,-9999999,0.2527,93.8775,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
11,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,12,0000000000000100,Oct 12 2015 16:59:28,7.825,0000000000000100,7.765,39.94014,-70.8834,22.3341,0000000000000100,22.3708,0000000000000100,5.13486,0000000000000100,5.139572,0000000000000100,35.814,35.8208,4.6702,0000000000000100,4.93865,-9999999,-9999999,0.2546,93.8332,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
12,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,1,0000000000000100,Oct 13 2015 03:38:02,504.775,0000000000000100,500.302,39.89408,-70.7696,5.732,0000000000000100,5.7318,0000000000000100,3.438404,0000000000000100,3.438476,0000000000000100,35.039,35.0399,4.6862,0000000000000100,6.95037,-9999999,-9999999,0.1727,95.7742,0000000000000100,-9999999,-9999999,4.992,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.0472,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
13,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,2,0000000000000100,Oct 13 2015 03:44:45,242.264,0000000000000100,240.269,39.89412,-70.76954,10.7367,0000000000000100,10.7371,0000000000000100,3.924717,0000000000000100,3.924657,0000000000000100,35.3505,35.3496,2.8822,0000000000000100,6.20152,-9999999,-9999999,0.1644,95.9716,0000000000000100,-9999999,-9999999,3.109,0000000000000100,0000000000000100,0.0053169812016329,0.011281138569663,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.349,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,BDL-fluor value so low within noise
14,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,3,0000000000000100,Oct 13 2015 03:44:58,242.315,0000000000000100,240.32,39.89412,-70.76954,10.7364,0000000000000100,10.7373,0000000000000100,3.924694,0000000000000100,3.924674,0000000000000100,35.3505,35.3495,2.8831,0000000000000100,6.20155,-9999999,-9999999,0.1644,95.9732,0000000000000100,-9999999,-9999999,3.094,0000000000000100,0000000000001000,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.3498,0000000000000100,0000000000001000,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicate S & O2,-9999999
15,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,4,0000000000000100,Oct 13 2015 03:50:40,91.402,0000000000000100,90.682,39.89414,-70.76952,15.8132,0000000000000100,15.8193,0000000000000100,4.492829,0000000000000100,4.493386,0000000000000100,36.0484,36.0479,2.9923,0000000000000100,5.56607,-9999999,-9999999,0.1724,95.7812,0000000000000100,-9999999,-9999999,3.224,0000000000000100,0000000000000100,0.0217546906911881,0.0317351248484374,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,36.022,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
16,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,5,0000000000000100,Oct 13 2015 03:50:51,91.324,0000000000000100,90.605,39.89414,-70.76952,15.811,0000000000000100,15.8252,0000000000000100,4.492664,0000000000000100,4.494054,0000000000000100,36.049,36.0486,2.9946,0000000000000100,5.5663,-9999999,-9999999,0.1721,95.7898,0000000000000100,-9999999,-9999999,3.245,0000000000000100,0000000000001000,0.0172895497877042,0.0334614734899471,-9999999,0000000000000100,0000000000001000,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,36.0226,0000000000000100,0000000000001000,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate S, O2 & Chl",-9999999
17,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,6,0000000000000100,Oct 13 2015 03:54:29,41.864,0000000000000100,41.54,39.89412,-70.76954,21.4791,0000000000000100,21.5005,0000000000000100,5.027873,0000000000000100,5.029087,0000000000000100,35.6633,35.6553,4.6734,0000000000000100,5.01862,-9999999,-9999999,0.2815,93.2046,0000000000000100,-9999999,-9999999,4.916,0000000000000100,0000000000000100,0.56820556151253,0.324379683295244,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.6226,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
18,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,7,0000000000000100,Oct 13 2015 03:54:42,41.889,0000000000000100,41.564,39.89412,-70.76954,21.5745,0000000000000100,21.5834,0000000000000100,5.040242,0000000000000100,5.040735,0000000000000100,35.6827,35.6793,4.6772,0000000000000100,5.00949,-9999999,-9999999,0.2848,93.1277,0000000000000100,-9999999,-9999999,4.944,0000000000000100,0000000000001000,0.558107313518635,0.355909408043901,-9999999,0000000000000100,0000000000001000,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.6354,0000000000000100,0000000000001000,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate S, O2 & Chl",-9999999
19,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,8,0000000000000100,Oct 13 2015 03:57:33,1.794,0000000000000100,1.78,39.89408,-70.76958,22.0851,0000000000000100,22.0862,0000000000000100,5.093024,0000000000000100,5.092974,0000000000000100,35.6924,35.6911,4.7259,0000000000000100,4.96394,-9999999,-9999999,0.271,93.4506,0000000000000100,-9999999,-9999999,5.045,0000000000000100,0000000000000100,0.218169222557285,0.101760567075914,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.6936,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
20,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,9,0000000000000100,Oct 13 2015 03:57:46,1.566,0000000000000100,1.554,39.89408,-70.76959,22.0826,0000000000000100,22.0852,0000000000000100,5.092789,0000000000000100,5.092927,0000000000000100,35.6927,35.6916,4.7302,0000000000000100,4.96415,-9999999,-9999999,0.2691,93.4937,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
21,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,10,0000000000000100,Oct 13 2015 03:57:52,1.609,0000000000000100,1.597,39.89408,-70.7696,22.0877,0000000000000100,22.0906,0000000000000100,5.093384,0000000000000100,5.093545,0000000000000100,35.6931,35.6921,4.7199,0000000000000100,4.96369,-9999999,-9999999,0.2706,93.4595,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
22,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,11,0000000000000100,Oct 13 2015 03:57:57,1.865,0000000000000100,1.851,39.89408,-70.7696,22.0932,0000000000000100,22.0934,0000000000000100,5.094041,0000000000000100,5.093904,0000000000000100,35.6937,35.6924,4.7243,0000000000000100,4.9632,-9999999,-9999999,0.2708,93.4549,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
23,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,12,0000000000000100,Oct 13 2015 03:58:02,1.54,0000000000000100,1.528,39.89408,-70.7696,22.0917,0000000000000100,22.091,0000000000000100,5.093892,0000000000000100,5.093615,0000000000000100,35.6939,35.6923,4.7243,0000000000000100,4.96332,-9999999,-9999999,0.2763,93.3276,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
24,AT-31A,2,"Gliders Site (376, 385)",39 53.65 N,070 46.18 W,2015-10-13T02:20:56Z,2,0000000000000100,574,at31002.hex,0000000000000100,13,0000000000000100,Oct 13 2015 03:58:06,1.814,0000000000000100,1.8,39.89408,-70.7696,22.0941,0000000000000100,22.0951,0000000000000100,5.094166,0000000000000100,5.094105,0000000000000100,35.6939,35.6927,4.7186,0000000000000100,4.96311,-9999999,-9999999,0.2704,93.4638,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
