,Cruise ID,Station-Cast #,Target Station,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],Filename,File Flag,Bottle Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
0,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,1,0000000000000100,Oct 12 2015 16:39:05,443.326,0000000000000100,439.46,39.94014,-70.8834,6.0237,0000000000000100,6.0239,0000000000000100,3.463375,0000000000000100,3.463428,0000000000000100,35.0509,35.0512,4.4897,0000000000000100,6.90263,-9999999,-9999999,0.2333,94.3332,0000000000000100,-9999999,-9999999,4.7,0000000000000100,0000000000000100,0.00589735591026185,0.0194173392337246,-9999999,0000000000000101,0000000000000100,0.95686642599278,9.31834757364827,14.9888282356544,<0.04,0.531174933692253,0000000000000100,0000000000000100,35.06,0000000000000100,0000000000000100,2320.58096826033,0000000000000100,2162.66627827758,0000000000000100,-9999999,-9999999,-9999999,7.66519653644485,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,BDL-fluor value so low within noise
1,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,2,0000000000000100,Oct 12 2015 16:39:23,443.278,0000000000000100,439.413,39.94014,-70.8834,6.0226,0000000000000100,6.0234,0000000000000100,3.463267,0000000000000100,3.46338,0000000000000100,35.0508,35.0512,4.4967,0000000000000100,6.90281,-9999999,-9999999,0.2632,93.6523,0000000000000100,-9999999,-9999999,4.791,0000000000000100,0000000000000100,0.0041749535491695,0.0186633485914749,-9999999,0000000000000101,0000000000000100,0.885472322503008,8.41313949460628,13.5800860352946,<0.04,0.598824571473813,0000000000000100,0000000000000100,35.0587,0000000000000100,0000000000000100,2320.10415837606,0000000000000100,2184.53662803141,0000000000000100,-9999999,-9999999,-9999999,7.67498026614138,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,BDL-fluor value so low within noise
2,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,3,0000000000000100,Oct 12 2015 16:45:09,251.878,0000000000000100,249.798,39.94014,-70.8834,9.326,0000000000000100,9.349,0000000000000100,3.7747,0000000000000100,3.777214,0000000000000100,35.1869,35.1904,2.9037,0000000000000100,6.40054,-9999999,-9999999,0.1663,95.9263,0000000000000100,-9999999,-9999999,3.123,0000000000000100,0000000000000100,0.00761039738895696,0.00838092409675188,-9999999,0000000000000101,0000000000000100,1.03845968712395,9.00951769867714,15.6061263254603,<0.04,0.412913344681525,0000000000000100,0000000000000100,35.1874,0000000000000100,0000000000000100,2328.90329373058,0000000000000100,2208.85631204374,0000000000000100,-9999999,-9999999,-9999999,7.65281905684711,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,O2 min,BDL-fluor value so low within noise
3,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,4,0000000000000100,Oct 12 2015 16:45:17,252.137,0000000000000100,250.054,39.94014,-70.8834,9.3717,0000000000000100,9.3705,0000000000000100,3.779986,0000000000000100,3.779783,0000000000000100,35.1968,35.1959,2.9237,0000000000000100,6.39372,-9999999,-9999999,0.1657,95.9419,0000000000000100,-9999999,-9999999,3.16,0000000000000100,0000000000000100,0.00704874444512249,0.00649078396774115,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.1874,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,O2 min,pick off of filter
4,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,5,0000000000000100,Oct 12 2015 16:55:13,52.16,0000000000000100,51.755,39.94014,-70.8834,21.8404,0000000000000100,21.8252,0000000000000100,5.073489,0000000000000100,5.071585,0000000000000100,35.7227,35.7202,4.7131,0000000000000100,4.98466,-9999999,-9999999,0.2745,93.3688,0000000000000100,-9999999,-9999999,5.112,0000000000000100,0000000000000100,0.504645170035264,0.260758434104186,-9999999,0000000000000100,0000000000000100,0.0672217208182912,0.586974730313727,<0.04,<0.04,0.43696654922608,0000000000000100,0000000000000100,35.7268,0000000000000100,0000000000000100,2360.65463219956,0000000000000100,2051.84662515827,0000000000000100,-9999999,-9999999,-9999999,8.02815310170903,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Chl Max,-9999999
5,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,6,0000000000000100,Oct 12 2015 16:55:24,51.793,0000000000000100,51.39,39.94014,-70.8834,21.8515,0000000000000100,21.8414,0000000000000100,5.074883,0000000000000100,5.073466,0000000000000100,35.7246,35.7218,4.7141,0000000000000100,4.98362,-9999999,-9999999,0.2673,93.5355,0000000000000100,-9999999,-9999999,5.17,0000000000000100,0000000000000100,0.532821426050959,0.239060159785974,-9999999,0000000000000100,0000000000000100,0.0547045728038508,0.345453930656814,0.353011445852314,<0.04,0.725605003760738,0000000000000100,0000000000000100,35.7262,0000000000000100,0000000000000100,2354.84892696915,0000000000000100,2051.39711350012,0000000000000100,-9999999,-9999999,-9999999,8.02840850100852,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Chl Max,-9999999
6,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,7,0000000000000100,Oct 12 2015 16:58:51,7.836,0000000000000100,7.776,39.94014,-70.8834,22.4018,0000000000000100,22.4138,0000000000000100,5.143716,0000000000000100,5.145164,0000000000000100,35.8277,35.8292,4.6814,0000000000000100,4.93237,-9999999,-9999999,0.2522,93.8894,0000000000000100,-9999999,-9999999,5.098,0000000000000100,0000000000000100,0.239873395860787,0.0966902681912918,-9999999,0000000000000100,0000000000000100,0.0412602286401925,0.512736779599512,<0.04,<0.04,0.262079707850046,0000000000000100,0000000000000100,35.8341,0000000000000100,0000000000000100,2360.44796929229,0000000000000100,2047.40532232388,0000000000000100,-9999999,-9999999,-9999999,8.03629395596488,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
7,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,8,0000000000000100,Oct 12 2015 16:59:00,7.797,0000000000000100,7.737,39.94014,-70.8834,22.386,0000000000000100,22.4075,0000000000000100,5.141674,0000000000000100,5.144384,0000000000000100,35.8247,35.8283,4.6804,0000000000000100,4.93383,-9999999,-9999999,0.2515,93.9055,0000000000000100,-9999999,-9999999,5.11,0000000000000100,0000000000000100,0.236772799674572,0.0900706240565281,-9999999,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.8346,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
8,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,9,0000000000000100,Oct 12 2015 16:59:12,7.671,0000000000000100,7.612,39.94014,-70.8834,22.3428,0000000000000100,22.3621,0000000000000100,5.136259,0000000000000100,5.138474,0000000000000100,35.8179,35.8194,4.6801,0000000000000100,4.93779,-9999999,-9999999,0.2525,93.8834,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
9,AT-31A,1,OSPM-3,39 56.41 N,070 53.00 W,2015-10-12T15:23:02Z,1,0000000000000100,448,at31001.hex,0000000000000100,10,0000000000000100,Oct 12 2015 16:59:17,7.778,0000000000000100,7.718,39.94014,-70.8834,22.359,0000000000000100,22.3827,0000000000000100,5.138297,0000000000000100,5.141054,0000000000000100,35.8204,35.8226,4.6744,0000000000000100,4.93629,-9999999,-9999999,0.2547,93.8303,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
