       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0   CStarAt0   CStarTr0      Sal00       Spar        Par      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM
   1519.790     3.6813     3.6815   3.287621   3.287298     2.4152     0.0317     0.9340     0.1262    96.8948    34.9279 3.0314e+02 9.5400e-02   1500.000    34.9279    34.9239     6.1129    1490.29
   1518.773     3.6809     3.6808   3.287560   3.287221     2.4154     0.0373     0.9315     0.1259    96.9007    34.9281 3.0589e+02 9.5400e-02   1499.000    34.9281    34.9242     6.1131    1490.28
   1517.756     3.6823     3.6818   3.287695   3.287325     2.4166     0.0320     0.9308     0.1260    96.8980    34.9288 2.9927e+02 9.5400e-02   1498.000    34.9288    34.9249     6.1157    1490.27
   1516.739     3.6820     3.6816   3.287612   3.287242     2.4165     0.0348     0.9322     0.1259    96.9005    34.9286 2.9921e+02 9.5400e-02   1497.000    34.9286    34.9246     6.1148    1490.25
   1515.722     3.6812     3.6807   3.287468   3.287103     2.4166     0.0455     0.9286     0.1273    96.8665    34.9282 2.9953e+02 9.5400e-02   1496.000    34.9282    34.9244     6.1146    1490.23
   1514.706     3.6804     3.6804   3.287343   3.287010     2.4169     0.0469     0.9267     0.1264    96.8892    34.9281 2.9951e+02 9.5400e-02   1495.000    34.9281    34.9242     6.1148    1490.21
   1513.689     3.6804     3.6801   3.287279   3.286937     2.4169     0.0470     0.9277     0.1264    96.8902    34.9279 2.9983e+02 9.5400e-02   1494.000    34.9279    34.9241     6.1140    1490.19
   1512.672     3.6802     3.6802   3.287225   3.286882     2.4170     0.0470     0.9275     0.1268    96.8801    34.9279 2.9852e+02 9.5400e-02   1493.000    34.9279    34.9239     6.1136    1490.17
   1511.655     3.6801     3.6801   3.287164   3.286825     2.4173     0.0470     0.9319     0.1270    96.8751    34.9278 3.0013e+02 9.5400e-02   1492.000    34.9278    34.9238     6.1136    1490.15
   1510.638     3.6799     3.6797   3.287093   3.286768     2.4179     0.0470     0.9302     0.1271    96.8717    34.9277 3.0059e+02 9.5400e-02   1491.000    34.9277    34.9240     6.1151    1490.14
