       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0   CStarAt0   CStarTr0      Sal00       Spar        Par      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM
   2736.269     1.4683     1.4692   3.139376   3.138847     2.2077     0.0498     2.0554     0.2260    94.5651    34.9047 4.6591e+02 9.5400e-02   2693.000    34.9047    34.8972     6.7766    1501.22
   2735.246     1.4683     1.4690   3.139094   3.138804     2.2080     0.0469     1.1242     0.1639    95.9848    34.9016 4.8414e+02 9.5400e-02   2692.000    34.9016    34.8973     6.7772    1501.20
   2734.224     1.4691     1.4692   3.139114   3.138767     2.2081     0.0470     1.1149     0.1647    95.9669    34.9016 4.8373e+02 9.5400e-02   2691.000    34.9016    34.8971     6.7763    1501.19
   2733.201     1.4691     1.4694   3.139087   3.138732     2.2081     0.0543     1.0512     0.1623    96.0229    34.9017 4.8272e+02 9.5400e-02   2690.000    34.9017    34.8970     6.7755    1501.17
   2732.179     1.4693     1.4693   3.139070   3.138705     2.2088     0.0591     1.0062     0.1627    96.0129    34.9018 4.8217e+02 9.5400e-02   2689.000    34.9018    34.8972     6.7775    1501.15
   2731.156     1.4691     1.4689   3.139008   3.138644     2.2086     0.0592     0.9927     0.1612    96.0503    34.9017 4.8173e+02 9.5400e-02   2688.000    34.9017    34.8974     6.7757    1501.14
   2730.134     1.4687     1.4686   3.138942   3.138583     2.2089     0.0537     0.9937     0.1605    96.0675    34.9018 4.8226e+02 9.5400e-02   2687.000    34.9018    34.8974     6.7760    1501.12
   2729.111     1.4685     1.4682   3.138892   3.138508     2.2099     0.0366     0.9923     0.1596    96.0884    34.9019 4.8527e+02 9.5400e-02   2686.000    34.9019    34.8974     6.7794    1501.10
   2728.089     1.4687     1.4685   3.138849   3.138466     2.2099     0.0404     0.9810     0.1590    96.1034    34.9016 4.8655e+02 9.5400e-02   2685.000    34.9016    34.8971     6.7787    1501.08
   2727.066     1.4689     1.4689   3.138827   3.138457     2.2105     0.0440     0.9813     0.1575    96.1381    34.9016 4.8386e+02 9.5400e-02   2684.000    34.9016    34.8970     6.7799    1501.07
   2726.044     1.4688     1.4687   3.138782   3.138426     2.2104     0.0350     0.9810     0.1575    96.1380    34.9016 4.8096e+02 9.5400e-02   2683.000    34.9016    34.8973     6.7786    1501.05
   2725.021     1.4686     1.4684   3.138738   3.138354     2.2109     0.0589     0.9692     0.1574    96.1409    34.9018 4.7929e+02 9.5400e-02   2682.000    34.9018    34.8972     6.7798    1501.03
   2723.999     1.4686     1.4684   3.138688   3.138326     2.2111     0.0486     0.9690     0.1571    96.1485    34.9016 4.7999e+02 9.5400e-02   2681.000    34.9016    34.8973     6.7800    1501.01
   2722.976     1.4691     1.4685   3.138697   3.138277     2.2112     0.0470     0.9759     0.1573    96.1433    34.9016 4.8251e+02 9.5400e-02   2680.000    34.9016    34.8972     6.7795    1501.00
   2721.954     1.4691     1.4685   3.138651   3.138241     2.2112     0.0470     0.9866     0.1572    96.1458    34.9016 4.8436e+02 9.5400e-02   2679.000    34.9016    34.8971     6.7784    1500.98
   2720.931     1.4695     1.4690   3.138644   3.138241     2.2116     0.0470     0.9777     0.1575    96.1400    34.9016 4.8441e+02 9.5400e-02   2678.000    34.9016    34.8971     6.7792    1500.96
   2719.909     1.4709     1.4697   3.138717   3.138252     2.2116     0.0371     0.9761     0.1568    96.1562    34.9015 4.8226e+02 9.5400e-02   2677.000    34.9015    34.8969     6.7781    1500.95
   2718.886     1.4711     1.4706   3.138711   3.138295     2.2123     0.0441     0.9703     0.1566    96.1609    34.9016 4.7890e+02 9.5400e-02   2676.000    34.9016    34.8971     6.7800    1500.94
   2717.864     1.4715     1.4700   3.138707   3.138230     2.2124     0.0363     0.9794     0.1564    96.1661    34.9016 4.8019e+02 9.5400e-02   2675.000    34.9016    34.8973     6.7794    1500.92
   2716.841     1.4710     1.4704   3.138627   3.138215     2.2128     0.0384     0.9795     0.1566    96.1612    34.9017 4.8150e+02 9.5400e-02   2674.000    34.9017    34.8972     6.7800    1500.90
   2715.819     1.4714     1.4707   3.138609   3.138184     2.2132     0.0473     0.9772     0.1570    96.1500    34.9016 4.8278e+02 9.5400e-02   2673.000    34.9016    34.8970     6.7808    1500.88
   2714.796     1.4721     1.4716   3.138636   3.138223     2.2132     0.0470     0.9805     0.1570    96.1502    34.9016 4.8221e+02 9.5400e-02   2672.000    34.9016    34.8970     6.7798    1500.87
   2713.774     1.4726     1.4724   3.138632   3.138255     2.2134     0.0470     0.9762     0.1568    96.1556    34.9015 4.8066e+02 9.5400e-02   2671.000    34.9015    34.8970     6.7795    1500.86
   2712.751     1.4729     1.4729   3.138627   3.138249     2.2137     0.0567     0.9705     0.1574    96.1412    34.9016 4.7936e+02 9.5400e-02   2670.000    34.9016    34.8969     6.7799    1500.84
   2711.729     1.4731     1.4728   3.138602   3.138234     2.2139     0.0560     0.9712     0.1577    96.1354    34.9016 4.7909e+02 9.5400e-02   2669.000    34.9016    34.8973     6.7796    1500.82
   2710.707     1.4732     1.4729   3.138586   3.138179     2.2141     0.0469     0.9765     0.1575    96.1390    34.9017 4.7908e+02 9.5400e-02   2668.000    34.9017    34.8970     6.7797    1500.81
   2709.684     1.4733     1.4728   3.138548   3.138156     2.2147     0.0367     0.9806     0.1590    96.1033    34.9016 4.7985e+02 9.5400e-02   2667.000    34.9016    34.8973     6.7812    1500.79
   2708.662     1.4736     1.4727   3.138549   3.138122     2.2151     0.0529     0.9757     0.1572    96.1472    34.9018 4.7974e+02 9.5400e-02   2666.000    34.9018    34.8974     6.7819    1500.77
   2707.639     1.4740     1.4735   3.138520   3.138106     2.2152     0.0476     0.9688     0.1571    96.1496    34.9015 4.8020e+02 9.5400e-02   2665.000    34.9015    34.8969     6.7813    1500.76
   2706.617     1.4745     1.4742   3.138543   3.138137     2.2151     0.0377     0.9688     0.1570    96.1512    34.9017 4.8063e+02 9.5400e-02   2664.000    34.9017    34.8971     6.7799    1500.74
   2705.594     1.4759     1.4758   3.138601   3.138215     2.2152     0.0363     0.9727     0.1579    96.1282    34.9014 4.8063e+02 9.5400e-02   2663.000    34.9014    34.8968     6.7791    1500.73
   2704.572     1.4759     1.4757   3.138580   3.138192     2.2152     0.0468     0.9929     0.1559    96.1775    34.9017 4.8043e+02 9.5400e-02   2662.000    34.9017    34.8970     6.7782    1500.71
   2703.550     1.4756     1.4757   3.138512   3.138152     2.2155     0.0470     0.9847     0.1568    96.1550    34.9016 4.7943e+02 9.5400e-02   2661.000    34.9016    34.8971     6.7786    1500.70
   2702.527     1.4758     1.4755   3.138494   3.138107     2.2156     0.0470     0.9810     0.1570    96.1507    34.9016 4.7874e+02 9.5400e-02   2660.000    34.9016    34.8971     6.7782    1500.68
   2701.505     1.4760     1.4755   3.138466   3.138072     2.2161     0.0425     0.9810     0.1561    96.1722    34.9016 4.7781e+02 9.5400e-02   2659.000    34.9016    34.8972     6.7793    1500.66
   2700.483     1.4761     1.4756   3.138439   3.138035     2.2166     0.0296     0.9732     0.1564    96.1666    34.9017 4.7778e+02 9.5400e-02   2658.000    34.9017    34.8972     6.7802    1500.64
   2699.460     1.4758     1.4755   3.138375   3.137994     2.2166     0.0347     0.9659     0.1559    96.1780    34.9016 4.7906e+02 9.5400e-02   2657.000    34.9016    34.8972     6.7793    1500.63
   2698.438     1.4757     1.4755   3.138332   3.137953     2.2170     0.0468     0.9730     0.1552    96.1935    34.9017 4.7788e+02 9.5400e-02   2656.000    34.9017    34.8972     6.7801    1500.61
   2697.416     1.4756     1.4754   3.138284   3.137903     2.2169     0.0371     0.9704     0.1563    96.1688    34.9017 4.7907e+02 9.5400e-02   2655.000    34.9017    34.8972     6.7789    1500.59
   2696.393     1.4755     1.4753   3.138229   3.137853     2.2172     0.0473     0.9761     0.1582    96.1230    34.9016 4.7887e+02 9.5400e-02   2654.000    34.9016    34.8971     6.7795    1500.57
   2695.371     1.4755     1.4753   3.138186   3.137813     2.2176     0.0470     0.9743     0.1566    96.1614    34.9016 4.7899e+02 9.5400e-02   2653.000    34.9016    34.8971     6.7802    1500.56
   2694.348     1.4753     1.4751   3.138142   3.137757     2.2178     0.0470     0.9627     0.1565    96.1636    34.9018 4.7908e+02 9.5400e-02   2652.000    34.9018    34.8971     6.7799    1500.54
   2693.326     1.4752     1.4750   3.138079   3.137710     2.2178     0.0370     0.9734     0.1567    96.1586    34.9015 4.7877e+02 9.5400e-02   2651.000    34.9015    34.8972     6.7793    1500.52
   2692.304     1.4751     1.4749   3.138040   3.137659     2.2179     0.0409     0.9790     0.1573    96.1437    34.9016 4.7738e+02 9.5400e-02   2650.000    34.9016    34.8971     6.7787    1500.50
   2691.281     1.4752     1.4748   3.138006   3.137613     2.2180     0.0471     0.9824     0.1567    96.1580    34.9016 4.7563e+02 9.5400e-02   2649.000    34.9016    34.8972     6.7781    1500.48
   2690.259     1.4752     1.4749   3.137973   3.137585     2.2182     0.0450     0.9864     0.1572    96.1455    34.9017 4.7494e+02 9.5400e-02   2648.000    34.9017    34.8972     6.7780    1500.47
   2689.237     1.4749     1.4747   3.137918   3.137529     2.2188     0.0398     0.9792     0.1561    96.1729    34.9018 4.7469e+02 9.5400e-02   2647.000    34.9018    34.8972     6.7799    1500.45
   2688.214     1.4748     1.4745   3.137858   3.137484     2.2191     0.0396     0.9747     0.1563    96.1679    34.9017 4.7894e+02 9.5400e-02   2646.000    34.9017    34.8974     6.7802    1500.43
   2687.192     1.4749     1.4746   3.137811   3.137415     2.2191     0.0581     0.9695     0.1559    96.1779    34.9014 4.7942e+02 9.5400e-02   2645.000    34.9014    34.8968     6.7792    1500.41
   2686.170     1.4750     1.4747   3.137779   3.137411     2.2195     0.0357     0.9756     0.1561    96.1739    34.9015 4.7806e+02 9.5400e-02   2644.000    34.9015    34.8972     6.7797    1500.40
   2685.147     1.4747     1.4745   3.137725   3.137342     2.2194     0.0582     0.9691     0.1565    96.1628    34.9016 4.7593e+02 9.5400e-02   2643.000    34.9016    34.8970     6.7787    1500.38
   2684.125     1.4747     1.4744   3.137686   3.137295     2.2196     0.0592     0.9747     0.1550    96.1995    34.9016 4.7511e+02 9.5400e-02   2642.000    34.9016    34.8970     6.7785    1500.36
   2683.103     1.4746     1.4744   3.137636   3.137273     2.2200     0.0516     0.9720     0.1556    96.1854    34.9016 4.7426e+02 9.5400e-02   2641.000    34.9016    34.8973     6.7794    1500.34
   2682.081     1.4744     1.4742   3.137582   3.137209     2.2201     0.0469     0.9687     0.1559    96.1768    34.9016 4.7538e+02 9.5400e-02   2640.000    34.9016    34.8972     6.7788    1500.32
   2681.058     1.4742     1.4740   3.137530   3.137145     2.2205     0.0405     0.9756     0.1553    96.1922    34.9017 4.7621e+02 9.5400e-02   2639.000    34.9017    34.8971     6.7795    1500.31
   2680.036     1.4742     1.4739   3.137491   3.137095     2.2210     0.0347     0.9734     0.1550    96.1993    34.9017 4.7545e+02 9.5400e-02   2638.000    34.9017    34.8971     6.7806    1500.29
   2679.014     1.4740     1.4739   3.137438   3.137082     2.2214     0.0446     0.9740     0.1555    96.1868    34.9017 4.7610e+02 9.5400e-02   2637.000    34.9017    34.8973     6.7814    1500.27
   2677.991     1.4741     1.4741   3.137398   3.137040     2.2217     0.0470     0.9694     0.1553    96.1916    34.9016 4.7555e+02 9.5400e-02   2636.000    34.9016    34.8971     6.7819    1500.25
   2676.969     1.4744     1.4741   3.137376   3.136996     2.2217     0.0390     0.9735     0.1552    96.1941    34.9015 4.7527e+02 9.5400e-02   2635.000    34.9015    34.8971     6.7809    1500.24
   2675.947     1.4743     1.4741   3.137339   3.136953     2.2218     0.0384     0.9728     0.1551    96.1956    34.9016 4.7537e+02 9.5400e-02   2634.000    34.9016    34.8970     6.7806    1500.22
   2674.925     1.4743     1.4740   3.137311   3.136912     2.2220     0.0479     0.9616     0.1560    96.1753    34.9018 4.7512e+02 9.5400e-02   2633.000    34.9018    34.8971     6.7805    1500.20
   2673.902     1.4741     1.4736   3.137245   3.136851     2.2222     0.0470     0.9684     0.1565    96.1620    34.9017 4.7469e+02 9.5400e-02   2632.000    34.9017    34.8973     6.7802    1500.18
   2672.880     1.4736     1.4733   3.137160   3.136770     2.2230     0.0454     0.9767     0.1559    96.1777    34.9016 4.7474e+02 9.5400e-02   2631.000    34.9016    34.8971     6.7827    1500.16
   2671.858     1.4739     1.4736   3.137142   3.136740     2.2232     0.0385     0.9686     0.1553    96.1924    34.9016 4.7519e+02 9.5400e-02   2630.000    34.9016    34.8969     6.7827    1500.15
   2670.836     1.4739     1.4736   3.137106   3.136712     2.2231     0.0596     0.9688     0.1550    96.1991    34.9016 4.7539e+02 9.5400e-02   2629.000    34.9016    34.8970     6.7813    1500.13
   2669.813     1.4740     1.4738   3.137076   3.136698     2.2231     0.0501     0.9741     0.1551    96.1957    34.9016 4.7538e+02 9.5400e-02   2628.000    34.9016    34.8972     6.7804    1500.11
   2668.791     1.4740     1.4738   3.137035   3.136665     2.2232     0.0428     0.9735     0.1551    96.1957    34.9016 4.7292e+02 9.5400e-02   2627.000    34.9016    34.8973     6.7798    1500.10
   2667.769     1.4738     1.4736   3.136987   3.136621     2.2233     0.0360     0.9688     0.1559    96.1765    34.9016 4.7445e+02 9.5400e-02   2626.000    34.9016    34.8974     6.7794    1500.08
   2666.747     1.4738     1.4734   3.136936   3.136572     2.2234     0.0471     0.9702     0.1548    96.2028    34.9015 4.7385e+02 9.5400e-02   2625.000    34.9015    34.8974     6.7790    1500.06
   2665.724     1.4738     1.4733   3.136910   3.136506     2.2239     0.0418     0.9705     0.1556    96.1840    34.9017 4.7352e+02 9.5400e-02   2624.000    34.9017    34.8973     6.7801    1500.04
   2664.702     1.4739     1.4734   3.136863   3.136467     2.2244     0.0420     0.9662     0.1549    96.2019    34.9015 4.7350e+02 9.5400e-02   2623.000    34.9015    34.8972     6.7811    1500.03
   2663.680     1.4741     1.4742   3.136849   3.136500     2.2247     0.0469     0.9734     0.1543    96.2152    34.9016 4.7336e+02 9.5400e-02   2622.000    34.9016    34.8971     6.7815    1500.01
   2662.658     1.4748     1.4749   3.136867   3.136530     2.2248     0.0470     0.9758     0.1536    96.2319    34.9015 4.7366e+02 9.5400e-02   2621.000    34.9015    34.8972     6.7811    1500.00
   2661.636     1.4747     1.4754   3.136833   3.136517     2.2250     0.0395     0.9755     0.1567    96.1592    34.9017 4.7414e+02 9.5400e-02   2620.000    34.9017    34.8971     6.7810    1499.98
   2660.614     1.4751     1.4758   3.136824   3.136507     2.2255     0.0454     0.9758     0.1534    96.2380    34.9017 4.7355e+02 9.5400e-02   2619.000    34.9017    34.8970     6.7818    1499.96
   2659.591     1.4757     1.4758   3.136819   3.136486     2.2257     0.0471     0.9690     0.1533    96.2391    34.9015 4.7220e+02 9.5400e-02   2618.000    34.9015    34.8972     6.7816    1499.95
   2658.569     1.4767     1.4766   3.136862   3.136519     2.2257     0.0379     0.9688     0.1537    96.2295    34.9014 4.6923e+02 9.5400e-02   2617.000    34.9014    34.8972     6.7807    1499.93
   2657.547     1.4767     1.4765   3.136835   3.136471     2.2259     0.0391     0.9688     0.1540    96.2240    34.9015 4.7155e+02 9.5400e-02   2616.000    34.9015    34.8972     6.7804    1499.92
   2656.525     1.4767     1.4764   3.136787   3.136400     2.2259     0.0470     0.9688     0.1533    96.2395    34.9015 4.7223e+02 9.5400e-02   2615.000    34.9015    34.8969     6.7795    1499.90
   2655.502     1.4766     1.4762   3.136754   3.136357     2.2262     0.0470     0.9633     0.1538    96.2288    34.9017 4.7308e+02 9.5400e-02   2614.000    34.9017    34.8971     6.7800    1499.88
   2654.480     1.4764     1.4761   3.136709   3.136330     2.2267     0.0450     0.9637     0.1532    96.2423    34.9018 4.7371e+02 9.5400e-02   2613.000    34.9018    34.8974     6.7813    1499.86
   2653.458     1.4763     1.4764   3.136657   3.136302     2.2271     0.0341     0.9691     0.1532    96.2416    34.9017 4.7231e+02 9.5400e-02   2612.000    34.9017    34.8972     6.7821    1499.85
   2652.436     1.4767     1.4766   3.136622   3.136278     2.2275     0.0606     0.9688     0.1526    96.2578    34.9014 4.7087e+02 9.5400e-02   2611.000    34.9014    34.8971     6.7824    1499.83
   2651.414     1.4771     1.4770   3.136629   3.136232     2.2275     0.0485     0.9634     0.1535    96.2357    34.9015 4.7043e+02 9.5400e-02   2610.000    34.9015    34.8967     6.7817    1499.82
   2650.392     1.4773     1.4772   3.136630   3.136248     2.2282     0.0470     0.9627     0.1537    96.2309    34.9017 4.7074e+02 9.5400e-02   2609.000    34.9017    34.8971     6.7833    1499.80
   2649.370     1.4775     1.4774   3.136589   3.136224     2.2282     0.0470     0.9681     0.1527    96.2543    34.9016 4.7114e+02 9.5400e-02   2608.000    34.9016    34.8972     6.7828    1499.78
   2648.347     1.4775     1.4774   3.136564   3.136177     2.2284     0.0470     0.9754     0.1531    96.2454    34.9017 4.7144e+02 9.5400e-02   2607.000    34.9017    34.8970     6.7824    1499.77
   2647.325     1.4777     1.4775   3.136539   3.136163     2.2283     0.0459     0.9755     0.1529    96.2503    34.9017 4.6944e+02 9.5400e-02   2606.000    34.9017    34.8972     6.7812    1499.75
   2646.303     1.4775     1.4774   3.136484   3.136095     2.2291     0.0349     0.9685     0.1515    96.2841    34.9017 4.7084e+02 9.5400e-02   2605.000    34.9017    34.8970     6.7837    1499.73
   2645.281     1.4776     1.4773   3.136466   3.136076     2.2291     0.0462     0.9695     0.1514    96.2865    34.9018 4.7091e+02 9.5400e-02   2604.000    34.9018    34.8973     6.7826    1499.71
   2644.259     1.4798     1.4795   3.136590   3.136201     2.2295     0.0350     0.9755     0.1507    96.3030    34.9014 4.7109e+02 9.5400e-02   2603.000    34.9014    34.8970     6.7830    1499.71
   2643.237     1.4806     1.4814   3.136634   3.136304     2.2298     0.0348     0.9720     0.1504    96.3089    34.9017 4.7058e+02 9.5400e-02   2602.000    34.9017    34.8967     6.7833    1499.69
   2642.215     1.4828     1.4825   3.136772   3.136304     2.2303     0.0452     0.9687     0.1491    96.3409    34.9015 4.6957e+02 9.5400e-02   2601.000    34.9015    34.8960     6.7839    1499.68
   2641.193     1.4900     1.4936   3.137319   3.137097     2.2300     0.0355     0.9630     0.1478    96.3732    34.9010 4.6926e+02 9.5400e-02   2600.000    34.9010    34.8944     6.7803    1499.70
   2640.170     1.5028     1.5043   3.138379   3.138029     2.2305     0.0450     0.9678     0.1471    96.3893    34.9008 4.6934e+02 9.5400e-02   2599.000    34.9008    34.8949     6.7789    1499.74
   2639.148     1.5100     1.5099   3.138948   3.138514     2.2309     0.0471     0.9654     0.1464    96.4067    34.9006 4.6965e+02 9.5400e-02   2598.000    34.9006    34.8953     6.7781    1499.75
   2638.126     1.5182     1.5180   3.139605   3.139194     2.2307     0.0470     0.9593     0.1463    96.4079    34.9004 4.6963e+02 9.5400e-02   2597.000    34.9004    34.8955     6.7748    1499.77
   2637.104     1.5247     1.5236   3.140050   3.139695     2.2313     0.0459     0.9536     0.1455    96.4281    34.8994 4.6838e+02 9.5400e-02   2596.000    34.8994    34.8962     6.7750    1499.78
   2636.082     1.5241     1.5298   3.140073   3.140116     2.2321     0.0350     0.9623     0.1450    96.4405    34.9008 4.7033e+02 9.5400e-02   2595.000    34.9008    34.8952     6.7774    1499.76
   2635.060     1.5290     1.5303   3.140515   3.140193     2.2322     0.0362     0.9573     0.1444    96.4534    34.9015 4.6925e+02 9.5400e-02   2594.000    34.9015    34.8961     6.7758    1499.77
   2634.038     1.5296     1.5342   3.140574   3.140480     2.2327     0.0455     0.9614     0.1444    96.4553    34.9020 4.6787e+02 9.5400e-02   2593.000    34.9020    34.8959     6.7766    1499.75
   2633.016     1.5362     1.5365   3.141046   3.140670     2.2330     0.0375     0.9511     0.1438    96.4678    34.9012 4.6763e+02 9.5400e-02   2592.000    34.9012    34.8962     6.7756    1499.76
   2631.994     1.5479     1.5559   3.142091   3.142313     2.2333     0.0474     0.9521     0.1438    96.4681    34.9021 4.6770e+02 9.5400e-02   2591.000    34.9021    34.8961     6.7736    1499.80
   2630.972     1.5549     1.5564   3.142640   3.142208     2.2335     0.0470     0.9552     0.1431    96.4858    34.9018 4.6864e+02 9.5400e-02   2590.000    34.9018    34.8948     6.7720    1499.81
   2629.950     1.5607     1.5673   3.143042   3.143141     2.2335     0.0470     0.9571     0.1427    96.4956    34.9009 4.6969e+02 9.5400e-02   2589.000    34.9009    34.8951     6.7702    1499.82
   2628.928     1.5692     1.5732   3.143782   3.143710     2.2335     0.0470     0.9566     0.1419    96.5138    34.9014 4.6955e+02 9.5400e-02   2588.000    34.9014    34.8963     6.7675    1499.84
   2627.906     1.5742     1.5768   3.144155   3.144019     2.2335     0.0470     0.9566     0.1425    96.5003    34.9012 4.6755e+02 9.5400e-02   2587.000    34.9012    34.8967     6.7657    1499.84
