       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0   CStarAt0   CStarTr0      Sal00       Spar        Par      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM
      4.038     8.3311     8.3281   3.638405   3.637945     3.4147     2.7756     1.1278     0.7241    83.4408    34.8527 3.6871e+02 9.5400e-02      4.000    34.8527    34.8508     6.8977    1483.60
      5.048     8.3560     8.3400   3.640782   3.639299     3.4214     2.6255     1.1056     0.7254    83.4137    34.8528 3.6545e+02 9.5400e-02      5.000    34.8528    34.8530     6.9108    1483.71
      6.057     8.3197     8.3420   3.637499   3.639073     3.4188     2.8639     1.1392     0.7055    83.8309    34.8534 3.6474e+02 9.5400e-02      6.000    34.8534    34.8480     6.9111    1483.59
      7.067     8.2843     8.2906   3.634356   3.634969     3.4139     3.0106     1.1268     0.7028    83.8878    34.8545 3.6793e+02 9.5400e-02      7.000    34.8545    34.8547     6.9059    1483.48
      8.076     8.2742     8.2600   3.633541   3.632021     3.4062     3.1936     1.1230     0.7108    83.7193    34.8553 3.6965e+02 9.5400e-02      8.000    34.8553    34.8532     6.8897    1483.46
      9.086     8.2847     8.2825   3.634490   3.633973     3.4035     3.2510     1.1316     0.7119    83.6960    34.8545 3.6815e+02 9.5400e-02      9.000    34.8545    34.8512     6.8822    1483.51
     10.095     8.2868     8.2849   3.634709   3.634328     3.4025     3.2226     1.1121     0.7085    83.7681    34.8543 3.6594e+02 9.5400e-02     10.000    34.8543    34.8522     6.8803    1483.54
     11.105     8.2844     8.2835   3.634558   3.634220     3.4012     3.2856     1.1206     0.7060    83.8202    34.8546 3.6615e+02 9.5400e-02     11.000    34.8546    34.8519     6.8785    1483.55
     12.115     8.2819     8.2779   3.634360   3.633777     3.4013     3.1905     1.1246     0.7079    83.7803    34.8544 3.6564e+02 9.5400e-02     12.000    34.8544    34.8522     6.8799    1483.55
     13.124     8.2830     8.2712   3.634478   3.633384     3.4017     3.1413     1.1459     0.7059    83.8222    34.8541 3.6663e+02 9.5400e-02     13.000    34.8541    34.8541     6.8816    1483.57
     14.134     8.2208     8.2249   3.629028   3.629072     3.4010     3.0386     1.1112     0.6922    84.1105    34.8571 3.6702e+02 9.5400e-02     14.000    34.8571    34.8536     6.8908    1483.36
     15.143     8.1860     8.1828   3.625897   3.625607     3.3972     2.9427     1.1069     0.6746    84.4811    34.8578 3.6825e+02 9.5400e-02     15.000    34.8578    34.8578     6.8882    1483.25
     16.153     8.1874     8.1890   3.625963   3.625877     3.3828     3.0490     1.1267     0.6198    85.6455    34.8567 3.6585e+02 9.5400e-02     16.000    34.8567    34.8541     6.8537    1483.27
     17.162     8.2197     8.2081   3.628890   3.627691     3.3741     3.0086     1.1360     0.6287    85.4547    34.8553 3.6624e+02 9.5400e-02     17.000    34.8553    34.8540     6.8279    1483.40
     18.172     8.0795     8.0706   3.616366   3.615724     3.3719     2.9446     1.1057     0.6218    85.6043    34.8602 3.6502e+02 9.5400e-02     18.000    34.8602    34.8621     6.8461    1482.90
     19.182     8.0041     7.9990   3.609597   3.609112     3.3568     2.6478     1.1102     0.5130    87.9632    34.8622 3.6402e+02 9.5400e-02     19.000    34.8622    34.8621     6.8222    1482.64
     20.191     7.9672     7.9636   3.606282   3.605985     3.3459     2.1971     1.1190     0.4639    89.0490    34.8628 3.6403e+02 9.5400e-02     20.000    34.8628    34.8633     6.8022    1482.51
     21.201     7.9432     7.9408   3.603894   3.603925     3.3392     1.8871     1.0806     0.4443    89.4879    34.8606 3.6685e+02 9.5400e-02     21.000    34.8606    34.8634     6.7906    1482.44
