       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0   CStarAt0   CStarTr0      Sal00       Spar        Par      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM
   2470.557     2.8212     2.8208   3.249522   3.249059     2.1838     0.0391     0.9301     0.1253    96.9152    34.9266 1.0338e+03 9.5400e-02   2433.000    34.9266    34.9214     6.1947    1502.62
   2469.536     2.8158     2.8152   3.248986   3.248568     2.1875     0.0349     0.9298     0.1253    96.9153    34.9264 1.0587e+03 9.5400e-02   2432.000    34.9264    34.9220     6.2091    1502.58
   2468.515     2.8128     2.8141   3.248651   3.248402     2.1885     0.0284     0.9308     0.1252    96.9175    34.9260 1.0764e+03 9.5400e-02   2431.000    34.9260    34.9216     6.2129    1502.55
   2467.493     2.8152     2.8160   3.248836   3.248530     2.1886     0.0395     0.9305     0.1252    96.9179    34.9261 1.0744e+03 9.5400e-02   2430.000    34.9261    34.9216     6.2119    1502.54
   2466.472     2.8228     2.8223   3.249499   3.249032     2.1889     0.0470     0.9321     0.1253    96.9169    34.9265 1.0745e+03 9.5400e-02   2429.000    34.9265    34.9215     6.2108    1502.56
   2465.451     2.8255     2.8254   3.249734   3.249320     2.1890     0.0392     0.9241     0.1253    96.9157    34.9270 1.0751e+03 9.5400e-02   2428.000    34.9270    34.9221     6.2099    1502.55
   2464.429     2.8251     2.8252   3.249666   3.249301     2.1892     0.0348     0.9285     0.1253    96.9169    34.9270 1.0766e+03 9.5400e-02   2427.000    34.9270    34.9225     6.2102    1502.53
   2463.408     2.8266     2.8275   3.249741   3.249452     2.1887     0.0348     0.9282     0.1254    96.9137    34.9268 1.0776e+03 9.5400e-02   2426.000    34.9268    34.9224     6.2070    1502.52
   2462.387     2.8292     2.8280   3.249923   3.249459     2.1883     0.0348     0.9315     0.1254    96.9140    34.9267 1.0775e+03 9.5400e-02   2425.000    34.9267    34.9224     6.2042    1502.52
   2461.365     2.8312     2.8308   3.250075   3.249671     2.1880     0.0348     0.9434     0.1254    96.9134    34.9269 1.0760e+03 9.5400e-02   2424.000    34.9269    34.9225     6.2018    1502.51
   2460.344     2.8341     2.8341   3.250317   3.249873     2.1878     0.0348     0.9337     0.1251    96.9213    34.9272 1.0767e+03 9.5400e-02   2423.000    34.9272    34.9219     6.1997    1502.50
   2459.323     2.8380     2.8374   3.250642   3.250203     2.1879     0.0348     0.9322     0.1249    96.9269    34.9274 1.0765e+03 9.5400e-02   2422.000    34.9274    34.9229     6.1986    1502.50
   2458.302     2.8414     2.8429   3.250921   3.250555     2.1881     0.0348     0.9322     0.1244    96.9370    34.9277 1.0767e+03 9.5400e-02   2421.000    34.9277    34.9217     6.1977    1502.50
   2457.281     2.8453     2.8477   3.251263   3.251093     2.1878     0.0348     0.9292     0.1242    96.9436    34.9282 1.0774e+03 9.5400e-02   2420.000    34.9282    34.9236     6.1953    1502.50
   2456.259     2.8519     2.8499   3.251856   3.251290     2.1878     0.0403     0.9322     0.1242    96.9436    34.9288 1.0790e+03 9.5400e-02   2419.000    34.9288    34.9241     6.1933    1502.51
   2455.238     2.8500     2.8499   3.251686   3.251193     2.1877     0.0409     0.9383     0.1242    96.9436    34.9292 1.0803e+03 9.5400e-02   2418.000    34.9292    34.9234     6.1921    1502.49
   2454.217     2.8549     2.8595   3.252080   3.252081     2.1868     0.0427     0.9308     0.1242    96.9427    34.9292 1.0803e+03 9.5400e-02   2417.000    34.9292    34.9243     6.1872    1502.49
   2453.196     2.8582     2.8573   3.252330   3.251909     2.1854     0.0355     0.9318     0.1243    96.9403    34.9292 1.0800e+03 9.5400e-02   2416.000    34.9292    34.9251     6.1804    1502.49
   2452.174     2.8627     2.8628   3.252698   3.252260     2.1847     0.0353     0.9263     0.1243    96.9414    34.9293 1.0799e+03 9.5400e-02   2415.000    34.9293    34.9240     6.1758    1502.49
   2451.153     2.8672     2.8660   3.253022   3.252520     2.1836     0.0477     0.9264     0.1243    96.9392    34.9289 1.0787e+03 9.5400e-02   2414.000    34.9289    34.9242     6.1702    1502.49
   2450.132     2.8675     2.8671   3.253016   3.252605     2.1829     0.0371     0.9211     0.1242    96.9437    34.9290 1.0798e+03 9.5400e-02   2413.000    34.9290    34.9245     6.1665    1502.48
   2449.111     2.8691     2.8692   3.253068   3.252696     2.1826     0.0410     0.9266     0.1242    96.9436    34.9284 1.0801e+03 9.5400e-02   2412.000    34.9284    34.9238     6.1642    1502.46
   2448.090     2.8730     2.8721   3.253401   3.252948     2.1818     0.0469     0.9311     0.1242    96.9436    34.9288 1.0802e+03 9.5400e-02   2411.000    34.9288    34.9243     6.1596    1502.46
   2447.068     2.8767     2.8738   3.253733   3.253100     2.1818     0.0470     0.9265     0.1243    96.9412    34.9293 1.0809e+03 9.5400e-02   2410.000    34.9293    34.9248     6.1582    1502.46
   2446.047     2.8785     2.8772   3.253874   3.253339     2.1819     0.0452     0.9272     0.1242    96.9425    34.9295 1.0818e+03 9.5400e-02   2409.000    34.9295    34.9245     6.1572    1502.45
   2445.026     2.8795     2.8792   3.253921   3.253503     2.1819     0.0408     0.9296     0.1242    96.9436    34.9295 1.0822e+03 9.5400e-02   2408.000    34.9295    34.9248     6.1564    1502.44
   2444.005     2.8807     2.8798   3.253983   3.253537     2.1818     0.0364     0.9306     0.1242    96.9436    34.9295 1.0827e+03 9.5400e-02   2407.000    34.9295    34.9251     6.1550    1502.43
   2442.984     2.8802     2.8792   3.253888   3.253426     2.1817     0.0360     0.9269     0.1244    96.9373    34.9293 1.0829e+03 9.5400e-02   2406.000    34.9293    34.9249     6.1537    1502.41
   2441.962     2.8825     2.8829   3.254041   3.253680     2.1817     0.0473     0.9323     0.1242    96.9422    34.9292 1.0811e+03 9.5400e-02   2405.000    34.9292    34.9245     6.1527    1502.40
   2440.941     2.8839     2.8838   3.254133   3.253738     2.1809     0.0371     0.9283     0.1242    96.9437    34.9293 1.0833e+03 9.5400e-02   2404.000    34.9293    34.9247     6.1485    1502.39
   2439.920     2.8836     2.8837   3.254068   3.253698     2.1814     0.0412     0.9327     0.1242    96.9436    34.9293 1.0837e+03 9.5400e-02   2403.000    34.9293    34.9248     6.1498    1502.37
