,Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,OOI changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
1,Global Southern Ocean,GS01SUMO,RII11,Seawater pH: PHSEN Series E,GS01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0140,P0140,3,659,2019-08-23 21:04:53.501,CGINS-PHSENE-P0140__20160513.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0140__20160513.csv,File renamed with correct date ,2016-11-25 01:11:00,2018-12-09 16:42:00,
0,Global Irminger Sea,GI01SUMO,RII11,Seawater pH: PHSEN Series E,GI01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0146,P0146,4,,2019-08-23 21:05:40.368,CGINS-PHSENE-P0146__20150929.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0146__20150929.csv,No errors found,2017-08-05 18:17:00,2018-06-14 08:02:00,
0,Global Argentine Basin,GA01SUMO,RII11,Seawater pH: PHSEN Series E,GA01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0171,P0171,2,659,2019-08-23 21:04:53.408,CGINS-PHSENE-P0171__20150805.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0171__20150805.csv,File renamed with correct date ,2015-11-14 21:06:00,2016-11-08 10:10:00,
1,Global Irminger Sea,GI01SUMO,RII11,Seawater pH: PHSEN Series E,GI01SUMO-RII11-02-PHSENE041,CGINS-PHSENE-P0171,P0171,5,,2019-08-23 21:04:52.071,CGINS-PHSENE-P0171__20170322.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0171__20170322.csv,No errors found,2018-06-08 17:21:00,2019-08-09 08:04:00,
0,Global Argentine Basin,GA01SUMO,RII11,Seawater pH: PHSEN Series E,GA01SUMO-RII11-02-PHSENE041,CGINS-PHSENE-P0172,P0172,2,659,2019-08-23 21:05:54.331,CGINS-PHSENE-P0172__20150805.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0172__20150805.csv,File renamed with correct date ,2015-11-14 21:06:00,2016-11-08 10:10:00,
1,Global Irminger Sea,GI01SUMO,RII11,Seawater pH: PHSEN Series E,GI01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0172,P0172,5,,2019-08-23 21:04:59.944,CGINS-PHSENE-P0172__20170405.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0172__20170405.csv,No errors found,2018-06-08 17:21:00,2019-08-09 08:04:00,
0,Global Southern Ocean,GS01SUMO,RII11,Seawater pH: PHSEN Series E,GS01SUMO-RII11-02-PHSENE041,CGINS-PHSENE-P0176,P0176,2,659,2019-08-23 21:05:25.862,CGINS-PHSENE-P0176__20150825.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0176__20150825.csv,File renamed with correct date ,2015-12-14 20:20:00,2016-12-12 07:58:00,
0,Global Southern Ocean,GS01SUMO,RII11,Seawater pH: PHSEN Series E,GS01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0177,P0177,2,659,2019-08-23 21:04:47.358,CGINS-PHSENE-P0177__20150825.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0177__20150825.csv,File renamed with correct date ,2015-12-14 20:20:00,2016-12-12 07:58:00,
0,Global Argentine Basin,GA01SUMO,RII11,Seawater pH: PHSEN Series E,GA01SUMO-RII11-02-PHSENE041,CGINS-PHSENE-P0178,P0178,3,,2019-08-23 21:05:15.184,CGINS-PHSENE-P0178__20180417.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0178__20180417.csv,No errors found,2016-10-27 01:47:00,2018-01-14 10:24:00,
0,Global Argentine Basin,GA01SUMO,RII11,Seawater pH: PHSEN Series E,GA01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0179,P0179,3,659,2019-08-23 21:06:14.852,CGINS-PHSENE-P0179__20160309.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0179__20160309.csv,File renamed with correct date ,2016-10-27 01:47:00,2018-01-14 10:24:00,
1,Global Southern Ocean,GS01SUMO,RII11,Seawater pH: PHSEN Series E,GS01SUMO-RII11-02-PHSENE042,CGINS-PHSENE-P0179,P0179,4,,2019-08-23 21:06:05.401,CGINS-PHSENE-P0179__20180417.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/PHSENE/CGINS-PHSENE-P0179__20180417.csv,No errors found,2018-12-04 17:10:40,,
