,Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,OOI changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
0,Global Argentine Basin,GA01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GA01SUMO-RII11-02-DOSTAD031,CGINS-DOSTAD-00379,379,3,#37,2019-08-15 01:07:46.705,CGINS-DOSTAD-00379__20160323.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00379__20160323.csv,File renamed with correct date Calibration coefficients were modified,2016-10-27 01:47:00,2018-01-14 10:24:00,
1,Global Southern Ocean,GS01SUMO,SBD11,Dissolved Oxygen Stable Response: DOSTA Series D,GS01SUMO-SBD11-04-DOSTAD000,CGINS-DOSTAD-00379,379,1,#37,2019-08-15 01:07:23.430,CGINS-DOSTAD-00379__20140525.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00379__20140525.csv,File renamed with correct date Calibration coefficients were modified,2015-02-18 21:06:00,2015-12-27 11:20:00,
0,Global Argentine Basin,GA01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GA01SUMO-RII11-02-DOSTAD032,CGINS-DOSTAD-00382,382,3,#37,2019-08-15 01:06:14.738,CGINS-DOSTAD-00382__20160323.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00382__20160323.csv,File renamed with correct date Calibration coefficients were modified,2016-10-27 01:47:00,2018-01-14 10:24:00,
1,Global Southern Ocean,GS01SUMO,RID16,Dissolved Oxygen Stable Response: DOSTA Series D,GS01SUMO-RID16-06-DOSTAD000,CGINS-DOSTAD-00382,382,1,#37,2019-08-15 01:06:52.042,CGINS-DOSTAD-00382__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00382__20140620.csv,File renamed with correct date Calibration coefficients were modified,2015-02-18 21:06:00,2015-12-27 11:20:00,
2,Coastal Pioneer,CP01CNSM,RID27,Dissolved Oxygen Stable Response: DOSTA Series D,CP01CNSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00382,382,2,#37,2019-08-15 01:06:52.042,CGINS-DOSTAD-00382__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00382__20140620.csv,File renamed with correct date Calibration coefficients were modified,2014-12-13 18:47:00,2014-12-15 20:58:00,
3,Coastal Pioneer,CP01CNSM,RID27,Dissolved Oxygen Stable Response: DOSTA Series D,CP01CNSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00382,382,3,#37,2019-08-15 01:06:52.042,CGINS-DOSTAD-00382__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00382__20140620.csv,File renamed with correct date Calibration coefficients were modified,2015-05-07 17:34:00,2015-10-23 19:40:00,
0,Coastal Pioneer,CP01CNSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP01CNSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00385,385,3,#37,2019-08-15 01:06:06.920,CGINS-DOSTAD-00385__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00385__20140620.csv,File renamed with correct date Calibration coefficients were modified,2015-05-07 17:34:00,2015-10-23 19:40:00,
1,Global Argentine Basin,GA01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GA01SUMO-RII11-02-DOSTAD033,CGINS-DOSTAD-00385,385,3,#37,2019-08-15 01:06:18.476,CGINS-DOSTAD-00385__20160125.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00385__20160125.csv,File renamed with correct date Calibration coefficients were modified,2016-10-27 01:47:00,2018-01-14 10:24:00,
0,Global Argentine Basin,GA01SUMO,RID16,Dissolved Oxygen Stable Response: DOSTA Series D,GA01SUMO-RID16-06-DOSTAD000,CGINS-DOSTAD-00386,386,1,#37,2019-08-15 01:04:51.826,CGINS-DOSTAD-00386__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00386__20140620.csv,File renamed with correct date Calibration coefficients were modified,2015-03-15 21:25:00,2015-11-26 10:08:00,
1,Global Argentine Basin,GA03FLMB,RIS01,Dissolved Oxygen Stable Response: DOSTA Series D,GA03FLMB-RIS01-03-DOSTAD000,CGINS-DOSTAD-00386,386,3,,2019-08-15 01:04:54.241,CGINS-DOSTAD-00386__20180524.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00386__20180524.csv,No errors found,2016-10-31 22:37:00,2018-01-12 13:07:00,
0,Global Southern Ocean,GS01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GS01SUMO-RII11-02-DOSTAD032,CGINS-DOSTAD-00387,387,3,#37,2019-08-15 01:04:50.028,CGINS-DOSTAD-00387__20160126.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00387__20160126.csv,File renamed with correct date ,2016-11-25 01:11:00,2018-12-09 16:42:00,
0,Coastal Pioneer,CP01CNSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP01CNSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00388,388,2,#37,2019-08-15 01:05:09.759,CGINS-DOSTAD-00388__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00388__20140620.csv,File renamed with correct date ,2014-12-13 18:47:00,2014-12-15 20:58:00,
1,Coastal Pioneer,CP01CNSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP01CNSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00388,388,5,#37,2019-08-15 01:05:09.759,CGINS-DOSTAD-00388__20140620.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00388__20140620.csv,File renamed with correct date ,2016-05-13 13:50:00,2016-10-13 19:34:00,
2,Coastal Pioneer,CP03ISSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP03ISSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00388,388,6,#37,2019-08-15 01:05:50.804,CGINS-DOSTAD-00388__20170220.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00388__20170220.csv,No errors found,2017-06-15 13:43:00,2017-11-01 14:17:00,
3,Coastal Pioneer,CP03ISSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP03ISSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00388,388,9,#37,2019-08-15 01:05:37.940,CGINS-DOSTAD-00388__20171213.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00388__20171213.csv,No errors found,2018-10-29 03:43:00,2019-04-06 18:51:00,
0,Global Southern Ocean,GS01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GS01SUMO-RII11-02-DOSTAD033,CGINS-DOSTAD-00389,389,3,#37,2019-08-15 01:04:50.239,CGINS-DOSTAD-00389__20160126.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00389__20160126.csv,File renamed with correct date ,2016-11-25 01:11:00,2018-12-09 16:42:00,
1,Coastal Pioneer,CP03ISSM,RID27,Dissolved Oxygen Stable Response: DOSTA Series D,CP03ISSM-RID27-04-DOSTAD000,CGINS-DOSTAD-00389,389,1,#37,2019-08-15 01:04:59.649,CGINS-DOSTAD-00389__20140622.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00389__20140622.csv,File renamed with correct date Calibration coefficients were modified,2014-12-14 18:52:00,2014-12-30 00:00:00,
0,Coastal Pioneer,CP03ISSM,MFD37,Dissolved Oxygen Stable Response: DOSTA Series D,CP03ISSM-MFD37-04-DOSTAD000,CGINS-DOSTAD-00390,390,1,#37,2019-08-15 01:05:15.959,CGINS-DOSTAD-00390__20160126.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00390__20160126.csv,File renamed with correct date ,2014-12-14 18:52:00,2014-12-30 00:00:00,
1,Global Southern Ocean,GS01SUMO,RII11,Dissolved Oxygen Stable Response: DOSTA Series D,GS01SUMO-RII11-02-DOSTAD031,CGINS-DOSTAD-00390,390,3,#37,2019-08-15 01:05:15.959,CGINS-DOSTAD-00390__20160126.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/DOSTAD/CGINS-DOSTAD-00390__20160126.csv,File renamed with correct date ,2016-11-25 01:11:00,2018-12-09 16:42:00,
