       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFL   CStarAt0 Sbeox0ML/L      DepSM      Sal00      Sal11       SvDM Sbeox0ML/L  Density00  Density11     Dz/dtM  OxsatML/L       Flag
     36.346     5.8977     5.8987   3.424377   3.424722     2.0902     0.3158     0.1321    4.97698     36.000    34.9487    34.9516    1474.78    4.97681  1027.6929  1027.6949      0.393    6.94078 0.0000e+00
     37.355     5.8950     5.8935   3.423690   3.423862     2.0801     0.3087     0.1274    4.94671     37.000    34.9433    34.9468    1474.78    4.94653  1027.6935  1027.6964      0.311    6.94148 0.0000e+00
     38.365     5.8278     5.8255   3.418354   3.418765     2.0753     0.3018     0.1245    4.94041     38.000    34.9518    34.9587    1474.54    4.94024  1027.7135  1027.7192      0.826    6.95217 0.0000e+00
     39.375     5.7583     5.7567   3.412482   3.412889     2.0738     0.2506     0.1199    4.94478     39.000    34.9565    34.9628    1474.28    4.94460  1027.7307  1027.7358      0.944    6.96345 0.0000e+00
     40.384     5.7482     5.7471   3.412030   3.412167     2.0704     0.2059     0.1159    4.93569     40.000    34.9613    34.9640    1474.26    4.93552  1027.7404  1027.7427      0.695    6.96489 0.0000e+00
     41.394     5.7363     5.7323   3.410799   3.410812     2.0621     0.2166     0.1112    4.91186     41.000    34.9591    34.9634    1474.23    4.91169  1027.7449  1027.7487      0.136    6.96697 0.0000e+00
     42.404     5.6693     5.6671   3.404623   3.404807     2.0593     0.1934     0.1098    4.91226     42.000    34.9577    34.9621    1473.98    4.91209  1027.7568  1027.7605      0.770    6.97814 0.0000e+00
     43.414     5.6563     5.6548   3.403773   3.403917     2.0556     0.1639     0.1090    4.90268     43.000    34.9611    34.9642    1473.94    4.90252  1027.7657  1027.7684      0.707    6.98016 0.0000e+00
     44.423     5.6643     5.6629   3.405100   3.405100     2.0544     0.1514     0.1071    4.89830     44.000    34.9674    34.9688    1474.00    4.89813  1027.7744  1027.7756      0.540    6.97854 0.0000e+00
     45.433     5.6678     5.6666   3.405543   3.405664     2.0518     0.1445     0.1049    4.89035     45.000    34.9682    34.9709    1474.03    4.89018  1027.7792  1027.7815      0.371    6.97791 0.0000e+00
     46.443     5.6527     5.6504   3.404031   3.404100     2.0480     0.1447     0.1039    4.88076     46.000    34.9662    34.9693    1473.99    4.88060  1027.7842  1027.7870      0.484    6.98053 0.0000e+00
     47.453     5.6179     5.6167   3.400685   3.400916     2.0456     0.1417     0.1030    4.87830     47.000    34.9636    34.9675    1473.86    4.87814  1027.7911  1027.7943      0.587    6.98643 0.0000e+00
     48.462     5.6199     5.6188   3.401233   3.401223     2.0452     0.1130     0.1023    4.87726     48.000    34.9672    34.9682    1473.89    4.87709  1027.7985  1027.7993      0.646    6.98593 0.0000e+00
     49.472     5.6188     5.6180   3.401384   3.401511     2.0444     0.1121     0.1012    4.87548     49.000    34.9695    34.9719    1473.90    4.87531  1027.8051  1027.8070      0.391    6.98600 0.0000e+00
     50.482     5.5962     5.5968   3.399168   3.399608     2.0435     0.1152     0.1011    4.87611     50.000    34.9673    34.9716    1473.83    4.87594  1027.8108  1027.8141      0.506    6.98988 0.0000e+00
     51.492     5.5612     5.5605   3.395663   3.395851     2.0415     0.1134     0.1019    4.87509     51.000    34.9631    34.9659    1473.70    4.87493  1027.8164  1027.8188      0.478    6.99591 0.0000e+00
     52.501     5.4631     5.4707   3.385763   3.387363     2.0400     0.1082     0.1010    4.88342     52.000    34.9513    34.9617    1473.30    4.88326  1027.8240  1027.8312      0.710    7.01286 0.0000e+00
     53.511     5.4251     5.4235   3.381890   3.382019     2.0376     0.1113     0.1010    4.88146     53.000    34.9460    34.9491    1473.16    4.88130  1027.8291  1027.8317      0.395    7.01949 0.0000e+00
     54.521     5.3923     5.3867   3.378445   3.378487     2.0409     0.1155     0.1017    4.89668     54.000    34.9401    34.9464    1473.04    4.89651  1027.8330  1027.8389      0.616    7.02526 0.0000e+00
     55.531     5.2952     5.2890   3.369117   3.369361     2.0405     0.1080     0.1015    4.90840     55.000    34.9336    34.9429    1472.65    4.90824  1027.8445  1027.8525      1.066    7.04193 0.0000e+00
     56.540     5.2548     5.2589   3.365384   3.365754     2.0391     0.1050     0.1015    4.90973     56.000    34.9323    34.9323    1472.50    4.90957  1027.8529  1027.8525      0.902    7.04882 0.0000e+00
     57.550     5.2803     5.2795   3.367724   3.367990     2.0409     0.1133     0.1011    4.91287     57.000    34.9320    34.9360    1472.62    4.91271  1027.8544  1027.8575      0.090    7.04451 0.0000e+00
     58.560     5.1437     5.1468   3.354410   3.355498     2.0413     0.1036     0.1008    4.93252     58.000    34.9207    34.9300    1472.07    4.93237  1027.8665  1027.8735      1.065    7.06820 0.0000e+00
     59.570     5.1149     5.1126   3.351689   3.351551     2.0393     0.0971     0.0991    4.93052     59.000    34.9188    34.9197    1471.97    4.93036  1027.8730  1027.8740      0.958    7.07317 0.0000e+00
     60.580     5.1253     5.1237   3.352778   3.352683     2.0389     0.0935     0.0983    4.92848     60.000    34.9200    34.9207    1472.03    4.92833  1027.8774  1027.8782      0.563    7.07135 0.0000e+00
     61.589     5.1382     5.1367   3.354211   3.354189     2.0409     0.1024     0.0977    4.93381     61.000    34.9226    34.9239    1472.10    4.93365  1027.8827  1027.8838      0.259    7.06904 0.0000e+00
     62.599     5.1543     5.1526   3.355994   3.355872     2.0413     0.0866     0.0974    4.93346     62.000    34.9258    34.9261    1472.19    4.93331  1027.8879  1027.8884      0.940    7.06616 0.0000e+00
     63.609     5.1517     5.1508   3.355798   3.355947     2.0409     0.0869     0.0966    4.93303     63.000    34.9257    34.9284    1472.19    4.93287  1027.8928  1027.8950      1.157    7.06660 0.0000e+00
     64.619     5.1274     5.1265   3.353530   3.353666     2.0403     0.0681     0.0962    4.93489     64.000    34.9244    34.9269    1472.11    4.93473  1027.8994  1027.9015      0.878    7.07080 0.0000e+00
     65.629     5.1326     5.1301   3.354003   3.353780     2.0386     0.0819     0.0960    4.92967     65.000    34.9239    34.9239    1472.15    4.92951  1027.9031  1027.9033      0.208    7.06993 0.0000e+00
     66.639     5.1563     5.1567   3.356659   3.356648     2.0388     0.0828     0.0958    4.92776     66.000    34.9293    34.9287    1472.26    4.92760  1027.9092  1027.9086      1.189    7.06566 0.0000e+00
     67.648     5.1194     5.1227   3.353031   3.353802     2.0390     0.0688     0.0956    4.93379     67.000    34.9254    34.9308    1472.13    4.93364  1027.9152  1027.9191      0.744    7.07211 0.0000e+00
     68.658     5.0854     5.0803   3.349633   3.349243     2.0378     0.0855     0.0951    4.93488     68.000    34.9211    34.9220    1472.00    4.93472  1027.9204  1027.9218      0.270    7.07809 0.0000e+00
     69.668     5.0911     5.0901   3.350301   3.350227     2.0375     0.0902     0.0949    4.93402     69.000    34.9224    34.9226    1472.04    4.93386  1027.9254  1027.9258      0.387    7.07707 0.0000e+00
     70.678     5.1177     5.1197   3.353161   3.353391     2.0380     0.0809     0.0955    4.93266     70.000    34.9271    34.9276    1472.17    4.93251  1027.9307  1027.9309      0.547    7.07232 0.0000e+00
     71.688     5.1323     5.1315   3.354762   3.354702     2.0379     0.0645     0.0940    4.93120     71.000    34.9298    34.9299    1472.25    4.93105  1027.9358  1027.9359      0.922    7.06972 0.0000e+00
     72.698     5.1338     5.1339   3.354990   3.355125     2.0376     0.0647     0.0944    4.93065     72.000    34.9303    34.9318    1472.27    4.93050  1027.9406  1027.9418      0.778    7.06943 0.0000e+00
     73.708     5.1109     5.1102   3.352917   3.353020     2.0359     0.0820     0.0947    4.92877     73.000    34.9298    34.9317    1472.19    4.92862  1027.9476  1027.9492      0.388    7.07336 0.0000e+00
     74.717     5.1104     5.1088   3.352961   3.352867     2.0353     0.0758     0.0947    4.92747     74.000    34.9302    34.9309    1472.21    4.92732  1027.9528  1027.9535      0.404    7.07341 0.0000e+00
     75.727     5.1209     5.1200   3.354138   3.354069     2.0353     0.0788     0.0940    4.92666     75.000    34.9323    34.9325    1472.27    4.92650  1027.9578  1027.9580      0.683    7.07153 0.0000e+00
     76.737     5.1078     5.1067   3.353004   3.353211     2.0352     0.0610     0.0936    4.92848     76.000    34.9324    34.9359    1472.23    4.92833  1027.9641  1027.9670      0.753    7.07376 0.0000e+00
     77.747     5.0587     5.0565   3.348228   3.348224     2.0339     0.0583     0.0934    4.93134     77.000    34.9280    34.9303    1472.05    4.93119  1027.9711  1027.9731      0.455    7.08233 0.0000e+00
     78.757     5.0334     5.0357   3.345723   3.346004     2.0323     0.0754     0.0935    4.93033     78.000    34.9250    34.9259    1471.96    4.93018  1027.9764  1027.9768      0.324    7.08679 0.0000e+00
     79.767     5.0603     5.0484   3.348421   3.347204     2.0329     0.0764     0.0935    4.92948     79.000    34.9275    34.9259    1472.08    4.92933  1027.9799  1027.9800      0.505    7.08208 0.0000e+00
     80.777     5.0622     5.0640   3.348840   3.349265     2.0329     0.0661     0.0938    4.92981     80.000    34.9298    34.9329    1472.11    4.92965  1027.9861  1027.9884      0.738    7.08164 0.0000e+00
     81.787     5.0351     5.0336   3.346290   3.346312     2.0322     0.0617     0.0928    4.93143     81.000    34.9282    34.9300    1472.02    4.93127  1027.9928  1027.9944      0.951    7.08635 0.0000e+00
     82.797     5.0218     5.0207   3.345023   3.345110     2.0313     0.0548     0.0933    4.93113     82.000    34.9269    34.9290    1471.98    4.93098  1027.9980  1027.9999      0.826    7.08868 0.0000e+00
     83.807     5.0131     5.0155   3.344172   3.344487     2.0301     0.0562     0.0930    4.92890     83.000    34.9256    34.9268    1471.96    4.92875  1028.0027  1028.0033      0.129    7.09023 0.0000e+00
     84.816     5.0075     5.0069   3.343679   3.343769     2.0292     0.0662     0.0932    4.92756     84.000    34.9252    34.9269    1471.95    4.92741  1028.0077  1028.0090      0.888    7.09120 0.0000e+00
     85.826     4.9891     4.9859   3.341918   3.341913     2.0292     0.0440     0.0933    4.93051     85.000    34.9236    34.9269    1471.89    4.93035  1028.0132  1028.0162      1.023    7.09443 0.0000e+00
     86.836     4.9971     4.9953   3.342899   3.342605     2.0288     0.0555     0.0935    4.92871     86.000    34.9260    34.9245    1471.94    4.92856  1028.0189  1028.0179      0.784    7.09295 0.0000e+00
     87.846     5.0364     5.0334   3.346984   3.346681     2.0295     0.0589     0.0928    4.92640     87.000    34.9316    34.9312    1472.12    4.92625  1028.0233  1028.0234      0.395    7.08597 0.0000e+00
     88.856     5.0427     5.0410   3.347782   3.347706     2.0290     0.0596     0.0928    4.92458     88.000    34.9337    34.9347    1472.17    4.92443  1028.0289  1028.0299      0.250    7.08479 0.0000e+00
     89.866     5.0378     5.0375   3.347503   3.347698     2.0281     0.0405     0.0922    4.92309     89.000    34.9351    34.9377    1472.17    4.92293  1028.0353  1028.0374      0.879    7.08556 0.0000e+00
     90.876     5.0116     5.0114   3.345069   3.345297     2.0280     0.0432     0.0927    4.92655     90.000    34.9339    34.9367    1472.07    4.92640  1028.0421  1028.0443      0.919    7.09011 0.0000e+00
     91.886     4.9931     4.9917   3.343398   3.343351     2.0266     0.0439     0.0920    4.92517     91.000    34.9333    34.9343    1472.01    4.92501  1028.0486  1028.0494      0.697    7.09329 0.0000e+00
     92.896     4.9985     4.9996   3.344094   3.344284     2.0256     0.0471     0.0916    4.92177     92.000    34.9352    34.9363    1472.05    4.92162  1028.0541  1028.0548      0.279    7.09228 0.0000e+00
     93.906     4.9788     4.9776   3.342382   3.342424     2.0244     0.0470     0.0914    4.92122     93.000    34.9354    34.9372    1471.99    4.92107  1028.0612  1028.0627      0.817    7.09563 0.0000e+00
     94.916     4.9542     4.9555   3.340267   3.340751     2.0241     0.0454     0.0916    4.92394     94.000    34.9362    34.9405    1471.91    4.92379  1028.0695  1028.0726      1.113    7.09982 0.0000e+00
     95.926     4.9485     4.9526   3.339782   3.340247     2.0232     0.0411     0.0907    4.92253     95.000    34.9360    34.9371    1471.90    4.92238  1028.0746  1028.0750      0.995    7.10080 0.0000e+00
     96.936     4.9740     4.9744   3.342444   3.342496     2.0231     0.0405     0.0905    4.91943     96.000    34.9396    34.9398    1472.03    4.91928  1028.0791  1028.0792      0.479    7.09627 0.0000e+00
     97.946     4.9846     4.9823   3.343632   3.343401     2.0219     0.0412     0.0900    4.91470     97.000    34.9417    34.9415    1472.09    4.91455  1028.0842  1028.0844      0.890    7.09435 0.0000e+00
     98.956     4.9860     4.9855   3.343838   3.344180     2.0219     0.0419     0.0904    4.91525     98.000    34.9422    34.9467    1472.11    4.91510  1028.0891  1028.0927      1.242    7.09410 0.0000e+00
     99.966     4.9582     4.9548   3.341304   3.341096     2.0216     0.0349     0.0899    4.91836     99.000    34.9413    34.9425    1472.01    4.91821  1028.0963  1028.0977      1.155    7.09889 0.0000e+00
    100.976     4.9612     4.9596   3.341620   3.341551     2.0201     0.0233     0.0905    4.91374    100.000    34.9413    34.9422    1472.04    4.91359  1028.1007  1028.1016      0.674    7.09838 0.0000e+00
    101.986     4.9637     4.9635   3.341883   3.341935     2.0188     0.0497     0.0895    4.91008    101.000    34.9412    34.9420    1472.07    4.90993  1028.1050  1028.1056      0.100    7.09796 0.0000e+00
    102.996     4.9650     4.9636   3.342087   3.342126     2.0190     0.0411     0.0902    4.91095    102.000    34.9417    34.9436    1472.09    4.91080  1028.1099  1028.1116      1.116    7.09771 0.0000e+00
    104.006     4.9526     4.9451   3.340914   3.340399     2.0186     0.0413     0.0897    4.91186    103.000    34.9405    34.9424    1472.05    4.91171  1028.1151  1028.1174      1.295    7.09988 0.0000e+00
    105.016     4.9340     4.9336   3.339103   3.339308     2.0181     0.0406     0.0899    4.91338    104.000    34.9385    34.9413    1471.99    4.91323  1028.1204  1028.1226      1.254    7.10317 0.0000e+00
    106.026     4.9040     4.9036   3.336162   3.336481     2.0171     0.0409     0.0902    4.91471    105.000    34.9353    34.9394    1471.88    4.91456  1028.1260  1028.1293      1.036    7.10847 0.0000e+00
    107.036     4.8909     4.8910   3.335008   3.335212     2.0161     0.0410     0.0899    4.91372    106.000    34.9352    34.9374    1471.84    4.91357  1028.1321  1028.1339      0.572    7.11073 0.0000e+00
    108.046     4.8556     4.8487   3.331491   3.331033     2.0158     0.0453     0.0899    4.91810    107.000    34.9308    34.9327    1471.71    4.91795  1028.1375  1028.1398      0.464    7.11701 0.0000e+00
    109.056     4.8572     4.8568   3.331861   3.331627     2.0155     0.0396     0.0899    4.91765    108.000    34.9328    34.9306    1471.74    4.91750  1028.1436  1028.1418      1.188    7.11663 0.0000e+00
    110.066     4.8761     4.8762   3.333790   3.333822     2.0155     0.0435     0.0895    4.91587    109.000    34.9349    34.9352    1471.83    4.91572  1028.1477  1028.1479      1.375    7.11329 0.0000e+00
    111.076     4.8815     4.8807   3.334408   3.334332     2.0160     0.0255     0.0895    4.91716    110.000    34.9359    34.9358    1471.87    4.91701  1028.1525  1028.1525      1.358    7.11231 0.0000e+00
    112.086     4.9115     4.9108   3.337598   3.337493     2.0163     0.0200     0.0894    4.91508    111.000    34.9409    34.9404    1472.02    4.91493  1028.1576  1028.1572      1.180    7.10693 0.0000e+00
    113.096     4.8868     4.8870   3.335290   3.335578     2.0170     0.0419     0.0891    4.92102    112.000    34.9395    34.9426    1471.93    4.92088  1028.1641  1028.1665      0.859    7.11124 0.0000e+00
    114.106     4.8673     4.8671   3.333438   3.333575     2.0159     0.0431     0.0899    4.92053    113.000    34.9379    34.9397    1471.87    4.92038  1028.1698  1028.1711      0.645    7.11466 0.0000e+00
    115.116     4.8638     4.8631   3.333114   3.333156     2.0147     0.0428     0.0891    4.91785    114.000    34.9373    34.9385    1471.87    4.91770  1028.1744  1028.1754      0.756    7.11530 0.0000e+00
    116.127     4.8730     4.8708   3.334125   3.333839     2.0145     0.0471     0.0891    4.91661    115.000    34.9389    34.9378    1471.92    4.91646  1028.1792  1028.1786      0.899    7.11364 0.0000e+00
    117.137     4.8815     4.8827   3.335033   3.335315     2.0143     0.0464     0.0893    4.91558    116.000    34.9399    34.9419    1471.97    4.91543  1028.1837  1028.1852      1.099    7.11212 0.0000e+00
    118.147     4.8605     4.8611   3.332886   3.333730     2.0142     0.0387     0.0890    4.91847    117.000    34.9365    34.9456    1471.90    4.91832  1028.1881  1028.1953      1.291    7.11590 0.0000e+00
    119.157     4.7503     4.7534   3.322296   3.323225     2.0133     0.0402     0.0890    4.93078    118.000    34.9284    34.9361    1471.46    4.93064  1028.1993  1028.2051      1.320    7.13528 0.0000e+00
    120.167     4.7640     4.7583   3.323752   3.322922     2.0110     0.0466     0.0887    4.92194    119.000    34.9305    34.9268    1471.53    4.92180  1028.2041  1028.2018      1.175    7.13282 0.0000e+00
    121.177     4.7786     4.7779   3.325189   3.325155     2.0099     0.0297     0.0899    4.91711    120.000    34.9313    34.9317    1471.61    4.91696  1028.2076  1028.2080      0.897    7.13025 0.0000e+00
    122.187     4.8064     4.8026   3.328031   3.327631     2.0107     0.0404     0.0892    4.91679    121.000    34.9346    34.9340    1471.74    4.91664  1028.2117  1028.2117      0.764    7.12529 0.0000e+00
    123.197     4.7939     4.7953   3.326873   3.327200     2.0116     0.0418     0.0887    4.92209    122.000    34.9337    34.9361    1471.71    4.92195  1028.2172  1028.2189      0.913    7.12749 0.0000e+00
    124.207     4.7908     4.7865   3.326601   3.326317     2.0116     0.0381     0.0884    4.92313    123.000    34.9333    34.9345    1471.71    4.92298  1028.2218  1028.2233      1.039    7.12805 0.0000e+00
    125.217     4.7825     4.7803   3.325801   3.325784     2.0110     0.0269     0.0883    4.92273    124.000    34.9322    34.9343    1471.69    4.92258  1028.2266  1028.2285      1.074    7.12954 0.0000e+00
    126.228     4.7701     4.7685   3.324587   3.324611     2.0101     0.0427     0.0883    4.92226    125.000    34.9306    34.9325    1471.65    4.92211  1028.2314  1028.2332      1.010    7.13176 0.0000e+00
    127.238     4.7559     4.7545   3.323191   3.323384     2.0098     0.0402     0.0888    4.92372    126.000    34.9287    34.9324    1471.61    4.92358  1028.2363  1028.2394      0.960    7.13431 0.0000e+00
    128.248     4.6926     4.6927   3.317080   3.317688     2.0090     0.0404     0.0885    4.93007    127.000    34.9235    34.9304    1471.36    4.92992  1028.2443  1028.2496      1.014    7.14551 0.0000e+00
    129.258     4.6592     4.6582   3.313956   3.313933     2.0074     0.0413     0.0886    4.92985    128.000    34.9216    34.9224    1471.24    4.92971  1028.2512  1028.2521      1.092    7.15139 0.0000e+00
    130.268     4.6615     4.6604   3.314152   3.314143     2.0068     0.0092     0.0888    4.92815    129.000    34.9209    34.9219    1471.26    4.92800  1028.2551  1028.2561      1.154    7.15102 0.0000e+00
    131.278     4.6642     4.6632   3.314518   3.314448     2.0073     0.0382     0.0883    4.93012    130.000    34.9218    34.9220    1471.29    4.92998  1028.2601  1028.2605      1.178    7.15050 0.0000e+00
    132.288     4.6702     4.6696   3.315197   3.315233     2.0076     0.0408     0.0882    4.93086    131.000    34.9229    34.9240    1471.33    4.93071  1028.2650  1028.2659      1.080    7.14942 0.0000e+00
    133.299     4.7023     4.6978   3.318519   3.317827     2.0087     0.0413     0.0881    4.93087    132.000    34.9273    34.9240    1471.49    4.93073  1028.2695  1028.2673      0.739    7.14364 0.0000e+00
    134.309     4.7124     4.7083   3.319697   3.319777     2.0099     0.0445     0.0880    4.93410    133.000    34.9299    34.9352    1471.55    4.93395  1028.2750  1028.2797      0.576    7.14177 0.0000e+00
    135.319     4.6532     4.6519   3.314060   3.314059     2.0094     0.0427     0.0877    4.94094    134.000    34.9259    34.9272    1471.32    4.94079  1028.2834  1028.2845      1.251    7.15223 0.0000e+00
    136.329     4.6676     4.6663   3.315603   3.315295     2.0078     0.0392     0.0875    4.93432    135.000    34.9282    34.9260    1471.39    4.93417  1028.2882  1028.2866      1.631    7.14962 0.0000e+00
    137.339     4.6501     4.6499   3.313839   3.314435     2.0076     0.0433     0.0879    4.93651    136.000    34.9255    34.9327    1471.34    4.93637  1028.2928  1028.2986      1.759    7.15278 0.0000e+00
    138.350     4.6270     4.6268   3.311689   3.311908     2.0069     0.0418     0.0875    4.93812    137.000    34.9241    34.9269    1471.26    4.93797  1028.2990  1028.3013      1.664    7.15685 0.0000e+00
    139.360     4.6183     4.6166   3.310857   3.310896     2.0059     0.0390     0.0880    4.93658    138.000    34.9230    34.9252    1471.23    4.93644  1028.3038  1028.3058      1.331    7.15842 0.0000e+00
    140.370     4.6236     4.6218   3.311421   3.311299     2.0050     0.0240     0.0878    4.93368    139.000    34.9235    34.9240    1471.27    4.93354  1028.3082  1028.3090      0.749    7.15748 0.0000e+00
    141.380     4.6130     4.6088   3.310498   3.310332     2.0052     0.0436     0.0883    4.93619    140.000    34.9234    34.9258    1471.25    4.93604  1028.3141  1028.3164      0.706    7.15934 0.0000e+00
    142.390     4.5964     4.5952   3.308899   3.308979     2.0049     0.0417     0.0877    4.93818    141.000    34.9216    34.9238    1471.19    4.93804  1028.3192  1028.3212      1.011    7.16230 0.0000e+00
    143.401     4.5891     4.5893   3.308225   3.308361     2.0050     0.0417     0.0871    4.93998    142.000    34.9208    34.9222    1471.18    4.93984  1028.3242  1028.3252      1.050    7.16360 0.0000e+00
    144.411     4.5857     4.5852   3.307894   3.308042     2.0049     0.0419     0.0879    4.94093    143.000    34.9200    34.9222    1471.18    4.94078  1028.3285  1028.3304      1.000    7.16423 0.0000e+00
