,Niskin #,Date Time,"Pressure, Digiquartz [db]","Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]",Conductivity [S/m],"Conductivity, 2 [S/m]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]","Oxygen Saturation, Garcia & Gordon [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Hex name,Start Latitude,Start Longitude,Cruise ID,Start Time,Cast #,Bottle Salinity [psu],Bottle Oxy [mL/L]
0,1,Jun 06 2018 09:26:42,148.209,146.727,62.7739,-28.653190000000002,6.1764,6.1704,3.455169,3.454611,34.9512,34.9511,6.2855,6.88271,19.0368, 0.8578 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
1,2,Jun 06 2018 09:31:25,105.773,104.726,62.774080000000005,-28.652959999999997,6.4277,6.4273,3.4766230000000005,3.4765910000000004,34.9553,34.9554,6.3981,6.84254,19.1611, 0.8311 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
2,3,Jun 06 2018 09:36:05,40.563,40.167,62.77418,-28.6528,6.7659,6.7668,3.5055440000000004,3.505613,34.9647,34.9645,6.6604,6.788989999999999,21.4223, 0.4769 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
3,4,Jun 06 2018 09:38:14,23.395,23.168000000000003,62.7742,-28.65278,7.1446,7.1685,3.540467,3.5422290000000003,34.9734,34.9686,7.0707,6.72998,26.6674, 0.1282 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
4,5,Jun 06 2018 09:39:31,15.493,15.343,62.77426,-28.65268,7.3552,7.3551,3.558928,3.558911,34.9664,34.9663,7.0591,6.6980699999999995,28.1697, 0.1376 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
5,6,Jun 06 2018 09:41:34,2.739,2.713,62.774319999999996,-28.65258,7.3695,7.3698,3.5596660000000004,3.559626,34.9664,34.9657,7.0726,6.6958899999999995,22.2056, 0.3952 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
6,7,Jun 06 2018 09:41:42,2.972,2.943,62.774319999999996,-28.65257,7.371,7.3712,3.559819,3.5598339999999995,34.9665,34.9664,7.0735,6.69567,22.1383, 0.3963 (avg),D:\Data\ar30-03001.hex,62 46.29 N,028 39.40 W,ar30-03,2018-06-06T08:16:04Z,001,-9999999,-9999999
7,1,Jun 06 2018 14:24:52,155.36,153.80700000000002,62.5042,-29.798340000000003,6.5441,6.5448,3.491486,3.4915529999999997,34.9768,34.9768,6.2735,6.8232,16.6596, 1.5555 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
8,2,Jun 06 2018 14:27:57,99.927,98.94200000000001,62.504709999999996,-29.798340000000003,6.6319,6.6321,3.49632,3.4963519999999995,34.9689,34.969,6.4129,6.80975,17.7897, 1.1718 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
9,3,Jun 06 2018 14:31:07,39.452,39.068000000000005,62.505230000000005,-29.79833,6.8601,6.8605,3.51497,3.515027,34.9736,34.9738,6.5663,6.7739199999999995,17.3674, 1.3014 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
10,4,Jun 06 2018 14:33:15,26.291999999999998,26.037,62.50557,-29.79836,7.1968,7.2022,3.5455,3.546033,34.9744,34.9748,6.9243,6.72192,17.4135, 1.2887 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
11,5,Jun 06 2018 14:35:02,14.527999999999999,14.388,62.50585,-29.798340000000003,7.2909,7.2913,3.55365,3.5536980000000002,34.9743,34.9744,7.0344,6.70754,16.9543, 1.4429 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
12,6,Jun 06 2018 14:36:21,4.687,4.6419999999999995,62.50603,-29.798309999999997,7.3049,7.3048,3.554467,3.554497,34.974,34.9743,7.0305,6.7054100000000005,17.1284, 1.3822 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
13,7,Jun 06 2018 14:36:29,4.574,4.53,62.50605,-29.7983,7.3049,7.305,3.554469,3.5545129999999996,34.9741,34.9744,7.0371,6.7054100000000005,17.2774, 1.3312 (avg),D:\Data\ar30-03002b.hex,62 30.13 N,029 47.90 W,ar30-03,2018-06-06T14:12:41Z,02b,-9999999,-9999999
14,1,Jun 12 2018 20:13:25,1010.2139999999999,998.2739999999999,59.842969999999994,-39.19984,3.6772,3.6773,3.26281,3.262895,34.8944,34.8952,6.2388,7.306889999999999,55.262,-0.6742 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.765
15,2,Jun 12 2018 20:48:49,911.7689999999999,901.204,59.84336,-39.20811,3.7496,3.7493,3.265482,3.265517,34.9,34.9007,6.1939,7.29375,55.262,-0.8022 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.697
16,3,Jun 12 2018 20:52:04,810.669,801.4689999999999,59.84335,-39.209109999999995,3.8682,3.8682,3.272221,3.2722900000000004,34.9067,34.9075,6.1146,7.27245,55.262,-0.6921 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.612
17,4,Jun 12 2018 20:55:16,709.6489999999999,701.765,59.843309999999995,-39.21017,4.0153,4.0154,3.281044,3.2811169999999996,34.908,34.9087,6.1,7.24653,55.262,-0.7393 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.602
18,5,Jun 12 2018 20:58:40,607.952,601.344,59.843340000000005,-39.2112,4.2349,4.2351,3.296664,3.2967370000000003,34.9132,34.9138,6.0311,7.2079699999999995,55.262,-0.6358 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.55
19,6,Jun 12 2018 21:01:52,507.191,501.8,59.84333,-39.212140000000005,4.4493,4.4493,3.3114559999999997,3.311526,34.9136,34.9143,5.988,7.17092,55.262,-0.8416 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.464
20,7,Jun 12 2018 21:05:16,405.945,401.728,59.8433,-39.21326,4.5567,4.5568,3.3154790000000003,3.3155699999999997,34.9006,34.9015,5.9876,7.153110000000001,55.262,-0.7421 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.464
21,8,Jun 12 2018 21:08:40,304.45,301.361,59.8434,-39.21434,4.63,4.63,3.31566,3.315743,34.8791,34.8801,6.0621,7.141610000000001,55.262,-0.4720 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.546
22,9,Jun 12 2018 21:12:06,203.166,201.15400000000002,59.84338,-39.2155,4.7128,4.7125,3.317654,3.3177230000000004,34.869,34.8701,6.1234,7.12798,55.262,-0.7404 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.624
23,10,Jun 12 2018 21:14:26,151.98,150.494,59.84332,-39.21637,4.7935,4.792,3.322539,3.3224690000000003,34.8683,34.8691,6.182,7.1143,55.262,-0.7211 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
24,11,Jun 12 2018 21:14:39,151.197,149.719,59.84333,-39.21646,4.7947,4.7935,3.322632,3.3226129999999996,34.8686,34.8697,6.1799,7.11408,55.262,-0.7520 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
25,12,Jun 12 2018 21:17:03,121.65899999999999,120.478,59.84333,-39.21736,4.9233,4.9235,3.332962,3.333075,34.8695,34.8706,6.2477,7.092289999999999,55.262,-1.0273 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
26,13,Jun 12 2018 21:17:21,121.18,120.00399999999999,59.843340000000005,-39.217459999999996,4.9218,4.9221,3.3327709999999997,3.332904,34.8692,34.8704,6.2509,7.092560000000001,55.262,-0.7909 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
27,14,Jun 12 2018 21:19:21,101.11,100.134,59.843340000000005,-39.21817,5.2016,5.2015,3.359293,3.3593699999999997,34.8941,34.895,6.24,7.04448,54.8112,-0.4138 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,6.845
28,15,Jun 12 2018 21:19:37,101.781,100.79799999999999,59.843340000000005,-39.21825,5.206,5.2056,3.3598470000000002,3.359892,34.8955,34.8965,6.2339,7.04368,18.4697, 1.0096 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
29,16,Jun 12 2018 21:21:08,92.37799999999999,91.488,59.8433,-39.218740000000004,5.3826,5.3735,3.376751,3.375899,34.9108,34.9105,6.2685,7.01365,55.262,-0.6985 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
30,17,Jun 12 2018 21:21:22,91.764,90.88,59.8433,-39.21882,5.3832,5.3809,3.3767699999999996,3.376643,34.9107,34.9116,6.2752,7.01355,55.262,-0.7186 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
31,18,Jun 12 2018 21:23:53,81.476,80.693,59.84336,-39.21966,5.4914,5.4912,3.387121,3.387204,34.9221,34.9234,6.271,6.99516,55.262,-0.7707 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
32,19,Jun 12 2018 21:26:04,60.56100000000001,59.982,59.843340000000005,-39.22043,5.4823,5.4818,3.3828620000000003,3.382933,34.8938,34.8952,6.4567,6.99799,55.262,-0.7603 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
33,20,Jun 12 2018 21:27:39,51.201,50.711999999999996,59.84328000000001,-39.22098,5.5905,5.5915,3.3921410000000005,3.392353,34.8925,34.8939,6.5009,6.98027,55.262,-0.8069 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
34,21,Jun 12 2018 21:29:55,30.419,30.13,59.843340000000005,-39.22181,5.7184,5.7175,3.4026080000000003,3.402636,34.8901,34.8914,6.6091,6.95947,55.262,-0.9925 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,7.281
35,22,Jun 12 2018 21:31:26,25.125999999999998,24.888,59.84332,-39.222390000000004,5.7848,5.779,3.407977,3.4075800000000003,34.8852,34.8867,6.7242,6.94888,43.4404,-0.0119 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
36,23,Jun 12 2018 21:33:03,15.222999999999999,15.079,59.843340000000005,-39.222970000000004,5.9485,5.9498,3.421506,3.4217169999999997,34.8747,34.8758,7.0925,6.92283,55.262,-0.8124 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,-9999999
37,24,Jun 12 2018 21:34:46,3.1289999999999996,3.1,59.843340000000005,-39.22357,6.1132,6.1115,3.4357620000000004,3.435749,34.8724,34.874,7.261,6.8964300000000005,55.262,-0.9790 (avg),D:\Data\ar30-03010.hex,59 50.67 N,039 11.81 W,ar30-03,2018-06-12T19:51:22Z,010,-9999999,7.873
38,1,Jun 13 2018 14:06:36,2994.623,2945.5370000000003,59.6594,-38.61354,1.498,1.4997,3.150687,3.1505259999999997,34.8916,34.8877,5.5464,7.7133899999999995,55.262,-1.0769 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8914,-9999999
39,2,Jun 13 2018 14:13:43,2743.797,2700.386,59.65911,-38.61249,2.7182,2.7202,3.25052,3.250839,34.9212,34.9229,5.1887,7.479589999999999,55.262,-1.0946 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.9274,-9999999
40,3,Jun 13 2018 14:19:04,2540.149,2501.141,59.6589,-38.611779999999996,2.8997,2.9013,3.259092,3.259465,34.9257,34.9286,5.2887,7.445860000000001,55.262,-1.0924 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.9319,-9999999
41,4,Jun 13 2018 14:25:24,2274.297,2240.758,59.6586,-38.61088,3.0845,3.0862,3.264487,3.265422,34.9193,34.9286,4.6009,7.41237,55.262,-1.1302 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.9327,-9999999
42,5,Jun 13 2018 14:34:42,1828.102,1803.027,59.65824,-38.609559999999995,3.4162,3.4164,3.276964,3.277,34.9306,34.9309,5.95,7.35173,55.262,-1.0968 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.9351,-9999999
43,6,Jun 13 2018 14:41:58,1519.5720000000001,1499.819,59.65794,-38.60845,3.53,3.5301,3.272786,3.2728509999999997,34.9119,34.9126,6.0791,7.332269999999999,55.262,-1.0893 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.9162,-9999999
44,7,Jun 13 2018 14:49:09,1215.897,1200.955,59.6576,-38.607240000000004,3.4562,3.4559,3.251027,3.251055,34.8831,34.8839,6.323,7.34691,55.262,-0.9738 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8863,-9999999
45,8,Jun 13 2018 14:54:45,1013.8710000000001,1001.8939999999999,59.6573,-38.60633,3.3574,3.3579,3.2320349999999998,3.232184,34.8646,34.8658,6.5053,7.36562,55.262,-1.1481 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8688,-9999999
46,9,Jun 13 2018 15:01:14,759.568,751.051,59.65696,-38.605140000000006,3.4042,3.4041,3.225546,3.225628,34.8697,34.8708,6.5766,7.35694,55.262,-1.0488 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8739,-9999999
47,10,Jun 13 2018 15:07:20,512.673,507.225,59.65664,-38.604040000000005,3.4974,3.4972,3.2236849999999997,3.223776,34.8792,34.8805,6.5655,7.33972,55.262,-0.8527 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8829,-9999999
48,11,Jun 13 2018 15:14:43,203.09900000000002,201.09,59.656180000000006,-38.60238,3.7583,3.758,3.233305,3.2333950000000002,34.8833,34.8847,6.6688,7.293019999999999,55.262,-1.0444 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8875,-9999999
49,12,Jun 13 2018 15:17:22,132.60399999999998,131.316,59.6561,-38.60225,4.076,4.0751,3.256663,3.2567310000000003,34.8618,34.8636,6.7793,7.238169999999999,55.262,-0.8488 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,-9999999,-9999999
50,13,Jun 13 2018 15:20:03,90.97200000000001,90.09700000000001,59.656119999999994,-38.60228,4.2351,4.2349,3.268583,3.2686830000000002,34.8568,34.8582,6.8162,7.21068,55.262,-1.0071 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,-9999999,-9999999
51,14,Jun 13 2018 15:22:32,61.028,60.446000000000005,59.65614,-38.60228,4.3011,4.2999,3.273148,3.27317,34.8571,34.8586,6.8308,7.1992199999999995,55.262,-1.1594 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8619,-9999999
52,15,Jun 13 2018 15:24:42,30.844,30.552,59.65614,-38.6023,4.7387,4.6968,3.3093190000000003,3.3058739999999998,34.8365,34.8402,6.9263,7.125139999999999,55.262,-1.1473 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,-9999999,-9999999
53,16,Jun 13 2018 15:26:40,15.808,15.659,59.65614,-38.60228,5.167,5.166,3.346349,3.3462730000000005,34.826,34.8261,7.1088,7.05346,55.262,-1.1961 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,-9999999,-9999999
54,17,Jun 13 2018 15:28:49,5.617000000000001,5.564,59.65614,-38.6023,5.4316,5.4297,3.369328,3.3692910000000005,34.8203,34.8219,7.1251,7.00978,55.262,-1.1409 (avg),D:\Data\ar30-03011.hex,59 39.70 N,038 37.20 W,ar30-03,2018-06-13T13:11:35Z,011,34.8253,-9999999
55,1,Jun 13 2018 17:52:57,2945.6209999999996,2897.66,59.680409999999995,-38.94144,1.4579,1.46,3.147967,3.145421,34.9239,34.8901,4.7111,7.7195100000000005,55.262,-0.9550 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8973,-9999999
56,2,Jun 13 2018 17:58:27,2741.3790000000004,2698.0170000000003,59.68038000000001,-38.94155,2.4712,2.473,3.227011,3.227694,34.9011,34.9074,5.2613,7.5266399999999996,55.262,-1.1067 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.9138,-9999999
57,3,Jun 13 2018 18:03:42,2538.078,2499.11,59.6804,-38.94155,2.8835,2.8849,3.2563310000000003,3.25786,34.9109,34.9277,4.5699,7.449610000000001,55.262,-1.1310 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.9311,-9999999
58,4,Jun 13 2018 18:09:50,2283.007,2249.29,59.68038000000001,-38.941559999999996,3.0984,3.099,3.266669,3.266707,34.9265,34.9262,5.9773,7.40946,55.262,-1.1200 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.9305,-9999999
59,5,Jun 13 2018 18:20:05,1825.745,1800.7079999999999,59.680369999999996,-38.941559999999996,3.5075,3.5077,3.284653,3.2846900000000003,34.9267,34.9269,5.9698,7.33555,55.262,-1.1630 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.9307,-9999999
60,6,Jun 13 2018 18:26:36,1521.6860000000001,1501.895,59.68036,-38.941559999999996,3.3183,3.3185,3.249796,3.249878,34.861,34.8617,6.4999,7.37286,55.262,-1.0745 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8652,-9999999
61,7,Jun 13 2018 18:33:34,1217.221,1202.258,59.68038000000001,-38.941559999999996,3.2952,3.2951,3.234609,3.2346790000000003,34.8571,34.858,6.5551,7.37723,55.262,-1.1327 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8619,-9999999
62,8,Jun 13 2018 18:38:22,1015.1619999999999,1003.164,59.68036,-38.941559999999996,3.2961,3.2958,3.2259759999999997,3.226034,34.8564,34.8574,6.5798,7.3771,55.262,-1.1418 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8603,-9999999
63,9,Jun 13 2018 18:44:35,759.188,750.675,59.68038000000001,-38.94155,3.3917,3.3914,3.224335,3.2244,34.8686,34.8698,6.5884,7.35923,55.262,-1.1423 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8739,-9999999
64,10,Jun 13 2018 18:50:43,505.42699999999996,500.064,59.68038000000001,-38.94154,3.4616,3.4611,3.2197400000000003,3.219804,34.8739,34.8752,6.612,7.3464100000000006,55.262,-1.1699 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8778,-9999999
65,11,Jun 13 2018 18:57:29,201.604,199.611,59.68036,-38.941559999999996,4.0263,4.0246,3.258738,3.258691,34.9018,34.9031,6.3806,7.244910000000001,55.262,-1.0452 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.9058,-9999999
66,12,Jun 13 2018 19:02:24,60.748000000000005,60.168,59.68038000000001,-38.94155,4.463,4.4627,3.2899629999999997,3.290064,34.8841,34.8856,6.7358,7.169969999999999,55.262,-1.0783 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.889,-9999999
67,13,Jun 13 2018 19:05:27,5.351,5.3,59.68038000000001,-38.941559999999996,5.1388,5.1356,3.345915,3.3457190000000003,34.8559,34.8571,7.0665,7.05675,55.262,-1.0278 (avg),D:\Data\ar30-03012.hex,59 40.85 N,038 56.40 W,ar30-03,2018-06-13T17:00:29Z,012,34.8613,-9999999
68,1,Jun 14 2018 20:22:42,133.523,132.22299999999998,59.78037,-39.82802,4.3351,4.337,3.282096,3.28245,34.8874,34.8896,6.7021,7.19187,55.262,-0.1440 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
69,2,Jun 14 2018 20:25:02,91.177,90.29899999999999,59.7804,-39.82841,4.4518,4.4505,3.2907889999999997,3.290834,34.8893,34.8911,6.697,7.17166,55.262,-0.2772 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
70,3,Jun 14 2018 20:27:25,60.91,60.328,59.780440000000006,-39.82886,4.8567,4.8537,3.325044,3.324918,34.8797,34.8814,6.7199,7.10305,55.262,-0.1871 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
71,4,Jun 14 2018 20:29:45,30.56,30.27,59.78046,-39.8291,5.4127,5.4108,3.371925,3.37186,34.8566,34.8578,7.0179,7.01121,55.262,-0.4000 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
72,5,Jun 14 2018 20:31:31,15.64,15.492,59.780480000000004,-39.82918,5.5427,5.5428,3.382757,3.382882,34.8535,34.8548,7.1627,6.98993,55.262,-0.5451 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
73,6,Jun 14 2018 20:33:07,2.388,2.365,59.78046,-39.829240000000006,6.0393,6.0418,3.426368,3.4267300000000005,34.8428,34.8444,7.0337,6.909660000000001,55.262,-0.6414 (avg),D:\Data\ar30-03013.hex,59 46.82 N,039 49.61 W,ar30-03,2018-06-14T20:15:22Z,013,-9999999,-9999999
74,1,Jun 07 2018 09:20:35,2998.402,2948.9390000000003,60.8898,-35.35597,1.352,1.3538,3.137537,3.137507,34.8842,34.8818,6.5627,7.74242,24.1139, 0.2413 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8849,-9999999
75,2,Jun 07 2018 09:34:15,2540.1910000000003,2500.937,60.889619999999994,-35.35485,3.0054,3.0067,3.268464,3.2684330000000004,34.9261,34.9243,6.0296,7.4264600000000005,55.262,-0.2524 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.9311,-9999999
76,3,Jun 07 2018 09:52:05,2029.0410000000002,2000.07,60.889469999999996,-35.35385,3.4602,3.4615,3.289796,3.2898050000000003,34.9399,34.9387,5.9515,7.3433600000000006,55.262,-0.2075 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.9435,-9999999
77,4,Jun 07 2018 10:05:07,1623.636,1601.98,60.88933000000001,-35.352959999999996,3.5143,3.515,3.274421,3.274428,34.8966,34.8959,6.2236,7.3358300000000005,55.262,-0.0464 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.9008,-9999999
78,5,Jun 07 2018 10:16:10,1317.684,1301.05,60.8892,-35.352109999999996,3.3742,3.3746,3.246366,3.2463740000000003,34.863,34.8626,6.5492,7.36268,55.262,-0.0935 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8672,-9999999
79,6,Jun 07 2018 10:27:13,1014.4680000000001,1002.3839999999999,60.889019999999995,-35.35098,3.4847,3.4851,3.244405,3.24442,34.8769,34.8767,6.5509,7.342110000000001,55.262,-0.5363 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8827,-9999999
80,7,Jun 07 2018 10:38:53,812.847,803.551,60.888819999999996,-35.34967,3.5534,3.5535,3.242305,3.242309,34.8835,34.8835,6.554,7.32948,55.262,-0.8099 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8847,-9999999
81,8,Jun 07 2018 10:48:09,609.4730000000001,602.797,60.88873,-35.34912,3.6459,3.6464,3.242139,3.2421900000000003,34.8902,34.8903,6.5494,7.31265,55.262,-0.8599 (avg),D:\Data\ar30-03003.hex,60 53.48 N,035 21.66 W,ar30-03,2018-06-07T08:19:03Z,003,34.8912,-9999999
