,Niskin #,Date Time,"Pressure, Digiquartz [db]","Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]","Temperature, 2 [ITS-90, deg C]",Conductivity [S/m],"Conductivity, 2 [S/m]","Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]","Oxygen Saturation, Garcia & Gordon [ml/l]","Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Hex name,Start Latitude,Start Longitude,Start Time,Cast #,Discrete Salinity [psu],Discrete Oxygen [mL/L],Discrete Nitrate+Nitrite [µM/L],Discrete Ammonium [µM/L],Discrete Phosphate [µM/L],Discrete Silicate [µM/L],Discrete Nitrite [µM/L],Discrete Nitrate [µM/L],Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Chl quality flag
105,12,2014-04-17T01:21:56Z,3.015,2.992,40.22608,-70.88356,6.6935,6.6937,3.328597,3.328874,33.0982,33.1011,7.0142,6.884530000000002,0.2081,94.9311 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
106,13,2014-04-17T01:21:58Z,2.881,2.858,40.22608,-70.88356,6.6937,6.6936,3.328621,3.3288620000000004,33.0983,33.1011,7.0085,6.8845,0.2095,94.8967 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
107,14,2014-04-17T01:22:12Z,3.592,3.564,40.22608,-70.88356,6.6937,6.6935,3.328442,3.328882,33.096,33.1011,7.0002,6.8846,0.2094,94.9003 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
108,15,2014-04-17T01:22:14Z,3.497,3.47,40.22608,-70.88356,6.6937,6.6933,3.3285910000000003,3.328861,33.0977,33.101,6.9985,6.884530000000002,0.2117,94.8457 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
109,16,2014-04-17T01:22:16Z,3.033,3.01,40.22608,-70.88356,6.6935,6.6932,3.3285730000000004,3.3288260000000003,33.0979,33.101,7.0,6.88455,0.2149,94.7708 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
110,17,2014-04-17T01:22:18Z,2.563,2.544,40.22608,-70.88356,6.6935,6.6932,3.328585,3.328808,33.0983,33.1011,7.0013,6.884530000000002,0.2155,94.7565 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
111,18,2014-04-17T01:22:20Z,2.744,2.7230000000000003,40.22608,-70.88356,6.6937,6.6934,3.328627,3.328839,33.0984,33.1011,7.0007,6.88449,0.2149,94.7700 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
112,19,2014-04-17T01:22:22Z,3.52,3.4930000000000003,40.22608,-70.88356999999998,6.6942,6.694,3.328702,3.328918,33.0984,33.101,7.0055,6.884410000000001,0.2151,94.7656 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
113,20,2014-04-17T01:22:24Z,3.786,3.757,40.22608,-70.88358000000002,6.6947,6.6945,3.328734,3.328974,33.0982,33.101,7.0137,6.88435,0.2146,94.7763 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
114,21,2014-04-17T01:22:25Z,3.297,3.272,40.22608,-70.88358000000002,6.6946,6.6944,3.328695,3.328943,33.0981,33.101,7.0129,6.88437,0.2145,94.7788 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
115,22,2014-04-17T01:22:27Z,2.681,2.661,40.22608,-70.88356999999998,6.6945,6.6942,3.328668,3.328845,33.0982,33.1004,7.0106,6.88438,0.2432,94.1130 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
116,23,2014-04-17T01:22:29Z,2.509,2.49,40.22608,-70.88356,6.6941,6.6936,3.328632,3.3287980000000004,33.0983,33.1005,7.0066,6.88444,0.2533,93.8753 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
117,24,2014-04-17T01:22:32Z,3.816,3.787,40.22608,-70.88356999999998,6.6932,6.6926,3.328618,3.328775,33.0983,33.1006,7.0003,6.88457,0.2139,94.7934 (avg),C:\Data\ctd\kn217008.hex,40 13.56 N,070 53.01 W,2014-04-17T01:09:51Z,8,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
118,1,2014-04-12T09:50:16Z,0.23,0.228,40.36476,-70.7722,11.4377,11.3758,-2e-06,0.000254,0.0029,0.0065,7.4809,7.63871,1.8878,62.3785 (avg),C:\Data\ctd\kn217999.hex,40 21.88 N,070 46.33 W,2014-04-12T09:50:07Z,999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
119,2,2014-04-12T09:50:19Z,0.22,0.218,40.36476,-70.7722,11.4402,11.3781,3.4021e-07,0.000251,0.0032,0.0065,7.481,7.638260000000002,1.8878,62.3785 (avg),C:\Data\ctd\kn217999.hex,40 21.88 N,070 46.33 W,2014-04-12T09:50:07Z,999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0
