Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],CTD Filename,CTD File Flag,Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],"CTD Pressure, Digiquartz [db]",CTD Pressure Flag,"CTD Depth [salt water, m]",CTD Latitude [deg],CTD Longitude [deg],"CTD Temperature [ITS-90, deg C]",CTD Temperature 1 Flag,"CTD Temperature, 2 [ITS-90, deg C]",CTD Temperature 2 Flag,CTD Conductivity [S/m],CTD Conductivity 1 Flag,"CTD Conductivity, 2 [S/m]",CTD Conductivity 2 Flag,"CTD Salinity, Practical [PSU]","CTD Salinity, Practical, 2 [PSU]","CTD Oxygen, SBE 43 [ml/l]",CTD Oxygen Flag,"CTD Oxygen Saturation, Garcia & Gordon [ml/l]",CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,"CTD Beam Attenuation, WET Labs C-Star [1/m]","CTD Beam Transmission, WET Labs C-Star [%]",CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,1,0000000000000100,Mar 24 2018 15:51:07,442.886,0000000000000100,439.024,39.93996,-70.88334,6.1364,0000000000000100,6.1376,0000000000000100,3.475243,0000000000000100,3.475343,0000000000000100,35.0684,35.0683,4.5209,0000000000000100,6.88375,-9999999,-9999999,13.6139,3.3269,0000000000000100,-9999999,-9999999,4.724,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.962292811839324,7.7009443009569,13.1746223015013,<0.04,0.568076950192722,0000000000000100,0000000000000100,35.0701,0000000000000100,0000000000000100,658,0000000000000010,658,0000000000000010,-9999999,-9999999,-9999999,657,657,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,2,0000000000000100,Mar 24 2018 15:51:27,442.574,0000000000000100,438.716,39.93996,-70.88334,6.1383,0000000000000100,6.1386,0000000000000100,3.47543,0000000000000100,3.475412,0000000000000100,35.0687,35.0683,4.5198,0000000000000100,6.88343,-9999999,-9999999,14.0089,3.0141,0000000000000100,-9999999,-9999999,4.774,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.27519186046512,12.0361408036244,19.9375573792448,<0.04,0.602201713985218,0000000000000100,0000000000000100,35.0695,0000000000000100,0000000000000100,659,0000000000000010,659,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicate DIC/TA
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,3,0000000000000100,Mar 24 2018 15:57:02,223.506,0000000000000100,221.675,39.93996,-70.88332,11.1004,0000000000000100,11.1128,0000000000000100,3.964421,0000000000000100,3.965259,0000000000000100,35.406,35.4025,3.3461,0000000000000100,6.15148,-9999999,-9999999,14.4446,2.7033,0000000000000100,-9999999,-9999999,3.659,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,1.00230285412262,7.42265787746634,15.4970879957141,<0.04,0.861148450998861,0000000000000100,0000000000000100,35.4042,0000000000000100,0000000000000100,660,0000000000000010,660,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,O2 min/salt max
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,4,0000000000000100,Mar 24 2018 15:57:14,223.392,0000000000000100,221.562,39.93996,-70.88332,11.1129,0000000000000100,11.1478,0000000000000100,3.96572,0000000000000100,3.968753,0000000000000100,35.407,35.4036,3.3588,0000000000000100,6.14982,-9999999,-9999999,15.1436,2.2702,0000000000000100,-9999999,-9999999,3.62,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,35.4082,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,5,0000000000000100,Mar 24 2018 16:01:21,77.71,0000000000000100,77.101,39.93998,-70.88334,8.4618,0000000000000100,8.4605,0000000000000100,3.587342,0000000000000100,3.587247,0000000000000100,34.1466,34.1469,6.2566,0000000000000100,6.56819,-9999999,-9999999,16.812,1.4989,0000000000000100,-9999999,-9999999,6.507,0000000000000100,0000000000000100,01/01,01/01,-9999999,0000000000000010,0000000000000100,0.439597515856237,1.77091360403082,5.53290108698612,0.163693782061353,1.21544379272683,0000000000000100,0000000000000100,34.1595,0000000000000100,0000000000000100,729,0000000000000010,729,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,6,0000000000000100,Mar 24 2018 16:01:30,77.879,0000000000000100,77.268,39.93998,-70.88334,8.4617,0000000000000100,8.4619,0000000000000100,3.587095,0000000000000100,3.587252,0000000000000100,34.1441,34.1454,6.2444,0000000000000100,6.56832,-9999999,-9999999,16.177,1.7654,0000000000000100,-9999999,-9999999,6.542,0000000000000100,0000000000000100,01/02,01/02,-9999999,0000000000000010,0000000000000100,0.460628435517971,1.58673858921162,5.15188708536893,0.170198170752532,1.14016857847868,0000000000000100,0000000000000100,34.1591,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,7,0000000000000100,Mar 24 2018 16:05:03,7.362,0000000000000100,7.305,39.93996,-70.88334,7.6769,0000000000000100,7.6765,0000000000000100,3.482898,0000000000000100,3.482851,0000000000000100,33.8257,33.8255,6.4781,0000000000000100,6.6992,-9999999,-9999999,20.8343,0.7127,0000000000000100,-9999999,-9999999,6.755,0000000000000100,0000000000000100,01/03,01/03,-9999999,0000000000000010,0000000000000100,0.50987156448203,2.2890323270387,5.91932949731306,0.136592162514771,1.25860158222911,0000000000000100,0000000000000100,33.8265,0000000000000100,0000000000000100,836,0000000000000010,836,0000000000000010,-9999999,-9999999,-9999999,730,730,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,1,OSSM,39 56.40 N,070 53.00 W,2018-03-24T15:37:12Z,1,0000000000000100,447,D:\Data\ar28a001.hex,0000000000000100,8,0000000000000100,Mar 24 2018 16:05:12,7.352,0000000000000100,7.295,39.93996,-70.88334,7.6793,0000000000000100,7.6802,0000000000000100,3.483402,0000000000000100,3.483656,0000000000000100,33.8287,33.8306,6.4739,0000000000000100,6.69869,-9999999,-9999999,55.262,-0.3038,0000000000000100,-9999999,-9999999,6.719,0000000000000100,0000000000000100,01/04,01/04,-9999999,0000000000000010,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.8275,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,837,837,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,1,0000000000000100,Mar 24 2018 22:41:58,129.439,0000000000000100,128.405,40.13624,-70.77435,11.8713,0000000000000100,11.8843,0000000000000100,4.009504,0000000000000100,4.011198,0000000000000100,35.1583,35.1627,5.0733,0000000000000100,6.06175,-9999999,-9999999,14.7981,2.4746,0000000000000100,-9999999,-9999999,5.368,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.532954281183932,3.93547600347193,8.45015923811531,0.131171838605455,0.387918270758811,0000000000000100,0000000000000100,35.1593,0000000000000100,0000000000000100,839,0000000000000010,839,0000000000000010,-9999999,-9999999,-9999999,838,838,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,2,0000000000000100,Mar 24 2018 22:42:07,129.531,0000000000000100,128.497,40.13624,-70.77436,11.8826,0000000000000100,11.885,0000000000000100,4.011711,0000000000000100,4.011723,0000000000000100,35.1692,35.1672,4.9972,0000000000000100,6.0599,-9999999,-9999999,14.904,2.4092,0000000000000100,-9999999,-9999999,5.393,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,35.1563,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,3,0000000000000100,Mar 24 2018 22:45:19,87.961,0000000000000100,87.267,40.13624,-70.77436,8.4902,0000000000000100,8.4904,0000000000000100,3.583131,0000000000000100,3.583189,0000000000000100,34.0698,34.0701,6.2376,0000000000000100,6.5673,-9999999,-9999999,17.4128,1.3168,0000000000000100,-9999999,-9999999,6.553,0000000000000100,0000000000000100,02/01,02/01,-9999999,0000000000000010,0000000000000100,0.333417019027484,0.904683864002032,3.5737183562886,0.111658672531916,1.44929879165776,0000000000000100,0000000000000100,34.0644,0000000000000100,0000000000000100,907,0000000000000010,907,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,4,0000000000000100,Mar 24 2018 22:45:26,87.935,0000000000000100,87.241,40.13624,-70.77436,8.4872,0000000000000100,8.4886,0000000000000100,3.582733,0000000000000100,3.582956,0000000000000100,34.0684,34.0695,6.2317,0000000000000100,6.56779,-9999999,-9999999,16.7601,1.5439,0000000000000100,-9999999,-9999999,6.551,0000000000000100,0000000000000100,02/02,02/02,-9999999,0000000000000010,0000000000000100,0.369323467230444,1.12731300279448,4.1092377605973,0.110574607750053,1.40312999358556,0000000000000100,0000000000000100,34.0642,0000000000000100,0000000000000100,908,0000000000000010,908,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,5,0000000000000100,Mar 24 2018 22:48:29,42.919,0000000000000100,42.585,40.13624,-70.77436,7.3143,0000000000000100,7.3122,0000000000000100,3.439828,0000000000000100,3.439662,0000000000000100,33.6948,33.695,6.4958,0000000000000100,6.76048,-9999999,-9999999,15.9508,1.8561,0000000000000100,-9999999,-9999999,6.795,0000000000000100,0000000000000100,02/03,02/03,-9999999,0000000000000010,0000000000000100,0.467809725158562,1.53563508235244,5.61146871815114,0.108406478186326,1.09299611088317,0000000000000100,0000000000000100,33.6954,0000000000000100,0000000000000100,909,0000000000000010,909,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,6,0000000000000100,Mar 24 2018 22:48:37,43.044,0000000000000100,42.709,40.13624,-70.77436,7.319,0000000000000100,7.322,0000000000000100,3.44038,0000000000000100,3.440809,0000000000000100,33.6961,33.6979,6.4842,0000000000000100,6.75969,-9999999,-9999999,15.8922,1.8909,0000000000000100,-9999999,-9999999,6.778,0000000000000100,0000000000000100,02/04,02/04,-9999999,0000000000000010,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.6944,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,7,0000000000000100,Mar 24 2018 22:51:02,7.569,0000000000000100,7.511,40.13624,-70.77436,7.2292,0000000000000100,7.2299,0000000000000100,3.426523,0000000000000100,3.426668,0000000000000100,33.6499,33.6508,6.5317,0000000000000100,6.77562,-9999999,-9999999,15.065,2.3226,0000000000000100,-9999999,-9999999,6.806,0000000000000100,0000000000000100,02/05,02/05,-9999999,0000000000000010,0000000000000100,0.373427061310782,1.05242865610975,4.04408059064975,0.070464210821112,1.33186945743064,0000000000000100,0000000000000100,33.6488,0000000000000100,0000000000000100,911,0000000000000010,911,0000000000000010,-9999999,-9999999,-9999999,910,910,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,2,CNSM,40 08.17 N,070 46.46 W,2018-03-24T22:35:59Z,2,0000000000000100,135,D:\Data\ar28a002.hex,0000000000000100,8,0000000000000100,Mar 24 2018 22:51:10,7.662,0000000000000100,7.603,40.13624,-70.77437,7.229,0000000000000100,7.2291,0000000000000100,3.426507,0000000000000100,3.426539,0000000000000100,33.6498,33.6501,6.5345,0000000000000100,6.77565,-9999999,-9999999,14.674,2.5518,0000000000000100,-9999999,-9999999,6.841,0000000000000100,0000000000000100,02/06,02/06,-9999999,0000000000000010,0000000000000100,0.384711945031713,1.00081917393513,3.91057032229785,<0.04,1.57576115159465,0000000000000100,0000000000000100,33.6492,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,912,912,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,1,0000000000000100,Mar 25 2018 16:05:12,88.88,0000000000000100,88.177,40.36342,-70.88728,6.638,0000000000000100,6.6389,0000000000000100,3.357003,0000000000000100,3.357045,0000000000000100,33.4238,33.4234,6.5433,0000000000000100,6.87858,-9999999,-9999999,17.0456,1.4134,0000000000000100,-9999999,-9999999,6.84,0000000000000100,0000000000000100,03/01,03/01,-9999999,0000000000000010,0000000000000100,0.431903276955603,1.38434846303667,4.14742234776997,<0.04,2.04648215802643,0000000000000100,0000000000000100,33.4207,0000000000000100,0000000000000100,914,0000000000000010,914,0000000000000010,-9999999,-9999999,-9999999,913,913,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,2,0000000000000100,Mar 25 2018 16:05:22,88.766,0000000000000100,88.064,40.3634,-70.88727,6.638,0000000000000100,6.6381,0000000000000100,3.357025,0000000000000100,3.356984,0000000000000100,33.4241,33.4236,6.5322,0000000000000100,6.87857,-9999999,-9999999,16.8491,1.487,0000000000000100,-9999999,-9999999,6.838,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.390354386892178,1.35702579600305,4.04871322913183,0.084557052985335,1.63547948823152,0000000000000100,0000000000000100,33.4221,0000000000000100,0000000000000100,915,0000000000000010,915,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,3,0000000000000100,Mar 25 2018 16:08:50,42.419,0000000000000100,42.088,40.3633,-70.88715,6.2912,0000000000000100,6.2914,0000000000000100,3.30916,0000000000000100,3.309232,0000000000000100,33.2545,33.2551,6.6182,0000000000000100,6.94193,-9999999,-9999999,17.0022,1.4272,0000000000000100,-9999999,-9999999,6.937,0000000000000100,0000000000000100,03/02,03/02,-9999999,0000000000000010,0000000000000100,0.547829809725159,1.7597821470912,5.23578541820576,0.065043886911796,1.55669143065179,0000000000000100,0000000000000100,33.2529,0000000000000100,0000000000000100,916,0000000000000010,916,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,4,0000000000000100,Mar 25 2018 16:08:58,42.444,0000000000000100,42.113,40.3633,-70.88714,6.2946,0000000000000100,6.2978,0000000000000100,3.309577,0000000000000100,3.309955,0000000000000100,33.2558,33.2568,6.6051,0000000000000100,6.94131,-9999999,-9999999,17.4369,1.3058,0000000000000100,-9999999,-9999999,6.943,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.2553,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,5,0000000000000100,Mar 25 2018 16:11:23,22.819,0000000000000100,22.642,40.36336,-70.8872,6.28,0000000000000100,6.2804,0000000000000100,3.307076,0000000000000100,3.307129,0000000000000100,33.2519,33.2521,6.6149,0000000000000100,6.94385,-9999999,-9999999,17.809,1.1673,0000000000000100,-9999999,-9999999,6.949,0000000000000100,0000000000000100,03/03,03/03,-9999999,0000000000000010,0000000000000100,0.530389534883721,1.83163064188331,5.364836448844,0.057455433438753,1.54063271827885,0000000000000100,0000000000000100,33.2514,0000000000000100,0000000000000100,917,0000000000000010,917,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,6,0000000000000100,Mar 25 2018 16:11:31,22.938,0000000000000100,22.76,40.36336,-70.8872,6.2836,0000000000000100,6.2846,0000000000000100,3.307496,0000000000000100,3.30756,0000000000000100,33.2529,33.2528,6.6176,0000000000000100,6.94321,-9999999,-9999999,18.1316,1.0758,0000000000000100,-9999999,-9999999,6.945,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.528850687103594,1.8599652595478,5.35225893129456,0.063959822129933,1.67261526059394,0000000000000100,0000000000000100,33.2521,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,7,0000000000000100,Mar 25 2018 16:13:37,7.797,0000000000000100,7.737,40.36332,-70.88722,6.2834,0000000000000100,6.2837,0000000000000100,3.306477,0000000000000100,3.306491,0000000000000100,33.2493,33.2491,6.6361,0000000000000100,6.94343,-9999999,-9999999,17.0564,1.4073,0000000000000100,-9999999,-9999999,6.951,0000000000000100,0000000000000100,03/04,03/04,-9999999,0000000000000010,0000000000000100,0.659652748414376,2.4772551443814,6.65465164963639,0.0531191743113,1.66006939155258,0000000000000100,0000000000000100,33.2489,0000000000000100,0000000000000100,919,0000000000000010,919,0000000000000010,-9999999,-9999999,-9999999,918,918,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,3,ISSM,40 21.81 N,070 53.24 W,2018-03-25T16:01:07Z,3,0000000000000100,94,D:\Data\ar28a003.hex,0000000000000100,8,0000000000000100,Mar 25 2018 16:13:47,7.774,0000000000000100,7.714,40.36332,-70.88722,6.284,0000000000000100,6.2842,0000000000000100,3.306546,0000000000000100,3.306557,0000000000000100,33.2495,33.2494,6.6336,0000000000000100,6.94332,-9999999,-9999999,16.871,1.4763,0000000000000100,-9999999,-9999999,6.972,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.2457,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,920,920,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,4,AC4,39 55.33 N,070 45.36 W,2018-03-31T14:13:59Z,4,0000000000000100,476,D:\Data\ar28a004.hex,0000000000000100,1,0000000000000100,Mar 31 2018 14:35:10,103.243,0000000000000100,102.427,39.92221,-70.75607,12.4955,0000000000000100,12.5103,0000000000000100,4.091235,0000000000000100,4.092786,0000000000000100,35.3762,35.3772,5.3822,0000000000000100,5.97521,-9999999,-9999999,19.3957,0.7839,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.393945031712474,2.31837889533407,6.69523471279519,0.112742737313779,1.27064561650881,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,4,AC4,39 55.33 N,070 45.36 W,2018-03-31T14:13:59Z,4,0000000000000100,476,D:\Data\ar28a004.hex,0000000000000100,2,0000000000000100,Mar 31 2018 14:38:04,78.321,0000000000000100,77.707,39.9222,-70.75608,12.2812,0000000000000100,12.2793,0000000000000100,4.062601,0000000000000100,4.062102,0000000000000100,35.3117,35.3086,5.4736,0000000000000100,6.00428,-9999999,-9999999,20.1783,0.6446,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.378556553911205,1.90853888982979,5.70082878129423,0.104070219058873,2.01035005518732,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28A,4,AC4,39 55.33 N,070 45.36 W,2018-03-31T14:13:59Z,4,0000000000000100,476,D:\Data\ar28a004.hex,0000000000000100,3,0000000000000100,Mar 31 2018 14:38:14,78.352,0000000000000100,77.738,39.92219,-70.75608,12.2777,0000000000000100,12.2784,0000000000000100,4.062119,0000000000000100,4.062062,0000000000000100,35.3103,35.3091,5.4762,0000000000000100,6.00477,-9999999,-9999999,20.0413,0.6672,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.396509778012685,2.35582106867643,6.5659257515995,0.200551984644704,0.702066831554433,0000000000000100,0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Dupe
AR-28A,4,AC4,39 55.33 N,070 45.36 W,2018-03-31T14:13:59Z,4,0000000000000100,476,D:\Data\ar28a004.hex,0000000000000100,4,0000000000000100,Mar 31 2018 14:40:53,53.162,0000000000000100,52.748,39.92218,-70.75608,12.1322,0000000000000100,12.1289,0000000000000100,4.041478,0000000000000100,4.040895,0000000000000100,35.2579,35.2553,5.5442,0000000000000100,6.02499,-9999999,-9999999,21.1971,0.5202,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.344701902748414,1.80835577737319,5.43709668139155,0.143096551205951,0.975566776656053,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
