Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],CTD Filename,CTD File Flag,Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],"CTD Pressure, Digiquartz [db]",CTD Pressure Flag,"CTD Depth [salt water, m]",CTD Latitude [deg],CTD Longitude [deg],"CTD Temperature [ITS-90, deg C]",CTD Temperature 1 Flag,"CTD Temperature, 2 [ITS-90, deg C]",CTD Temperature 2 Flag,CTD Conductivity [S/m],CTD Conductivity 1 Flag,"CTD Conductivity, 2 [S/m]",CTD Conductivity 2 Flag,"CTD Salinity, Practical [PSU]","CTD Salinity, Practical, 2 [PSU]","CTD Oxygen, SBE 43 [ml/l]",CTD Oxygen Flag,"CTD Oxygen Saturation, Garcia & Gordon [ml/l]",CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,"CTD Beam Attenuation, WET Labs C-Star [1/m]","CTD Beam Transmission, WET Labs C-Star [%]",CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,2,0000000000000100,Apr 11 2018 18:04:04,85.996,0000000000000100,85.317,40.36398,-70.88334,9.9035,0000000000000100,9.9065,0000000000000100,3.7597,0000000000000100,3.759682,0000000000000100,34.5486,34.5455,5.1685,0000000000000100,6.34636,-9999999,-9999999,18.8837,0.8978,0000000000000100,-9999999,-9999999,5.433,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.673,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,3,0000000000000100,Apr 11 2018 18:04:12,85.887,0000000000000100,85.208,40.36398,-70.88334,9.9071,0000000000000100,9.9111,0000000000000100,3.760199,0000000000000100,3.760303,0000000000000100,34.5503,34.5476,5.1504,0000000000000100,6.34579,-9999999,-9999999,18.3427,1.0222,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,4,0000000000000100,Apr 11 2018 18:05:48,69.262,0000000000000100,68.718,40.36398,-70.88334,9.6164,0000000000000100,9.6151,0000000000000100,3.721039,0000000000000100,3.720835,0000000000000100,34.4343,34.4334,5.4343,0000000000000100,6.39088,-9999999,-9999999,27.6797,0.1161,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,5,0000000000000100,Apr 11 2018 18:07:06,56.137,0000000000000100,55.698,40.36398,-70.88334,7.4929,0000000000000100,7.4811,0000000000000100,3.453042,0000000000000100,3.451712,0000000000000100,33.6582,33.6552,6.2376,0000000000000100,6.73463,-9999999,-9999999,21.4105,0.4796,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,6,0000000000000100,Apr 11 2018 18:07:14,56.251,0000000000000100,55.811,40.36398,-70.88334,7.482,0000000000000100,7.4857,0000000000000100,3.451578,0000000000000100,3.452128,0000000000000100,33.6528,33.6552,6.2523,0000000000000100,6.73654,-9999999,-9999999,20.7326,0.6206,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,7,0000000000000100,Apr 11 2018 18:08:32,42.968,0000000000000100,42.634,40.36398,-70.88334,6.9778,0000000000000100,6.9789,0000000000000100,3.379247,0000000000000100,3.379379,0000000000000100,33.3603,33.3607,6.5761,0000000000000100,6.82776,-9999999,-9999999,18.468,0.9886,0000000000000100,-9999999,-9999999,6.864,0000000000000100,0000000000000100,28/01,28/01,-9999999,0000000000000010,0000000000000100,0.609383720930233,3.93092222563299,7.07421842292674,0.091061441676514,0.829532861014637,0000000000000100,0000000000000100,33.3676,0000000000000100,0000000000000100,1237,0000000000000010,1237,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,8,0000000000000100,Apr 11 2018 18:08:39,42.84,0000000000000100,42.506,40.36398,-70.88334,6.9788,0000000000000100,6.9797,0000000000000100,3.379333,0000000000000100,3.379453,0000000000000100,33.3604,33.3607,6.5719,0000000000000100,6.82762,-9999999,-9999999,18.8917,0.8907,0000000000000100,-9999999,-9999999,7.075,0000000000000100,0000000000000100,28/02,28/02,-9999999,0000000000000010,0000000000000100,1.9943467230444,2.79197179058345,5.12415130071616,0.054203239093163,1.2465575479494,0000000000000100,0000000000000100,33.3689,0000000000000100,0000000000000100,1238,0000000000000010,1238,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,9,0000000000000100,Apr 11 2018 18:08:47,42.761,0000000000000100,42.428,40.36398,-70.88334,6.9773,0000000000000100,6.9781,0000000000000100,3.379161,0000000000000100,3.379244,0000000000000100,33.3599,33.3601,6.5677,0000000000000100,6.82786,-9999999,-9999999,20.5476,0.5949,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,10,0000000000000100,Apr 11 2018 18:09:45,36.78,0000000000000100,36.494,40.36398,-70.88334,6.9744,0000000000000100,6.9752,0000000000000100,3.378434,0000000000000100,3.378518,0000000000000100,33.3577,33.3578,6.595,0000000000000100,6.82842,-9999999,-9999999,24.3567,0.2289,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,11,0000000000000100,Apr 11 2018 18:10:54,25.183,0000000000000100,24.987,40.36398,-70.88334,6.9949,0000000000000100,6.9957,0000000000000100,3.379823,0000000000000100,3.379881,0000000000000100,33.3587,33.3585,6.6044,0000000000000100,6.82516,-9999999,-9999999,25.2951,0.1798,0000000000000100,-9999999,-9999999,6.838,0000000000000100,0000000000000100,28/03,28/03,-9999999,0000000000000010,0000000000000100,0.499612579281184,2.90834611313405,5.30034391424451,0.0531191743113,1.02976493091472,0000000000000100,0000000000000100,33.562,0000000000000100,0000000000000100,1251,0000000000000010,1251,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,12,0000000000000100,Apr 11 2018 18:11:02,25.338,0000000000000100,25.141,40.36398,-70.88334,6.9947,0000000000000100,6.9957,0000000000000100,3.379818,0000000000000100,3.37988,0000000000000100,33.3587,33.3584,6.5978,0000000000000100,6.82518,-9999999,-9999999,24.2628,0.2325,0000000000000100,-9999999,-9999999,6.988,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.5262,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,13,0000000000000100,Apr 11 2018 18:11:09,25.217,0000000000000100,25.021,40.36398,-70.88334,6.9938,0000000000000100,6.9948,0000000000000100,3.379734,0000000000000100,3.379794,0000000000000100,33.3587,33.3584,6.6022,0000000000000100,6.82532,-9999999,-9999999,24.6321,0.2124,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,14,0000000000000100,Apr 11 2018 18:12:46,5.986,0000000000000100,5.94,40.36398,-70.88334,7.1555,0000000000000100,7.1578,0000000000000100,3.393228,0000000000000100,3.393368,0000000000000100,33.359,33.3583,6.595,0000000000000100,6.80004,-9999999,-9999999,20.7336,0.5635,0000000000000100,-9999999,-9999999,7.3,0000000000000100,0000000000000100,28/05,28/05,-9999999,0000000000000010,0000000000000100,0.574503171247357,3.44670384875942,6.28383732128802,0.073716405166702,1.06790437280045,0000000000000100,0000000000000100,33.3578,0000000000000100,0000000000000100,1243,0000000000000010,1243,0000000000000010,-9999999,-9999999,-9999999,1242,1242,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,15,0000000000000100,Apr 11 2018 18:12:54,5.886,0000000000000100,5.841,40.36398,-70.88334,7.16,0000000000000100,7.1613,0000000000000100,3.393602,0000000000000100,3.393684,0000000000000100,33.3588,33.3584,6.5937,0000000000000100,6.79935,-9999999,-9999999,20.9379,0.5332,0000000000000100,-9999999,-9999999,6.854,0000000000000100,0000000000000100,28/06,28/06,-9999999,0000000000000010,0000000000000100,0.487814746300211,2.43829504509273,4.5763566734122,0.095397700803967,0.943951186671829,0000000000000100,0000000000000100,33.3568,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1244,1244,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,16,0000000000000100,Apr 11 2018 18:13:02,5.848,0000000000000100,5.803,40.36398,-70.88334,7.1586,0000000000000100,7.159,0000000000000100,3.393503,0000000000000100,3.393485,0000000000000100,33.359,33.3585,6.5912,0000000000000100,6.79955,-9999999,-9999999,21.1073,0.5114,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,28,ISPM,40 21.84 N,070 53.00 W,2018-04-11T17:59:59Z,28,0000000000000100,93,D:\Data\ar28b028.hex,0000000000000100,17,0000000000000100,Apr 11 2018 18:13:10,5.961,0000000000000100,5.915,40.36398,-70.88334,7.1551,0000000000000100,7.1559,0000000000000100,3.393211,0000000000000100,3.39321,0000000000000100,33.3592,33.3584,6.5905,0000000000000100,6.80009,-9999999,-9999999,21.4685,0.4672,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,30,-9999999,40 16.23 N,070 49.76 W,2018-04-12T01:37:39Z,30,0000000000000100,-9999999,D:\Data\ar28b030.hex,0000000000000010,1,0000000000000100,Apr 12 2018 01:46:29,2.694,0000000000000100,2.673,40.27041,-70.82928,6.882,0000000000000100,6.8812,0000000000000100,3.364706,0000000000000100,3.364728,0000000000000100,33.3133,33.3143,6.6382,0000000000000100,6.84495,-9999999,-9999999,55.262,-0.24,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,33,-9999999,40 04.52 N,070 49.80 W,2018-04-12T04:19:11Z,33,0000000000000100,-9999999,D:\Data\ar28b033.hex,0000000000000010,1,0000000000000100,Apr 12 2018 04:27:42,2.031,0000000000000100,2.016,40.0754,-70.83026,7.1151,0000000000000100,7.1154,0000000000000100,3.390573,0000000000000100,3.390704,0000000000000100,33.371,33.3722,6.5974,0000000000000100,6.8058,-9999999,-9999999,55.262,-0.5129,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,1,0000000000000100,Apr 12 2018 12:12:57,127.74,0000000000000100,126.721,40.13672,-70.77506,12.4936,0000000000000100,12.4958,0000000000000100,4.101666,0000000000000100,4.101296,0000000000000100,35.4681,35.4625,4.3439,0000000000000100,5.97199,-9999999,-9999999,19.4127,0.7889,0000000000000100,-9999999,-9999999,4.572,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.566295983086681,5.712461311288,8.04060016897559,0.171282235534396,0.828027356729674,0000000000000100,0000000000000100,35.4691,0000000000000100,0000000000000100,1248,0000000000000010,1248,0000000000000010,-9999999,-9999999,-9999999,1247,1247,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,2,0000000000000100,Apr 12 2018 12:13:05,127.489,0000000000000100,126.472,40.13672,-70.77506,12.4928,0000000000000100,12.4948,0000000000000100,4.101572,0000000000000100,4.101187,0000000000000100,35.4681,35.4625,4.3473,0000000000000100,5.97209,-9999999,-9999999,19.9264,0.6885,0000000000000100,-9999999,-9999999,4.583,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,35.4667,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,3,0000000000000100,Apr 12 2018 12:13:12,127.225,0000000000000100,126.21,40.13672,-70.77506,12.4934,0000000000000100,12.4953,0000000000000100,4.101624,0000000000000100,4.101237,0000000000000100,35.4682,35.4626,4.3508,0000000000000100,5.97202,-9999999,-9999999,18.8954,0.8918,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,4,0000000000000100,Apr 12 2018 12:15:09,92.28,0000000000000100,91.551,40.13672,-70.77506,12.0575,0000000000000100,12.0586,0000000000000100,4.037486,0000000000000100,4.037206,0000000000000100,35.2723,35.2685,4.8984,0000000000000100,6.03384,-9999999,-9999999,16.5531,1.5974,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,5,0000000000000100,Apr 12 2018 12:16:38,72.89,0000000000000100,72.318,40.13672,-70.77506,9.0981,0000000000000100,9.0637,0000000000000100,3.652293,0000000000000100,3.648246,0000000000000100,34.2174,34.2082,5.7056,0000000000000100,6.47312,-9999999,-9999999,15.9151,1.8738,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,6,0000000000000100,Apr 12 2018 12:18:12,48.395,0000000000000100,48.018,40.13672,-70.77506,7.1017,0000000000000100,7.1086,0000000000000100,3.396088,0000000000000100,3.396874,0000000000000100,33.4218,33.4237,6.5129,0000000000000100,6.80562,-9999999,-9999999,16.3447,1.6823,0000000000000100,-9999999,-9999999,6.746,0000000000000100,0000000000000100,37/01,37/01,-9999999,0000000000000010,0000000000000100,0.409333509513742,2.25766185748158,4.31744326591024,0.069380146039249,1.37101256883968,0000000000000100,0000000000000100,33.4815,0000000000000100,0000000000000100,1249,0000000000000010,1249,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,7,0000000000000100,Apr 12 2018 12:18:22,48.576,0000000000000100,48.197,40.13672,-70.77506,7.1026,0000000000000100,7.1,0000000000000100,3.396121,0000000000000100,3.395875,0000000000000100,33.4212,33.421,6.5146,0000000000000100,6.80551,-9999999,-9999999,16.2857,1.7055,0000000000000100,-9999999,-9999999,6.76,0000000000000100,0000000000000100,37/02,37/02,-9999999,0000000000000010,0000000000000100,0.64016067653277,3.79785071767296,7.07054088394778,0.115994931659369,1.05836951232902,0000000000000100,0000000000000100,33.4377,0000000000000100,0000000000000100,1250,0000000000000010,1250,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,8,0000000000000100,Apr 12 2018 12:18:32,48.597,0000000000000100,48.218,40.13672,-70.77506,7.0989,0000000000000100,7.099,0000000000000100,3.395622,0000000000000100,3.395737,0000000000000100,33.4193,33.4205,6.5193,0000000000000100,6.80616,-9999999,-9999999,16.3984,1.6603,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,9,0000000000000100,Apr 12 2018 12:18:43,48.639,0000000000000100,48.26,40.13672,-70.77506,7.0974,0000000000000100,7.0982,0000000000000100,3.39534,0000000000000100,3.395619,0000000000000100,33.4177,33.4199,6.52,0000000000000100,6.80648,-9999999,-9999999,16.1378,1.7703,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,10,0000000000000100,Apr 12 2018 12:20:02,29.326,0000000000000100,29.099,40.13672,-70.77505,6.7952,0000000000000100,6.7964,0000000000000100,3.357925,0000000000000100,3.358129,0000000000000100,33.31,33.311,6.6391,0000000000000100,6.85881,-9999999,-9999999,55.262,-0.1956,0000000000000100,-9999999,-9999999,6.896,0000000000000100,0000000000000100,37/03,37/03,-9999999,0000000000000010,0000000000000100,0.643238372093023,3.97898988059954,6.9062611526208,0.074800469948565,1.17830802036441,0000000000000100,0000000000000100,33.3082,0000000000000100,0000000000000100,1252,0000000000000010,1252,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR-28B,37,CNPM,40 08.20 N,070 46.50 W,2018-04-12T12:07:44Z,37,0000000000000100,134,D:\Data\ar28b037.hex,0000000000000100,11,0000000000000100,Apr 12 2018 12:20:09,29.319,0000000000000100,29.092,40.13672,-70.77505,6.7962,0000000000000100,6.7971,0000000000000100,3.358017,0000000000000100,3.35817,0000000000000100,33.31,33.3108,6.6438,0000000000000100,6.85865,-9999999,-9999999,55.262,-0.1242,0000000000000100,-9999999,-9999999,6.908,0000000000000100,0000000000000100,37/04,37/04,-9999999,0000000000000010,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.3129,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
