,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],Filename,File Flag,Bottle Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments
86,AR-31C,1,CNPM,40 08.23 N,070 46.55 W,2018-11-02T15:14:51Z,1,0000000000000100,133,ar31c001.hex,0000000000000100,6,0000000000000100,Nov 02 2018 15:29:16,27.359,0000000000000100,27.147,40.13723,-70.7758,13.5714,0000000000000100,13.5674,0000000000000100,3.922538,0000000000000100,3.921808,0000000000000100,32.8375,32.8341,5.7427,0000000000000100,5.93777,-9999999.0,-9999999.0,0.4327,89.7483,0000000000000100,-9999999,-9999999,5.941,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.315244331545771,0.783525845952514,0.577974317564584,0.17,0.398000298378809,0000000000000100,0000000000000100,32.8276,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
87,AR-31C,1,CNPM,40 08.23 N,070 46.55 W,2018-11-02T15:14:51Z,1,0000000000000100,133,ar31c001.hex,0000000000000100,7,0000000000000100,Nov 02 2018 15:31:25,7.445,0000000000000100,7.388,40.1372,-70.7758,13.8642,0000000000000100,13.8645,0000000000000100,3.935981,0000000000000100,3.935968,0000000000000100,32.7198,32.7194,6.0022,0000000000000100,5.9067,-9999999.0,-9999999.0,0.5724,86.666,0000000000000100,-9999999,-9999999,6.179,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.2804446326089,0.238020237427557,<0.04,<0.04,0.175942197394158,0000000000000100,0000000000000100,32.7257,0000000000000100,0000000000000100,1293,0000000000000010,1293,0000000000000010,-9999999,-9999999,-9999999,1292,1292,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
88,AR-31C,1,CNPM,40 08.23 N,070 46.55 W,2018-11-02T15:14:51Z,1,0000000000000100,133,ar31c001.hex,0000000000000100,8,0000000000000100,Nov 02 2018 15:31:37,7.236,0000000000000100,7.18,40.1372,-70.7758,13.8637,0000000000000100,13.8641,0000000000000100,3.935915,0000000000000100,3.935918,0000000000000100,32.7197,32.7193,6.0106,0000000000000100,5.90676,-9999999.0,-9999999.0,0.5722,86.671,0000000000000100,-9999999,-9999999,6.192,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,32.7243,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1294,1294,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
89,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,1,0000000000000100,Nov 02 2018 21:09:03,143.31,0000000000000100,142.162,40.09796,-70.88387,12.4751,0000000000000100,12.4725,0000000000000100,4.108712,0000000000000100,4.10837,0000000000000100,35.547,35.5461,3.7943,0000000000000100,5.97133,-9999999.0,-9999999.0,0.1968,95.1995,0000000000000100,-9999999,-9999999,4.012,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.69497045818045,4.94836922789306,9.60525778608455,<0.04,0.452136359115473,0000000000000100,0000000000000100,35.5498,0000000000000100,0000000000000100,1296,0000000000000010,1296,0000000000000010,-9999999,-9999999,-9999999,1295,1295,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
90,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,2,0000000000000100,Nov 02 2018 21:09:12,143.465,0000000000000100,142.315,40.09796,-70.88388,12.4753,0000000000000100,12.4749,0000000000000100,4.108753,0000000000000100,4.10864,0000000000000100,35.5471,35.5464,3.7917,0000000000000100,5.97129,-9999999.0,-9999999.0,0.1944,95.2568,0000000000000100,-9999999,-9999999,3.92,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,35.5502,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
91,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,3,0000000000000100,Nov 02 2018 21:13:24,77.782,0000000000000100,77.171,40.09796,-70.88385,13.1908,0000000000000100,13.1884,0000000000000100,4.091693,0000000000000100,4.091262,0000000000000100,34.746,34.7441,4.2472,0000000000000100,5.91348,-9999999.0,-9999999.0,0.2709,93.4529,0000000000000100,-9999999,-9999999,4.392,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.513807319597328,5.32736282482707,5.99125222135525,<0.04,0.50827745913868,0000000000000100,0000000000000100,34.7616,0000000000000100,0000000000000100,1305,0000000000000010,1305,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
92,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,4,0000000000000100,Nov 02 2018 21:13:37,77.222,0000000000000100,76.615,40.09797,-70.88386,13.1871,0000000000000100,13.1889,0000000000000100,4.091896,0000000000000100,4.091846,0000000000000100,34.7515,34.7494,4.2514,0000000000000100,5.91372,-9999999.0,-9999999.0,0.2726,93.4125,0000000000000100,-9999999,-9999999,4.385,0000000000000100,0000000000000100,02/01,02/01,-9999999,0000000000000010,0000000000000100,0.685758773167749,8.19841809216676,8.85057749187973,<0.04,0.388476361767729,0000000000000100,0000000000000100,34.7567,0000000000000100,0000000000000100,1306,0000000000000010,1306,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
93,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,5,0000000000000100,Nov 02 2018 21:17:06,27.513,0000000000000100,27.3,40.09798,-70.88386,13.7667,0000000000000100,13.7673,0000000000000100,3.930708,0000000000000100,3.930667,0000000000000100,32.7461,32.7452,5.9016,0000000000000100,5.91748,-9999999.0,-9999999.0,0.51,88.031,0000000000000100,-9999999,-9999999,6.062,0000000000000100,0000000000000100,02/02,02/02,-9999999,0000000000000010,0000000000000100,0.289656317621601,0.272752804262479,0.0864644976319658,0.124,0.409028014454796,0000000000000100,0000000000000100,32.7614,0000000000000100,0000000000000100,1307,0000000000000010,1307,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
94,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,6,0000000000000100,Nov 02 2018 21:17:15,27.485,0000000000000100,27.272,40.09798,-70.88386,13.7649,0000000000000100,13.7658,0000000000000100,3.930602,0000000000000100,3.9306,0000000000000100,32.7467,32.7459,5.9024,0000000000000100,5.91768,-9999999.0,-9999999.0,0.4919,88.4298,0000000000000100,-9999999,-9999999,6.06,0000000000000100,0000000000000100,02/03,02/03,-9999999,0000000000000010,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,32.7649,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
95,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,7,0000000000000100,Nov 02 2018 21:19:11,7.51,0000000000000100,7.452,40.09797,-70.88387,13.855,0000000000000100,13.8552,0000000000000100,3.934395,0000000000000100,3.934302,0000000000000100,32.7129,32.7119,5.9746,0000000000000100,5.90805,-9999999.0,-9999999.0,0.5308,87.5728,0000000000000100,-9999999,-9999999,6.139,0000000000000100,0000000000000100,02/04,02/04,-9999999,0000000000000010,0000000000000100,0.276350550381033,0.451523368853991,0.00569354067998583,0.0819999999999999,0.426070848390412,0000000000000100,0000000000000100,32.7177,0000000000000100,0000000000000100,1309,0000000000000010,1309,0000000000000010,-9999999,-9999999,-9999999,1308,1308,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
96,AR-31C,2,PMCO,40 05.88 N,070 53.03 W,2018-11-02T21:01:46Z,2,0000000000000100,147,ar31c002.hex,0000000000000100,8,0000000000000100,Nov 02 2018 21:19:23,7.375,0000000000000100,7.318,40.09796,-70.88387,13.8552,0000000000000100,13.855,0000000000000100,3.934398,0000000000000100,3.934343,0000000000000100,32.7128,32.7125,5.9743,0000000000000100,5.90804,-9999999.0,-9999999.0,0.5283,87.6274,0000000000000100,-9999999,-9999999,6.121,0000000000000100,0000000000000100,02/05,02/05,-9999999,0000000000000010,0000000000000100,0.279421112051933,0.264580435595438,<0.04,<0.04,0.413038093027882,0000000000000100,0000000000000100,32.7162,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1310,1310,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
97,AR-31C,3,IS,40 21.82 N,070 52.98 W,2018-11-03T11:58:23Z,3,0000000000000100,93,ar31c003.hex,0000000000000100,1,0000000000000100,Nov 03 2018 12:02:31,89.133,0000000000000100,88.428,40.36356,-70.883,12.542,0000000000000100,12.5419,0000000000000100,3.958856,0000000000000100,3.958972,0000000000000100,34.0641,34.0653,4.2942,0000000000000100,6.01883,-9999999.0,-9999999.0,0.796,81.956,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
98,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,1,0000000000000100,Nov 04 2018 17:14:29,89.385,0000000000000100,88.678,40.36472,-70.7752,12.7229,0000000000000100,12.7225,0000000000000100,4.011383,0000000000000100,4.011159,0000000000000100,34.4031,34.4013,4.0996,0000000000000100,5.98356,-9999999.0,-9999999.0,1.0635,76.6539,0000000000000100,-9999999,-9999999,4.259,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.686782293724715,10.1996268695083,6.74541667120313,<0.04,0.226569439379372,0000000000000100,0000000000000100,34.3486,0000000000000100,0000000000000100,1312,0000000000000010,1312,0000000000000010,-9999999,-9999999,-9999999,1311,1311,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
99,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,2,0000000000000100,Nov 04 2018 17:14:44,89.734,0000000000000100,89.024,40.36472,-70.7752,12.7042,0000000000000100,12.7096,0000000000000100,4.006389,0000000000000100,4.007691,0000000000000100,34.3722,34.3798,4.1071,0000000000000100,5.98703,-9999999.0,-9999999.0,1.0798,76.3423,0000000000000100,-9999999,-9999999,4.263,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.676547088155048,9.93453566087119,6.53185710742952,<0.04,0.441108643039486,0000000000000100,0000000000000100,34.3474,0000000000000100,0000000000000100,1313,0000000000000010,1313,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
100,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,3,0000000000000100,Nov 04 2018 17:17:43,58.125,0000000000000100,57.669,40.36472,-70.7752,13.1432,0000000000000100,13.141,0000000000000100,3.924636,0000000000000100,3.924543,0000000000000100,33.216,33.217,4.8198,0000000000000100,5.97608,-9999999.0,-9999999.0,0.5642,86.8445,0000000000000100,-9999999,-9999999,4.952,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.418619907799417,4.93406758272574,3.95779376629347,<0.04,0.64963272883997,0000000000000100,0000000000000100,33.2111,0000000000000100,0000000000000100,1314,0000000000000010,1314,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
101,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,4,0000000000000100,Nov 04 2018 17:17:53,58.329,0000000000000100,57.872,40.36472,-70.7752,13.1415,0000000000000100,13.1402,0000000000000100,3.924202,0000000000000100,3.924134,0000000000000100,33.2133,33.2138,4.8276,0000000000000100,5.97639,-9999999.0,-9999999.0,0.5661,86.8041,0000000000000100,-9999999,-9999999,4.983,0000000000000100,0000000000000100,04/01,04/01,-9999999,0000000000000010,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,33.2121,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
102,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,5,0000000000000100,Nov 04 2018 17:20:37,26.22,0000000000000100,26.017,40.36472,-70.7752,13.4331,0000000000000100,13.4328,0000000000000100,3.886812,0000000000000100,3.886724,0000000000000100,32.6227,32.6222,5.8398,0000000000000100,5.96259,-9999999.0,-9999999.0,0.5032,88.1803,0000000000000100,-9999999,-9999999,6.022,0000000000000100,0000000000000100,04/02,04/02,-9999999,0000000000000010,0000000000000100,0.264068303697432,0.519456183398766,0.6111680608733,0.0779999999999999,0.611035722574015,0000000000000100,0000000000000100,32.6264,0000000000000100,0000000000000100,1315,0000000000000010,1315,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
103,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,6,0000000000000100,Nov 04 2018 17:20:53,26.011,0000000000000100,25.809,40.36473,-70.7752,13.4331,0000000000000100,13.4328,0000000000000100,3.886812,0000000000000100,3.886724,0000000000000100,32.6228,32.6222,5.8349,0000000000000100,5.96259,-9999999.0,-9999999.0,0.508,88.0742,0000000000000100,-9999999,-9999999,6.023,0000000000000100,0000000000000100,04/03,04/03,-9999999,0000000000000010,0000000000000100,0.311150249317904,2.22594891568517,0.66563978055611,0.104,0.58547147167059,0000000000000100,0000000000000100,32.6266,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
104,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,7,0000000000000100,Nov 04 2018 17:23:01,7.725,0000000000000100,7.665,40.36471,-70.7752,13.4459,0000000000000100,13.445,0000000000000100,3.88392,0000000000000100,3.883783,0000000000000100,32.5921,32.5916,6.0051,0000000000000100,5.96216,-9999999.0,-9999999.0,0.5895,86.2981,0000000000000100,-9999999,-9999999,6.2,0000000000000100,0000000000000100,04/04,04/04,-9999999,0000000000000010,0000000000000100,0.296820961520369,0.907132922041503,0.863488153780085,0.0639999999999999,0.666675562775586,0000000000000100,0000000000000100,32.5959,0000000000000100,0000000000000100,1317,0000000000000010,1317,0000000000000010,-9999999,-9999999,-9999999,1316,1316,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
105,AR-31C,4,PMUI,40 21.88 N,070 46.51 W,2018-11-04T17:09:40Z,4,0000000000000100,92,ar31c004.hex,0000000000000100,8,0000000000000100,Nov 04 2018 17:23:08,7.388,0000000000000100,7.331,40.3647,-70.77521,13.4435,0000000000000100,13.4434,0000000000000100,3.8837,0000000000000100,3.88362,0000000000000100,32.5922,32.5916,6.0045,0000000000000100,5.96245,-9999999.0,-9999999.0,0.5935,86.2101,0000000000000100,-9999999,-9999999,6.178,0000000000000100,0000000000000100,04/05,04/05,-9999999,0000000000000010,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,32.5951,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1318,1318,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
106,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,1,0000000000000100,Nov 05 2018 02:52:27,93.338,0000000000000100,92.601,40.13736,-70.7763,12.3738,0000000000000100,12.3734,0000000000000100,3.951027,0000000000000100,3.950916,0000000000000100,34.1397,34.139,4.4525,0000000000000100,6.03705,-9999999.0,-9999999.0,0.4366,89.6603,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
107,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,2,0000000000000100,Nov 05 2018 02:53:01,93.566,0000000000000100,92.827,40.13736,-70.77629,12.3795,0000000000000100,12.3778,0000000000000100,3.951969,0000000000000100,3.951626,0000000000000100,34.1435,34.1418,4.4547,0000000000000100,6.03619,-9999999.0,-9999999.0,0.436,89.6734,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
108,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,3,0000000000000100,Nov 05 2018 03:06:51,57.789,0000000000000100,57.338,40.13737,-70.7763,17.506,0000000000000100,17.4143,0000000000000100,4.530096,0000000000000100,4.518845,0000000000000100,34.8894,34.8711,4.9968,0000000000000100,5.42524,-9999999.0,-9999999.0,0.1967,95.2011,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
109,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,4,0000000000000100,Nov 05 2018 03:09:14,58.388,0000000000000100,57.932,40.13736,-70.7763,17.5054,0000000000000100,17.5061,0000000000000100,4.530622,0000000000000100,4.53036,0000000000000100,34.8941,34.8913,4.941,0000000000000100,5.42521,-9999999.0,-9999999.0,0.1979,95.1721,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
110,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,5,0000000000000100,Nov 05 2018 03:13:59,43.198,0000000000000100,42.862,40.13736,-70.7763,15.1645,0000000000000100,15.2216,0000000000000100,4.154259,0000000000000100,4.16291,0000000000000100,33.5902,33.6192,5.5985,0000000000000100,5.7233,-9999999.0,-9999999.0,0.4274,89.8667,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
111,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,6,0000000000000100,Nov 05 2018 03:14:39,43.249,0000000000000100,42.912,40.13736,-70.7763,15.3568,0000000000000100,15.3432,0000000000000100,4.18295,0000000000000100,4.180709,0000000000000100,33.6838,33.6754,5.5652,0000000000000100,5.69822,-9999999.0,-9999999.0,0.4253,89.9141,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
112,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,7,0000000000000100,Nov 05 2018 03:19:55,33.007,0000000000000100,32.751,40.13736,-70.77628,13.9506,0000000000000100,13.9484,0000000000000100,3.984669,0000000000000100,3.984339,0000000000000100,33.0866,33.0854,5.8128,0000000000000100,5.88291,-9999999.0,-9999999.0,0.5028,88.1875,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
113,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,8,0000000000000100,Nov 05 2018 03:21:08,33.496,0000000000000100,33.236,40.13737,-70.7763,14.0065,0000000000000100,14.003,0000000000000100,3.992558,0000000000000100,3.99206,0000000000000100,33.1113,33.1097,5.8054,0000000000000100,5.87534,-9999999.0,-9999999.0,0.5128,87.9678,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
114,AR-31C,6,-9999999,40 08.24 N,070 46.58 W,2018-11-05T02:33:47Z,6,0000000000000100,-9999999,ar31c006.hex,0000000000000100,9,0000000000000100,Nov 05 2018 03:33:38,3.189,0000000000000100,3.165,40.13736,-70.7763,13.3033,0000000000000100,13.3025,0000000000000100,3.895081,0000000000000100,3.895,0000000000000100,32.821,32.8208,6.0554,0000000000000100,5.97113,-9999999.0,-9999999.0,0.6396,85.2236,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
