,Unnamed: 0,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottle Position,Filename,File Flag,Rosette Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Chl (ug/l),Phaeo (ug/l),Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
95,95,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,13,ctd\at30_007.hex,0000000000000100,13,0000000000000100,Aug 18 2015 01:34:30,485.009,0000000000000100,479.882,59.7714,-39.88164,3.6899,0000000000000100,3.69,0000000000000100,3.240751,0000000000000100,3.240779,0000000000000100,34.893,34.8933,6.6433,0000000000000100,7.30468,-9999999,-9999999,0.0914,97.7394,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
96,96,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,14,ctd\at30_007.hex,0000000000000100,14,0000000000000100,Aug 18 2015 01:34:55,459.034,0000000000000100,454.211,59.7714,-39.88165,3.7001,0000000000000100,3.6995,0000000000000100,3.240574,0000000000000100,3.240536,0000000000000100,34.8939,34.8941,6.6406,0000000000000100,7.30282,-9999999,-9999999,0.0915,97.7375,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
97,97,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,15,ctd\at30_007.hex,0000000000000100,15,0000000000000100,Aug 18 2015 01:35:06,447.955,0000000000000100,443.26,59.7714,-39.88166,3.704,0000000000000100,3.7037,0000000000000100,3.240474,0000000000000100,3.240464,0000000000000100,34.8946,34.8948,6.6354,0000000000000100,7.30211,-9999999,-9999999,0.0916,97.7356,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
98,98,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,16,ctd\at30_007.hex,0000000000000100,16,0000000000000100,Aug 18 2015 01:35:25,428.868,0000000000000100,424.392,59.7714,-39.88165,3.7127,0000000000000100,3.712,0000000000000100,3.240455,0000000000000100,3.240409,0000000000000100,34.8953,34.8955,6.6361,0000000000000100,7.30052,-9999999,-9999999,0.0915,97.737,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
99,99,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,17,ctd\at30_007.hex,0000000000000100,17,0000000000000100,Aug 18 2015 01:35:53,401.165,0000000000000100,397.005,59.7714,-39.88166,3.7265,0000000000000100,3.7262,0000000000000100,3.240549,0000000000000100,3.240533,0000000000000100,34.8966,34.8968,6.6341,0000000000000100,7.298,-9999999,-9999999,0.0917,97.7337,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
100,100,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,18,ctd\at30_007.hex,0000000000000100,18,0000000000000100,Aug 18 2015 01:36:18,375.19,0000000000000100,371.322,59.7714,-39.88166,3.7393,0000000000000100,3.7389,0000000000000100,3.240596,0000000000000100,3.240585,0000000000000100,34.8975,34.8977,6.6371,0000000000000100,7.2957,-9999999,-9999999,0.0926,97.7113,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
101,101,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,19,ctd\at30_007.hex,0000000000000100,19,0000000000000100,Aug 18 2015 01:36:36,356.676,0000000000000100,353.015,59.77141,-39.88166,3.7503,0000000000000100,3.7501,0000000000000100,3.240827,0000000000000100,3.24084,0000000000000100,34.8985,34.8989,6.6384,0000000000000100,7.2937,-9999999,-9999999,0.0932,97.697,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
102,102,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,20,ctd\at30_007.hex,0000000000000100,20,0000000000000100,Aug 18 2015 01:36:57,336.022,0000000000000100,332.589,59.77141,-39.88166,3.7651,0000000000000100,3.7651,0000000000000100,3.24133,0000000000000100,3.241355,0000000000000100,34.8999,34.9002,6.6249,0000000000000100,7.291,-9999999,-9999999,0.0935,97.6895,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
103,103,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,21,ctd\at30_007.hex,0000000000000100,21,0000000000000100,Aug 18 2015 01:37:12,321.109,0000000000000100,317.84,59.7714,-39.88166,3.7753,0000000000000100,3.7743,0000000000000100,3.241626,0000000000000100,3.24155,0000000000000100,34.9006,34.9007,6.6185,0000000000000100,7.28916,-9999999,-9999999,0.0949,97.6558,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
104,104,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,22,ctd\at30_007.hex,0000000000000100,22,0000000000000100,Aug 18 2015 01:37:30,303.25,0000000000000100,300.176,59.7714,-39.88165,3.7891,0000000000000100,3.7888,0000000000000100,3.242103,0000000000000100,3.242099,0000000000000100,34.9012,34.9015,6.6053,0000000000000100,7.28669,-9999999,-9999999,0.0946,97.663,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
105,105,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,23,ctd\at30_007.hex,0000000000000100,23,0000000000000100,Aug 18 2015 01:37:58,275.874,0000000000000100,273.096,59.7714,-39.88165,3.8138,0000000000000100,3.8143,0000000000000100,3.243224,0000000000000100,3.24331,0000000000000100,34.9031,34.9036,6.5956,0000000000000100,7.28223,-9999999,-9999999,0.0948,97.6582,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
106,106,AT30-01,7,-9999999,59 46.29 N,039 52.92 W,2015-08-17T23:01:49Z,7,0000000000000100,24,ctd\at30_007.hex,0000000000000100,24,0000000000000100,Aug 18 2015 01:38:47,230.32,0000000000000100,228.026,59.77142,-39.88166,3.8643,0000000000000100,3.863,0000000000000100,3.24591,0000000000000100,3.245814,0000000000000100,34.906,34.9062,6.5854,0000000000000100,7.27317,-9999999,-9999999,0.097,97.6035,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
107,107,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,1,ctd\at30_009.hex,0000000000000100,1,0000000000000100,Aug 19 2015 17:02:14,2853.986,0000000000000100,2808.105,59.70668,-39.33203,1.5468,0000000000000100,1.5477,0000000000000100,3.150223,0000000000000100,3.150284,0000000000000100,34.8989,34.8987,6.6237,0000000000000100,7.70347,-9999999,-9999999,0.1381,96.6056,0000000000000100,-9999999,-9999999,6.962,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9008,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
108,108,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,2,ctd\at30_009.hex,0000000000000100,2,0000000000000100,Aug 19 2015 17:12:18,2437.79,0000000000000100,2400.916,59.70672,-39.33202,2.6999,0000000000000100,2.7006,0000000000000100,3.237103,0000000000000100,3.237121,0000000000000100,34.9214,34.9208,6.1498,0000000000000100,7.48298,-9999999,-9999999,0.099,97.5563,0000000000000100,-9999999,-9999999,6.465,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.924,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
109,109,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,3,ctd\at30_009.hex,0000000000000100,3,0000000000000100,Aug 19 2015 17:19:14,2131.646,0000000000000100,2100.903,59.70666,-39.33202,3.0772,0000000000000100,3.0778,0000000000000100,3.259188,0000000000000100,3.25921,0000000000000100,34.9313,34.9309,6.0557,0000000000000100,7.41309,-9999999,-9999999,0.0977,97.5876,0000000000000100,-9999999,-9999999,6.364,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9333,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
110,110,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,4,ctd\at30_009.hex,0000000000000100,4,0000000000000100,Aug 19 2015 17:27:41,1723.31,0000000000000100,1700.084,59.7068,-39.33183,3.3991,0000000000000100,3.3997,0000000000000100,3.270841,0000000000000100,3.270867,0000000000000100,34.9269,34.9266,6.0549,0000000000000100,7.35499,-9999999,-9999999,0.0992,97.552,0000000000000100,-9999999,-9999999,6.348,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9298,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
111,111,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,5,ctd\at30_009.hex,0000000000000100,5,0000000000000100,Aug 19 2015 17:37:31,1317.421,0000000000000100,1300.913,59.70664,-39.33219,3.7201,0000000000000100,3.7205,0000000000000100,3.282091,0000000000000100,3.282117,0000000000000100,34.922,34.9219,6.0554,0000000000000100,7.29789,-9999999,-9999999,0.1002,97.5266,0000000000000100,-9999999,-9999999,6.33,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.926,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
112,112,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,6,ctd\at30_009.hex,0000000000000100,6,0000000000000100,Aug 19 2015 17:41:49,1175.044,0000000000000100,1160.713,59.70684,-39.33193,3.4976,0000000000000100,3.498,0000000000000100,3.251966,0000000000000100,3.252004,0000000000000100,34.8713,34.8713,6.532,0000000000000100,7.34009,-9999999,-9999999,0.1003,97.5245,0000000000000100,-9999999,-9999999,6.822,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8739,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
113,113,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,7,ctd\at30_009.hex,0000000000000100,7,0000000000000100,Aug 19 2015 17:47:07,971.944,0000000000000100,960.554,59.70671,-39.33198,3.5789,0000000000000100,3.5793,0000000000000100,3.251108,0000000000000100,3.251145,0000000000000100,34.8789,34.8789,6.6027,0000000000000100,7.32516,-9999999,-9999999,0.1006,97.5155,0000000000000100,-9999999,-9999999,6.896,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8804,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
114,114,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,8,ctd\at30_009.hex,0000000000000100,8,0000000000000100,Aug 19 2015 17:52:20,769.748,0000000000000100,761.095,59.70672,-39.3318,3.6424,0000000000000100,3.6426,0000000000000100,3.248672,0000000000000100,3.248673,0000000000000100,34.8876,34.8872,6.6313,0000000000000100,7.31342,-9999999,-9999999,0.1009,97.5091,0000000000000100,-9999999,-9999999,6.914,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8934,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
115,115,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,9,ctd\at30_009.hex,0000000000000100,9,0000000000000100,Aug 19 2015 17:57:52,567.331,0000000000000100,561.226,59.70662,-39.33182,3.6712,0000000000000100,3.6716,0000000000000100,3.242595,0000000000000100,3.242648,0000000000000100,34.8911,34.8913,6.6224,0000000000000100,7.30811,-9999999,-9999999,0.0997,97.5377,0000000000000100,-9999999,-9999999,6.879,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8928,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
116,116,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,10,ctd\at30_009.hex,0000000000000100,10,0000000000000100,Aug 19 2015 18:02:59,364.608,0000000000000100,360.861,59.70678,-39.3317,3.7573,0000000000000100,3.7577,0000000000000100,3.241756,0000000000000100,3.24181,0000000000000100,34.8979,34.8981,6.5886,0000000000000100,7.29249,-9999999,-9999999,0.1009,97.5096,0000000000000100,-9999999,-9999999,6.829,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9044,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
117,117,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,11,ctd\at30_009.hex,0000000000000100,11,0000000000000100,Aug 19 2015 18:08:17,162.521,0000000000000100,160.93,59.70663,-39.33194,4.2474,0000000000000100,4.2485,0000000000000100,3.279962,0000000000000100,3.280085,0000000000000100,34.9396,34.9399,6.4288,0000000000000100,7.20453,-9999999,-9999999,0.1048,97.4139,0000000000000100,-9999999,-9999999,6.695,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9435,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
118,118,AT30-01,9,GI03FLMB,59 42.40 N,039 19.92 W,2015-08-19T15:06:00Z,9,0000000000000100,12,ctd\at30_009.hex,0000000000000100,12,0000000000000100,Aug 19 2015 18:16:07,32.991,0000000000000100,32.678,59.70664,-39.33216,7.9467,0000000000000100,7.9473,0000000000000100,3.603997,0000000000000100,3.603984,0000000000000100,34.8524,34.8517,6.6568,0000000000000100,6.61399,-9999999,-9999999,0.2449,94.0619,0000000000000100,-9999999,-9999999,6.951,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8534,0000000000000100,0000000000000100,2320.31359780223,0000000000000100,2117.46834207146,0000000000000100,-9999999,-9999999,-9999999,7.82403158488225,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
119,119,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,1,ctd\at30_010.hex,0000000000000100,1,0000000000000100,Aug 19 2015 23:09:26,2730.441,0000000000000100,2687.302,59.76188,-39.88106,1.4285,0000000000000100,1.4291,0000000000000100,3.13509,0000000000000100,3.135102,0000000000000100,34.8972,34.8968,6.6461,0000000000000100,7.72668,-9999999,-9999999,0.1256,96.9098,0000000000000100,-9999999,-9999999,7.001,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8977,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
120,120,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,2,ctd\at30_010.hex,0000000000000100,2,0000000000000100,Aug 19 2015 23:17:01,2438.31,0000000000000100,2401.414,59.76196,-39.88159,2.615,0000000000000100,2.6159,0000000000000100,3.229729,0000000000000100,3.229762,0000000000000100,34.9224,34.9218,6.1443,0000000000000100,7.49869,-9999999,-9999999,0.0986,97.5662,0000000000000100,-9999999,-9999999,6.473,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9284,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
121,121,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,3,ctd\at30_010.hex,0000000000000100,3,0000000000000100,Aug 19 2015 23:24:24,2130.735,0000000000000100,2100.0,59.762,-39.8821,2.984,0000000000000100,2.9848,0000000000000100,3.250856,0000000000000100,3.250889,0000000000000100,34.9308,34.9303,6.0631,0000000000000100,7.43015,-9999999,-9999999,0.0964,97.6186,0000000000000100,-9999999,-9999999,6.363,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9315,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
122,122,AT30-01,10,GI03FLMA,59 45.71 N,039 52.84 W,2015-08-19T21:15:33Z,10,0000000000000100,4,ctd\at30_010.hex,0000000000000100,4,0000000000000100,Aug 19 2015 23:31:35,1826.304,0000000000000100,1801.246,59.7621,-39.8826,3.2575,0000000000000100,3.2581,0000000000000100,3.262687,0000000000000100,3.262716,0000000000000100,34.9294,34.929,6.0577,0000000000000100,7.38043,-9999999,-9999999,0.0966,97.6126,0000000000000100,-9999999,-9999999,6.344,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9307,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
