,Unnamed: 0,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottle Position,Filename,File Flag,Rosette Position,Niskin Flag,Bottle Closure,"Pressure, Digiquartz [db]",Pressure Flag,"Depth [salt water, m]",Latitude [deg],Longitude [deg],"Temperature [ITS-90, deg C]",Temperature 1 Flag,"Temperature, 2 [ITS-90, deg C]",Temperature 2 Flag,Conductivity [S/m],Conductivity 1 Flag,"Conductivity, 2 [S/m]",Conductivity 2 Flag,"Salinity, Practical [PSU]","Salinity, Practical, 2 [PSU]","Oxygen, SBE 43 [ml/l]",Oxygen Flag,"Oxygen Saturation, Garcia & Gordon [ml/l]",Fluorescence [mg/m^3],Fluorescence Flag,"Beam Attenuation, WET Labs C-Star [1/m]","Beam Transmission, WET Labs C-Star [%]",Transmissometer Flag,pH,pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Chl (ug/l),Phaeo (ug/l),Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments,Chl Comments
39,39,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,4,ctd\at30_004.hex,0000000000000100,4,0000000000000100,Aug 14 2015 17:10:08,253.428,0000000000000100,250.886,59.94834,-39.41587,3.9152,0000000000000100,3.9158,0000000000000100,3.251664,0000000000000100,3.251733,0000000000000100,34.9078,34.908,6.5005,0000000000000100,7.26411,-9999999,-9999999,0.1128,97.2181,0000000000000100,-9999999,-9999999,6.704,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9105,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
40,40,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,5,ctd\at30_004.hex,0000000000000100,5,0000000000000100,Aug 14 2015 17:15:23,131.865,0000000000000100,130.58,59.94836,-39.41581,4.2258,0000000000000100,4.2257,0000000000000100,3.273672,0000000000000100,3.273676,0000000000000100,34.9047,34.9048,6.5539,0000000000000100,7.20996,-9999999,-9999999,0.1157,97.1501,0000000000000100,-9999999,-9999999,6.744,0000000000000100,0000000000000100,0.0112698900121027,0.0271912110728984,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9103,0000000000000100,0000000000000100,2317.9690637382,0000000000000100,2168.80410967405,0000000000000100,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
41,41,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,6,ctd\at30_004.hex,0000000000000100,6,0000000000000100,Aug 14 2015 17:18:02,101.497,0000000000000100,100.516,59.94834,-39.41585,4.4178,0000000000000100,4.4183,0000000000000100,3.28964,0000000000000100,3.289701,0000000000000100,34.9061,34.9063,6.5966,0000000000000100,7.17669,-9999999,-9999999,0.1206,97.0309,0000000000000100,-9999999,-9999999,6.806,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9095,0000000000000100,0000000000000100,2310.25363840101,0000000000000100,2156.07096871079,0000000000000100,-9999999,-9999999,-9999999,7.70183316407764,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
42,42,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,7,ctd\at30_004.hex,0000000000000100,7,0000000000000100,Aug 14 2015 17:21:09,82.46,0000000000000100,81.667,59.94834,-39.41582,4.5295,0000000000000100,4.5316,0000000000000100,3.29739,0000000000000100,3.297585,0000000000000100,34.8895,34.8894,6.6282,0000000000000100,7.15831,-9999999,-9999999,0.1324,96.7434,0000000000000100,-9999999,-9999999,6.811,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8914,0000000000000100,0000000000000100,2322.93449839727,0000000000000100,2156.45886820225,0000000000000100,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
43,43,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,8,ctd\at30_004.hex,0000000000000100,8,0000000000000100,Aug 14 2015 17:24:16,40.726,0000000000000100,40.338,59.94836,-39.41582,7.5689,0000000000000100,7.5733,0000000000000100,3.570405,0000000000000100,3.570722,0000000000000100,34.8636,34.8627,6.7585,0000000000000100,6.67016,-9999999,-9999999,0.256,93.8006,0000000000000100,-9999999,-9999999,7.003,0000000000000100,0000000000000100,0.429104598787173,0.048600079757867,0000000000000101,0000000000000100,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8678,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,pick copepod off filter
44,44,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,9,ctd\at30_004.hex,0000000000000100,9,0000000000000100,Aug 14 2015 17:26:20,20.855,0000000000000100,20.658,59.94833,-39.41586,7.8677,0000000000000100,7.8674,0000000000000100,3.595977,0000000000000100,3.595913,0000000000000100,34.8508,34.8504,6.7191,0000000000000100,6.62583,-9999999,-9999999,0.256,93.8009,0000000000000100,-9999999,-9999999,6.964,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.854,0000000000000100,0000000000000100,2320.89867592437,0000000000000100,2114.40498416927,0000000000000100,-9999999,-9999999,-9999999,7.82018681636446,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
45,45,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,10,ctd\at30_004.hex,0000000000000100,10,0000000000000100,Aug 14 2015 17:27:47,15.141,0000000000000100,14.998,59.94835,-39.41584,7.8837,0000000000000100,7.8843,0000000000000100,3.597042,0000000000000100,3.597037,0000000000000100,34.8492,34.8485,6.6987,0000000000000100,6.62352,-9999999,-9999999,0.2499,93.9435,0000000000000100,-9999999,-9999999,6.964,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8513,0000000000000100,0000000000000100,2322.90586858191,0000000000000100,2095.78816276353,0000000000000100,-9999999,-9999999,-9999999,7.81961628582899,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
46,46,AT30-01,4,GI01SUMO,59 57.06 N,039 25.14 W,2015-08-14T14:16:48Z,4,0000000000000100,11,ctd\at30_004.hex,0000000000000100,11,0000000000000100,Aug 14 2015 17:30:09,1.673,0000000000000100,1.657,59.94834,-39.41583,8.2479,0000000000000100,8.2625,0000000000000100,3.63069,0000000000000100,3.631975,0000000000000100,34.8541,34.8534,6.6705,0000000000000100,6.56938,-9999999,-9999999,0.2292,94.4314,0000000000000100,-9999999,-9999999,6.91,0000000000000100,0000000000000100,0.254727806884429,0.0374284089826523,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8578,0000000000000100,0000000000000100,2322.60162108789,0000000000000100,2116.77410259711,0000000000000100,-9999999,-9999999,-9999999,7.826828019753,25,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
47,47,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,1,ctd\at30_005.hex,0000000000000100,1,0000000000000100,Aug 14 2015 21:31:47,2702.235,0000000000000100,2659.666,59.99422,-39.4735,1.4176,0000000000000100,1.4189,0000000000000100,3.133087,0000000000000100,3.133157,0000000000000100,34.8975,34.897,6.6401,0000000000000100,7.7288,-9999999,-9999999,0.1465,96.4042,0000000000000100,-9999999,-9999999,6.944,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9008,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
48,48,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,2,ctd\at30_005.hex,0000000000000100,2,0000000000000100,Aug 14 2015 21:36:55,2540.306,0000000000000100,2501.227,59.99474,-39.47466,2.319,0000000000000100,2.3225,0000000000000100,3.206855,0000000000000100,3.20712,0000000000000100,34.9126,34.9122,6.2821,0000000000000100,7.55464,-9999999,-9999999,0.1122,97.2329,0000000000000100,-9999999,-9999999,6.585,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9183,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
49,49,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,3,ctd\at30_005.hex,0000000000000100,3,0000000000000100,Aug 14 2015 21:43:25,2283.911,0000000000000100,2250.119,59.99532,-39.47603,2.8524,0000000000000100,2.8531,0000000000000100,3.245015,0000000000000100,3.245027,0000000000000100,34.9273,34.9266,6.1026,0000000000000100,7.45449,-9999999,-9999999,0.1033,97.4497,0000000000000100,-9999999,-9999999,6.404,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9309,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
50,50,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,4,ctd\at30_005.hex,0000000000000100,4,0000000000000100,Aug 14 2015 21:49:45,2030.968,0000000000000100,2002.102,59.99586,-39.47734,3.1001,0000000000000100,3.1009,0000000000000100,3.256813,0000000000000100,3.256841,0000000000000100,34.9269,34.9263,6.0744,0000000000000100,7.40913,-9999999,-9999999,0.1033,97.4497,0000000000000100,-9999999,-9999999,6.362,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9298,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
51,51,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,5,ctd\at30_005.hex,0000000000000100,5,0000000000000100,Aug 14 2015 21:58:27,1623.182,0000000000000100,1601.646,59.99662,-39.47903,3.4524,0000000000000100,3.453,0000000000000100,3.271267,0000000000000100,3.271285,0000000000000100,34.9247,34.9244,6.0481,0000000000000100,7.34552,-9999999,-9999999,0.1044,97.4231,0000000000000100,-9999999,-9999999,6.313,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9266,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
52,52,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,6,ctd\at30_005.hex,0000000000000100,6,0000000000000100,Aug 14 2015 22:08:54,1116.377,0000000000000100,1102.889,59.99738,-39.4808,3.5674,0000000000000100,3.5679,0000000000000100,3.25642,0000000000000100,3.256457,0000000000000100,34.8803,34.8802,6.4825,0000000000000100,7.32715,-9999999,-9999999,0.1068,97.3664,0000000000000100,-9999999,-9999999,6.724,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.882,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
53,53,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,7,ctd\at30_005.hex,0000000000000100,7,0000000000000100,Aug 14 2015 22:13:40,911.324,0000000000000100,900.754,59.99766,-39.48143,3.6659,0000000000000100,3.6664,0000000000000100,3.257129,0000000000000100,3.257181,0000000000000100,34.8896,34.8897,6.5975,0000000000000100,7.30912,-9999999,-9999999,0.1065,97.3726,0000000000000100,-9999999,-9999999,6.852,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.892,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
54,54,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,8,ctd\at30_005.hex,0000000000000100,8,0000000000000100,Aug 14 2015 22:16:44,811.041,0000000000000100,801.826,59.9978,-39.48176,3.6933,0000000000000100,3.6936,0000000000000100,3.255451,0000000000000100,3.255479,0000000000000100,34.8926,34.8926,6.6033,0000000000000100,7.30409,-9999999,-9999999,0.106,97.3855,0000000000000100,-9999999,-9999999,6.85,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8983,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
55,55,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,9,ctd\at30_005.hex,0000000000000100,9,0000000000000100,Aug 14 2015 22:21:27,606.803,0000000000000100,600.203,59.99804,-39.48234,3.8465,0000000000000100,3.8466,0000000000000100,3.2614,0000000000000100,3.261414,0000000000000100,34.9079,34.908,6.445,0000000000000100,7.27622,-9999999,-9999999,0.107,97.3605,0000000000000100,-9999999,-9999999,6.669,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9128,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
56,56,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,10,ctd\at30_005.hex,0000000000000100,10,0000000000000100,Aug 14 2015 22:26:20,404.601,0000000000000100,400.395,59.99828,-39.48286,4.1116,0000000000000100,4.1121,0000000000000100,3.277809,0000000000000100,3.277864,0000000000000100,34.9283,34.9284,6.3957,0000000000000100,7.22869,-9999999,-9999999,0.1088,97.3168,0000000000000100,-9999999,-9999999,6.61,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9337,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
57,57,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,11,ctd\at30_005.hex,0000000000000100,11,0000000000000100,Aug 14 2015 22:30:22,252.172,0000000000000100,249.642,59.9985,-39.48343,4.4404,0000000000000100,4.4418,0000000000000100,3.302851,0000000000000100,3.302998,0000000000000100,34.9567,34.9569,6.3725,0000000000000100,7.17037,-9999999,-9999999,0.1095,97.3001,0000000000000100,-9999999,-9999999,6.576,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9601,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
58,58,AT30-01,5,GI02HYPM,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,12,ctd\at30_005.hex,0000000000000100,12,0000000000000100,Aug 14 2015 22:34:08,141.756,0000000000000100,140.371,59.99872,-39.48392,4.906,0000000000000100,4.9067,0000000000000100,3.343148,0000000000000100,3.343215,0000000000000100,34.9954,34.9954,6.3759,0000000000000100,7.08923,-9999999,-9999999,0.1131,97.2105,0000000000000100,-9999999,-9999999,6.564,0000000000000100,0000000000000100,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9933,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
59,59,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,13,ctd\at30_005.hex,0000000000000100,13,0000000000000100,Aug 14 2015 22:36:58,101.984,0000000000000100,100.997,59.99885,-39.4842,5.1514,0000000000000100,5.1534,0000000000000100,3.363368,0000000000000100,3.36349,0000000000000100,34.9931,34.9925,6.4191,0000000000000100,7.04818,-9999999,-9999999,0.117,97.1167,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
60,60,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,14,ctd\at30_005.hex,0000000000000100,14,0000000000000100,Aug 14 2015 22:37:05,102.115,0000000000000100,101.127,59.99886,-39.48422,5.1545,0000000000000100,5.1539,0000000000000100,3.363681,0000000000000100,3.363614,0000000000000100,34.9934,34.9933,6.4176,0000000000000100,7.04764,-9999999,-9999999,0.1175,97.1067,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
61,61,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,15,ctd\at30_005.hex,0000000000000100,15,0000000000000100,Aug 14 2015 22:37:11,102.257,0000000000000100,101.268,59.99886,-39.48424,5.156,0000000000000100,5.1575,0000000000000100,3.363844,0000000000000100,3.363978,0000000000000100,34.9937,34.9937,6.412,0000000000000100,7.04739,-9999999,-9999999,0.1168,97.1223,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
62,62,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,16,ctd\at30_005.hex,0000000000000100,16,0000000000000100,Aug 14 2015 22:37:18,102.497,0000000000000100,101.506,59.99886,-39.48424,5.1564,0000000000000100,5.1557,0000000000000100,3.363891,0000000000000100,3.363829,0000000000000100,34.9937,34.9937,6.4132,0000000000000100,7.04732,-9999999,-9999999,0.1178,97.0989,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
63,63,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,17,ctd\at30_005.hex,0000000000000100,17,0000000000000100,Aug 14 2015 22:37:24,102.522,0000000000000100,101.53,59.99886,-39.48425,5.1525,0000000000000100,5.1538,0000000000000100,3.363511,0000000000000100,3.363673,0000000000000100,34.9934,34.9939,6.4313,0000000000000100,7.04799,-9999999,-9999999,0.1171,97.1145,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
64,64,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,18,ctd\at30_005.hex,0000000000000100,18,0000000000000100,Aug 14 2015 22:37:30,101.989,0000000000000100,101.002,59.99888,-39.48425,5.1535,0000000000000100,5.1542,0000000000000100,3.363586,0000000000000100,3.363661,0000000000000100,34.9934,34.9936,6.4124,0000000000000100,7.04781,-9999999,-9999999,0.1177,97.0997,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
65,65,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,19,ctd\at30_005.hex,0000000000000100,19,0000000000000100,Aug 14 2015 22:37:37,102.375,0000000000000100,101.385,59.99888,-39.48425,5.1515,0000000000000100,5.1529,0000000000000100,3.363398,0000000000000100,3.363514,0000000000000100,34.9932,34.9931,6.4194,0000000000000100,7.04816,-9999999,-9999999,0.1173,97.1105,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
66,66,AT30-01,5,-9999999,59 59.33 N,039 27.67 W,2015-08-14T19:36:17Z,5,0000000000000100,20,ctd\at30_005.hex,0000000000000100,20,0000000000000100,Aug 14 2015 22:37:43,102.422,0000000000000100,101.431,59.99888,-39.48425,5.1474,0000000000000100,5.1517,0000000000000100,3.362996,0000000000000100,3.363391,0000000000000100,34.9928,34.9929,6.4124,0000000000000100,7.04885,-9999999,-9999999,0.1174,97.1075,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
