       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
   2794.000     1.3681     1.3699   3.131313   3.131433     1.7772    -0.3675     0.5034    34.8853 5.6191e+02   2749.457    34.8853    34.8849     6.5272    1501.74    27.9416    27.9411
   2793.000     1.3685     1.3700   3.131314   3.131416     1.7772    -0.3804     0.4974    34.8855 5.5853e+02   2748.479    34.8855    34.8851     6.5263    1501.72    27.9417    27.9413
   2792.000     1.3689     1.3702   3.131302   3.131394     1.7775    -0.3665     0.4960    34.8854 5.6023e+02   2747.501    34.8853    34.8851     6.5266    1501.71    27.9415    27.9413
   2791.000     1.3688     1.3698   3.131262   3.131322     1.7776    -0.3632     0.5043    34.8854 5.6500e+02   2746.524    34.8854    34.8850     6.5264    1501.69    27.9416    27.9412
   2790.000     1.3686     1.3697   3.131208   3.131278     1.7778    -0.3633     0.5002    34.8855 5.6623e+02   2745.546    34.8855    34.8851     6.5267    1501.67    27.9417    27.9413
   2789.000     1.3686     1.3697   3.131180   3.131240     1.7783    -0.3650     0.5120    34.8855 5.5373e+02   2744.568    34.8855    34.8852     6.5284    1501.66    27.9417    27.9413
   2788.000     1.3693     1.3702   3.131179   3.131220     1.7786    -0.3858     0.5017    34.8853 5.4605e+02   2743.591    34.8853    34.8848     6.5290    1501.64    27.9415    27.9410
   2787.000     1.3725     1.3759   3.131500   3.131667     1.7788    -0.3642     0.4847    34.8851 5.4892e+02   2742.613    34.8862    34.8847     6.5286    1501.64    27.9420    27.9405
   2786.000     1.3832     1.3876   3.132366   3.132678     1.7792    -0.3836     0.4784    34.8846 5.5271e+02   2741.635    34.8860    34.8851     6.5275    1501.67    27.9411    27.9400
   2785.000     1.3913     1.3967   3.133102   3.133445     1.7798    -0.3909     0.4751    34.8847 5.5635e+02   2740.657    34.8868    34.8853     6.5281    1501.69    27.9412    27.9396
   2784.000     1.4059     1.4194   3.134331   3.135387     1.7808    -0.3925     0.4494    34.8839 5.5958e+02   2739.680    34.8868    34.8854     6.5297    1501.74    27.9401    27.9381
   2783.000     1.4228     1.4389   3.135867   3.137016     1.7811    -0.3840     0.4452    34.8832 5.6229e+02   2738.702    34.8881    34.8849     6.5271    1501.80    27.9400    27.9364
   2782.000     1.4470     1.4644   3.138014   3.139194     1.7814    -0.3644     0.4410    34.8829 5.6374e+02   2737.724    34.8891    34.8850     6.5229    1501.89    27.9392    27.9347
   2781.000     1.4555     1.4767   3.138371   3.140273     1.7821    -0.3790     0.4331    34.8836 5.6405e+02   2736.746    34.8848    34.8855     6.5243    1501.90    27.9351    27.9342
   2780.000     1.4695     1.4727   3.139639   3.139912     1.7819    -0.3768     0.4284    34.8842 5.6075e+02   2735.769    34.8860    34.8858     6.5195    1501.95    27.9351    27.9348
   2779.000     1.4405     1.4368   3.137293   3.136673     1.7812    -0.3671     0.4235    34.8862 5.5006e+02   2734.791    34.8886    34.8849     6.5206    1501.81    27.9392    27.9365
   2778.000     1.4796     1.4823   3.140506   3.140553     1.7822    -0.3696     0.4263    34.8837 5.5028e+02   2733.813    34.8868    34.8844     6.5175    1501.96    27.9350    27.9330
   2777.000     1.5036     1.5202   3.142853   3.143792     1.7828    -0.3818     0.4226    34.8834 5.5085e+02   2732.835    34.8904    34.8841     6.5146    1502.05    27.9363    27.9300
   2776.000     1.5434     1.5597   3.146000   3.147228     1.7834    -0.3870     0.4188    34.8809 5.5272e+02   2731.858    34.8869    34.8846     6.5095    1502.21    27.9307    27.9277
   2775.000     1.5629     1.5722   3.147657   3.148361     1.7837    -0.3715     0.4116    34.8817 5.5403e+02   2730.880    34.8869    34.8856     6.5064    1502.28    27.9293    27.9276
   2774.000     1.5725     1.5847   3.148471   3.149414     1.7839    -0.3865     0.4087    34.8823 5.5549e+02   2729.902    34.8871    34.8856     6.5045    1502.30    27.9288    27.9267
   2773.000     1.5846     1.5922   3.149544   3.150045     1.7844    -0.3873     0.4085    34.8823 5.5715e+02   2728.924    34.8878    34.8858     6.5039    1502.34    27.9285    27.9264
   2772.000     1.5935     1.6020   3.150071   3.150884     1.7842    -0.3661     0.4117    34.8817 5.5811e+02   2727.946    34.8852    34.8861     6.5007    1502.36    27.9258    27.9259
   2771.000     1.6024     1.6055   3.150921   3.151105     1.7847    -0.3713     0.4084    34.8819 5.6094e+02   2726.969    34.8866    34.8856     6.5002    1502.38    27.9263    27.9252
   2770.000     1.6124     1.6069   3.151668   3.151183     1.7842    -0.3677     0.4082    34.8818 5.6232e+02   2725.991    34.8856    34.8854     6.4953    1502.41    27.9247    27.9250
   2769.000     1.6059     1.6030   3.151032   3.150819     1.7838    -0.3762     0.4041    34.8831 5.5838e+02   2725.013    34.8851    34.8857     6.4936    1502.36    27.9248    27.9254
   2768.000     1.6047     1.6062   3.150872   3.150991     1.7838    -0.3673     0.4097    34.8834 5.5327e+02   2724.035    34.8850    34.8848     6.4928    1502.34    27.9248    27.9245
   2767.000     1.6104     1.6113   3.151426   3.151367     1.7839    -0.3764     0.4093    34.8833 5.5294e+02   2723.057    34.8862    34.8844     6.4912    1502.35    27.9253    27.9238
   2766.000     1.6199     1.6235   3.152169   3.152404     1.7839    -0.3899     0.4121    34.8832 5.5265e+02   2722.080    34.8856    34.8846     6.4887    1502.37    27.9242    27.9231
   2765.000     1.6252     1.6287   3.152603   3.152823     1.7839    -0.3914     0.4034    34.8833 5.5194e+02   2721.102    34.8857    34.8846     6.4868    1502.38    27.9238    27.9228
   2764.000     1.6282     1.6303   3.152775   3.152940     1.7840    -0.3926     0.4040    34.8829 5.5111e+02   2720.124    34.8850    34.8849     6.4861    1502.37    27.9231    27.9228
   2763.000     1.6310     1.6340   3.153000   3.153196     1.7847    -0.3938     0.4074    34.8833 5.5168e+02   2719.146    34.8853    34.8845     6.4880    1502.37    27.9231    27.9222
   2762.000     1.6344     1.6366   3.153230   3.153390     1.7846    -0.3912     0.4025    34.8830 5.5370e+02   2718.168    34.8850    34.8845     6.4863    1502.37    27.9226    27.9221
   2761.000     1.6347     1.6376   3.153207   3.153447     1.7846    -0.3924     0.4020    34.8834 5.5716e+02   2717.190    34.8849    34.8846     6.4852    1502.35    27.9225    27.9221
