       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
   2690.000     1.5189     1.5199   3.140502   3.140538     1.7962    -0.3731     0.3991    34.8860 1.0919e+03   2647.705    34.8860    34.8854     6.5059    1500.63    27.9311    27.9305
   2689.000     1.5187     1.5199   3.140451   3.140502     1.7964    -0.3710     0.3998    34.8861 1.0862e+03   2646.727    34.8861    34.8854     6.5058    1500.62    27.9312    27.9306
   2688.000     1.5188     1.5202   3.140418   3.140498     1.7968    -0.3681     0.3981    34.8861 1.0783e+03   2645.749    34.8860    34.8855     6.5069    1500.60    27.9311    27.9306
   2687.000     1.5171     1.5180   3.140252   3.140288     1.7968    -0.3774     0.3995    34.8863 1.0588e+03   2644.771    34.8863    34.8857     6.5063    1500.58    27.9315    27.9309
   2686.000     1.5123     1.5135   3.139766   3.139811     1.7977    -0.3703     0.4019    34.8859 1.0461e+03   2643.792    34.8859    34.8852     6.5109    1500.54    27.9315    27.9308
   2685.000     1.5132     1.5143   3.139825   3.139866     1.7976    -0.3721     0.4020    34.8859 1.0450e+03   2642.814    34.8861    34.8854     6.5097    1500.52    27.9316    27.9309
   2684.000     1.5154     1.5168   3.139985   3.140040     1.7977    -0.3742     0.4003    34.8859 1.0420e+03   2641.836    34.8862    34.8854     6.5088    1500.52    27.9315    27.9307
   2683.000     1.5168     1.5178   3.140049   3.140082     1.7979    -0.3703     0.3970    34.8859 1.0385e+03   2640.858    34.8860    34.8853     6.5087    1500.51    27.9312    27.9306
   2682.000     1.5171     1.5183   3.140039   3.140088     1.7984    -0.3744     0.3971    34.8859 1.0353e+03   2639.880    34.8860    34.8853     6.5101    1500.49    27.9312    27.9305
   2681.000     1.5169     1.5180   3.139979   3.140037     1.7986    -0.3845     0.3971    34.8859 1.0323e+03   2638.901    34.8859    34.8855     6.5104    1500.47    27.9311    27.9307
   2680.000     1.5164     1.5173   3.139905   3.139929     1.7989    -0.3867     0.3955    34.8860 1.0296e+03   2637.923    34.8860    34.8854     6.5110    1500.45    27.9312    27.9307
   2679.000     1.5160     1.5169   3.139823   3.139857     1.7989    -0.3660     0.3922    34.8860 1.0287e+03   2636.945    34.8859    34.8854     6.5106    1500.43    27.9312    27.9307
   2678.000     1.5155     1.5165   3.139752   3.139776     1.7991    -0.3678     0.3942    34.8861 1.0293e+03   2635.967    34.8861    34.8854     6.5108    1500.42    27.9313    27.9307
   2677.000     1.5152     1.5165   3.139683   3.139742     1.7993    -0.3796     0.3970    34.8860 1.0348e+03   2634.989    34.8860    34.8854     6.5109    1500.40    27.9313    27.9307
   2676.000     1.5150     1.5163   3.139627   3.139677     1.7998    -0.3723     0.3922    34.8860 1.0428e+03   2634.010    34.8860    34.8853     6.5127    1500.38    27.9313    27.9306
   2675.000     1.5150     1.5162   3.139583   3.139629     1.8000    -0.3774     0.3935    34.8861 1.0443e+03   2633.032    34.8860    34.8853     6.5129    1500.36    27.9313    27.9306
   2674.000     1.5148     1.5159   3.139524   3.139558     1.8003    -0.3933     0.3972    34.8859 1.0424e+03   2632.054    34.8859    34.8852     6.5132    1500.34    27.9312    27.9306
   2673.000     1.5157     1.5171   3.139575   3.139633     1.8003    -0.3731     0.4059    34.8860 1.0398e+03   2631.076    34.8861    34.8853     6.5121    1500.33    27.9313    27.9305
   2672.000     1.5170     1.5182   3.139659   3.139691     1.8006    -0.3719     0.4027    34.8860 1.0362e+03   2630.098    34.8862    34.8852     6.5126    1500.32    27.9312    27.9304
   2671.000     1.5170     1.5180   3.139602   3.139643     1.8009    -0.3732     0.3971    34.8860 1.0319e+03   2629.119    34.8859    34.8854     6.5135    1500.30    27.9311    27.9306
   2670.000     1.5167     1.5177   3.139548   3.139578     1.8009    -0.3733     0.3971    34.8861 1.0263e+03   2628.141    34.8861    34.8853     6.5125    1500.28    27.9312    27.9305
   2669.000     1.5174     1.5182   3.139551   3.139589     1.8015    -0.3730     0.3917    34.8858 1.0212e+03   2627.163    34.8859    34.8855     6.5145    1500.27    27.9310    27.9306
   2668.000     1.5177     1.5182   3.139545   3.139541     1.8016    -0.3843     0.3911    34.8858 1.0220e+03   2626.185    34.8859    34.8853     6.5140    1500.26    27.9310    27.9305
   2667.000     1.5182     1.5189   3.139550   3.139568     1.8016    -0.3731     0.3968    34.8859 1.0298e+03   2625.206    34.8859    34.8854     6.5131    1500.24    27.9309    27.9304
   2666.000     1.5184     1.5195   3.139533   3.139568     1.8021    -0.3734     0.3921    34.8859 1.0343e+03   2624.228    34.8859    34.8852     6.5149    1500.22    27.9309    27.9303
   2665.000     1.5196     1.5206   3.139593   3.139622     1.8019    -0.3743     0.3922    34.8858 1.0370e+03   2623.250    34.8859    34.8852     6.5130    1500.21    27.9308    27.9302
   2664.000     1.5195     1.5205   3.139540   3.139590     1.8024    -0.3879     0.4029    34.8859 1.0373e+03   2622.272    34.8858    34.8853     6.5145    1500.19    27.9308    27.9303
   2663.000     1.5194     1.5203   3.139495   3.139534     1.8027    -0.3815     0.4030    34.8858 1.0331e+03   2621.293    34.8859    34.8854     6.5153    1500.18    27.9308    27.9303
   2662.000     1.5199     1.5216   3.139520   3.139591     1.8028    -0.3705     0.3949    34.8859 1.0269e+03   2620.315    34.8860    34.8852     6.5147    1500.16    27.9309    27.9301
   2661.000     1.5220     1.5228   3.139647   3.139672     1.8027    -0.3720     0.3907    34.8856 1.0207e+03   2619.337    34.8858    34.8853     6.5130    1500.16    27.9306    27.9301
   2660.000     1.5223     1.5230   3.139620   3.139645     1.8029    -0.3710     0.4033    34.8857 1.0168e+03   2618.359    34.8857    34.8852     6.5129    1500.14    27.9304    27.9300
   2659.000     1.5217     1.5225   3.139543   3.139555     1.8029    -0.3715     0.4068    34.8858 1.0161e+03   2617.380    34.8859    34.8852     6.5122    1500.12    27.9306    27.9300
   2658.000     1.5214     1.5222   3.139481   3.139503     1.8029    -0.3725     0.4062    34.8859 1.0179e+03   2616.402    34.8859    34.8853     6.5115    1500.10    27.9306    27.9301
   2657.000     1.5214     1.5222   3.139434   3.139469     1.8029    -0.3735     0.3924    34.8858 1.0197e+03   2615.424    34.8858    34.8853     6.5107    1500.08    27.9306    27.9301
   2656.000     1.5212     1.5221   3.139378   3.139420     1.8031    -0.3790     0.3941    34.8858 1.0178e+03   2614.445    34.8858    34.8853     6.5107    1500.07    27.9305    27.9301
   2655.000     1.5207     1.5216   3.139294   3.139323     1.8032    -0.3947     0.3972    34.8858 1.0156e+03   2613.467    34.8858    34.8851     6.5105    1500.05    27.9306    27.9300
   2654.000     1.5201     1.5208   3.139202   3.139219     1.8034    -0.3777     0.3933    34.8859 1.0166e+03   2612.489    34.8858    34.8852     6.5107    1500.03    27.9306    27.9300
   2653.000     1.5209     1.5232   3.139277   3.139375     1.8039    -0.3847     0.3922    34.8859 1.0194e+03   2611.510    34.8862    34.8850     6.5122    1500.01    27.9309    27.9298
   2652.000     1.5254     1.5272   3.139601   3.139676     1.8042    -0.3893     0.3933    34.8855 1.0231e+03   2610.532    34.8859    34.8849     6.5122    1500.02    27.9303    27.9294
   2651.000     1.5275     1.5286   3.139718   3.139760     1.8042    -0.3732     0.3971    34.8853 1.0282e+03   2609.554    34.8856    34.8849     6.5109    1500.01    27.9299    27.9293
   2650.000     1.5276     1.5290   3.139690   3.139756     1.8042    -0.3731     0.4011    34.8854 1.0315e+03   2608.576    34.8856    34.8850     6.5101    1499.99    27.9299    27.9293
   2649.000     1.5279     1.5290   3.139679   3.139726     1.8042    -0.3734     0.3996    34.8854 1.0307e+03   2607.597    34.8856    34.8850     6.5092    1499.98    27.9299    27.9293
   2648.000     1.5281     1.5288   3.139652   3.139671     1.8044    -0.3736     0.3950    34.8855 1.0253e+03   2606.619    34.8856    34.8851     6.5094    1499.96    27.9299    27.9294
   2647.000     1.5277     1.5285   3.139588   3.139601     1.8051    -0.3833     0.4007    34.8856 1.0140e+03   2605.641    34.8857    34.8850     6.5120    1499.94    27.9299    27.9294
   2646.000     1.5279     1.5288   3.139547   3.139563     1.8058    -0.3922     0.4194    34.8853 1.0155e+03   2604.662    34.8854    34.8847     6.5145    1499.93    27.9297    27.9291
   2645.000     1.5293     1.5308   3.139635   3.139702     1.8060    -0.3712     0.4516    34.8852 1.0197e+03   2603.684    34.8855    34.8847     6.5146    1499.91    27.9297    27.9289
   2644.000     1.5307     1.5322   3.139738   3.139785     1.8063    -0.3704     0.4261    34.8854 1.0222e+03   2602.706    34.8857    34.8847     6.5147    1499.90    27.9297    27.9289
   2643.000     1.5311     1.5321   3.139733   3.139750     1.8063    -0.3727     0.3978    34.8855 1.0223e+03   2601.727    34.8857    34.8849     6.5139    1499.89    27.9297    27.9290
   2642.000     1.5316     1.5324   3.139723   3.139746     1.8065    -0.3690     0.4007    34.8853 1.0223e+03   2600.749    34.8855    34.8849     6.5137    1499.87    27.9295    27.9289
   2641.000     1.5320     1.5329   3.139706   3.139749     1.8067    -0.3719     0.4010    34.8853 1.0222e+03   2599.771    34.8854    34.8849     6.5142    1499.86    27.9294    27.9289
   2640.000     1.5319     1.5326   3.139671   3.139686     1.8068    -0.3735     0.3925    34.8854 1.0225e+03   2598.792    34.8855    34.8849     6.5137    1499.84    27.9294    27.9289
   2639.000     1.5317     1.5323   3.139618   3.139618     1.8068    -0.3731     0.3931    34.8854 1.0194e+03   2597.814    34.8855    34.8849     6.5130    1499.82    27.9295    27.9290
