       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
      4.000     6.2637     6.2188   3.445157   3.444560     2.8693     6.2128     1.0219    34.8367 7.0175e+02      3.962    34.8231    34.8624     7.3837    1475.63    27.3789    27.4158
      5.000     6.3167     6.3272   3.454168   3.454415     2.8719     5.9164     0.8159    34.8659 6.7669e+02      4.953    34.8694    34.8614     7.3807    1475.91    27.4085    27.4008
      6.000     6.2503     6.2638   3.446815   3.448447     2.8637     5.8764     0.8318    34.8598 6.8648e+02      5.943    34.8543    34.8589     7.3689    1475.65    27.4053    27.4071
      7.000     6.1811     6.1770   3.441256   3.440847     2.8592     6.4782     0.8845    34.8624 6.8707e+02      6.934    34.8624    34.8621     7.3682    1475.40    27.4207    27.4210
      8.000     6.2499     6.2496   3.447517   3.447673     2.8578     6.8815     0.8467    34.8599 6.8546e+02      7.925    34.8617    34.8637     7.3522    1475.69    27.4112    27.4128
      9.000     6.3050     6.2843   3.453136   3.450965     2.8594     6.9014     0.8401    34.8606 6.8547e+02      8.915    34.8677    34.8645     7.3476    1475.93    27.4087    27.4089
     10.000     6.3424     6.3435   3.455190   3.455972     2.8600     6.7653     0.8601    34.8562 6.8220e+02      9.906    34.8519    34.8595     7.3442    1476.07    27.3913    27.3972
     11.000     6.2853     6.3406   3.451453   3.456227     2.8631     7.2764     0.8738    34.8620 6.8041e+02     10.896    34.8680    34.8649     7.3647    1475.89    27.4116    27.4018
     12.000     6.3760     6.3854   3.458835   3.460154     2.8659     5.9531     0.8204    34.8561 6.8285e+02     11.887    34.8573    34.8624     7.3581    1476.24    27.3912    27.3940
     13.000     6.3208     6.3320   3.454069   3.455130     2.8645     6.4335     0.8122    34.8595 6.8549e+02     12.877    34.8599    34.8604     7.3646    1476.05    27.4005    27.3994
     14.000     6.1004     6.2093   3.428452   3.443564     2.8348     6.8946     0.8548    34.8511 6.8278e+02     13.868    34.7968    34.8557     7.3167    1475.11    27.3790    27.4117
     15.000     5.2330     5.2878   3.354556   3.359115     2.8099     6.5775     0.8454    34.8902 6.7647e+02     14.858    34.8520    34.8474     7.3978    1471.73    27.5305    27.5201
     16.000     5.1171     5.1187   3.345025   3.345244     2.7762     5.4912     0.7316    34.8888 6.7548e+02     15.849    34.8626    34.8635     7.3120    1471.30    27.5528    27.5533
     17.000     5.0999     5.1010   3.343711   3.344042     2.7280     5.7651     0.7160    34.8867 6.8293e+02     16.839    34.8650    34.8676     7.1609    1471.25    27.5567    27.5587
     18.000     5.0515     5.0518   3.339362   3.339726     2.6805     2.6333     0.6123    34.8851 6.8337e+02     17.830    34.8647    34.8686     7.0175    1471.07    27.5622    27.5652
     19.000     4.9985     4.9981   3.334557   3.334743     2.6542     1.9107     0.5676    34.8803 6.7521e+02     18.820    34.8639    34.8665     6.9431    1470.87    27.5677    27.5698
     20.000     4.9781     4.9782   3.332972   3.333170     2.6392     2.6399     0.5713    34.8792 6.7169e+02     19.811    34.8664    34.8685     6.8992    1470.80    27.5721    27.5738
     21.000     4.9567     4.9570   3.331223   3.331430     2.6263     2.3583     0.5607    34.8783 6.7806e+02     20.801    34.8680    34.8701     6.8622    1470.73    27.5758    27.5775
     22.000     4.9340     4.9363   3.329306   3.329891     2.6144     2.0740     0.5499    34.8800 6.7810e+02     21.792    34.8690    34.8733     6.8285    1470.66    27.5793    27.5825
     23.000     4.9072     4.9075   3.327068   3.327294     2.6048     1.4036     0.5135    34.8789 6.7328e+02     22.782    34.8705    34.8729     6.8030    1470.57    27.5836    27.5854
     24.000     4.8975     4.8973   3.326556   3.326686     2.5960     1.2006     0.4958    34.8798 6.7296e+02     23.773    34.8743    34.8760     6.7770    1470.55    27.5877    27.5891
