       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
   2845.000     1.4127     1.4193   3.137318   3.137862     1.7653    -0.3905     0.3944    34.8875 2.3565e+03   2799.319    34.8877    34.8874     6.5007    1502.81    27.9408    27.9401
   2844.000     1.4148     1.4196   3.137448   3.137859     1.7654    -0.3881     0.3972    34.8875 2.3579e+03   2798.342    34.8876    34.8874     6.5003    1502.80    27.9405    27.9401
   2843.000     1.4147     1.4191   3.137406   3.137777     1.7655    -0.3704     0.3971    34.8877 2.3612e+03   2797.365    34.8877    34.8875     6.4999    1502.78    27.9406    27.9402
   2842.000     1.4139     1.4172   3.137287   3.137577     1.7655    -0.3662     0.3963    34.8877 2.3636e+03   2796.387    34.8875    34.8875     6.4992    1502.76    27.9405    27.9403
   2841.000     1.4082     1.4105   3.136757   3.136919     1.7663    -0.3731     0.4007    34.8876 2.3259e+03   2795.409    34.8875    34.8871     6.5034    1502.72    27.9410    27.9404
   2840.000     1.4053     1.4069   3.136435   3.136518     1.7675    -0.3868     0.4028    34.8870 2.2938e+03   2794.432    34.8871    34.8864     6.5091    1502.69    27.9408    27.9401
   2839.000     1.4057     1.4074   3.136428   3.136523     1.7674    -0.3674     0.4066    34.8871 2.2948e+03   2793.455    34.8871    34.8865     6.5081    1502.67    27.9407    27.9401
   2838.000     1.4095     1.4122   3.136768   3.136936     1.7676    -0.3865     0.3934    34.8871 2.2939e+03   2792.477    34.8877    34.8869     6.5074    1502.67    27.9410    27.9401
   2837.000     1.4135     1.4152   3.137076   3.137163     1.7677    -0.3642     0.3973    34.8872 2.2936e+03   2791.500    34.8877    34.8869     6.5061    1502.67    27.9407    27.9399
   2836.000     1.4188     1.4216   3.137506   3.137718     1.7683    -0.3669     0.3932    34.8870 2.2999e+03   2790.522    34.8877    34.8873     6.5072    1502.68    27.9404    27.9398
   2835.000     1.4249     1.4307   3.138045   3.138557     1.7685    -0.3618     0.3961    34.8873 2.2949e+03   2789.544    34.8883    34.8884     6.5065    1502.69    27.9404    27.9401
   2834.000     1.4327     1.4395   3.138740   3.139300     1.7689    -0.3671     0.3783    34.8878 2.2873e+03   2788.567    34.8890    34.8887     6.5058    1502.71    27.9404    27.9397
   2833.000     1.4445     1.4487   3.139813   3.140113     1.7689    -0.3836     0.3758    34.8886 2.2815e+03   2787.589    34.8900    34.8892     6.5027    1502.75    27.9404    27.9395
   2832.000     1.4489     1.4589   3.140221   3.141024     1.7689    -0.3773     0.3745    34.8891 2.2823e+03   2786.612    34.8908    34.8900     6.5010    1502.75    27.9407    27.9394
   2831.000     1.4597     1.4642   3.141171   3.141497     1.7689    -0.3644     0.3725    34.8894 2.2881e+03   2785.634    34.8915    34.8906     6.4981    1502.78    27.9405    27.9395
