       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
      4.000     6.2555     6.2557   3.445468   3.445800     2.7488    -0.0970     0.4901    34.8358 1.0055e+03      3.962    34.8349    34.8384     7.0082    1475.61    27.3892    27.3920
      5.000     6.2103     6.2092   3.441224   3.441532     2.7457    -0.0741     0.4929    34.8369 1.0318e+03      4.953    34.8331    34.8377     7.0074    1475.45    27.3938    27.3975
      6.000     6.1645     6.1643   3.437254   3.437581     2.7440    -0.0089     0.5094    34.8383 1.0247e+03      5.943    34.8349    34.8389     7.0109    1475.29    27.4012    27.4043
      7.000     6.1363     6.1362   3.434644   3.435040     2.7438     0.1127     0.5448    34.8387 1.0203e+03      6.934    34.8340    34.8386     7.0163    1475.19    27.4041    27.4077
      8.000     6.1044     6.1050   3.431916   3.432303     2.7436     0.1872     0.5576    34.8398 1.0205e+03      7.925    34.8355    34.8392     7.0222    1475.08    27.4094    27.4123
      9.000     6.0786     6.0876   3.429786   3.430817     2.7450     0.3338     0.5415    34.8406 1.0312e+03      8.915    34.8375    34.8398     7.0320    1475.00    27.4144    27.4150
     10.000     6.0435     6.0410   3.426419   3.426688     2.7440     0.4437     0.5766    34.8410 1.0361e+03      9.906    34.8351    34.8407     7.0360    1474.87    27.4170    27.4217
     11.000     6.0025     6.0022   3.423054   3.423294     2.7455     0.4834     0.5762    34.8428 1.0342e+03     10.896    34.8387    34.8417     7.0488    1474.73    27.4251    27.4275
     12.000     6.0011     6.0016   3.423030   3.423282     2.7487     0.6161     0.5856    34.8423 1.0340e+03     11.887    34.8394    34.8417     7.0599    1474.74    27.4258    27.4275
     13.000     6.0050     6.0050   3.423432   3.423676     2.7504     0.6039     0.5423    34.8417 1.0346e+03     12.877    34.8394    34.8422     7.0655    1474.78    27.4253    27.4275
     14.000     5.9767     5.9807   3.420820   3.421510     2.7501     0.7526     0.5699    34.8422 1.0369e+03     13.868    34.8385    34.8422     7.0705    1474.68    27.4282    27.4306
     15.000     5.9578     5.9581   3.419245   3.419538     2.7516     0.7371     0.5495    34.8427 1.0408e+03     14.858    34.8397    34.8427     7.0794    1474.62    27.4316    27.4339
     16.000     5.9121     5.9180   3.414936   3.415920     2.7510     0.8687     0.5671    34.8430 1.0450e+03     15.849    34.8374    34.8425     7.0869    1474.45    27.4356    27.4389
     17.000     5.8509     5.8508   3.409623   3.409967     2.7520     0.9951     0.6758    34.8454 1.0421e+03     16.839    34.8399    34.8438     7.1018    1474.23    27.4453    27.4484
     18.000     5.8058     5.8050   3.405555   3.405916     2.7529     1.1717     0.5920    34.8465 1.0423e+03     17.830    34.8397    34.8446     7.1137    1474.07    27.4508    27.4548
     19.000     5.6780     5.6789   3.394010   3.394719     2.7519     1.2341     0.5812    34.8511 1.0525e+03     18.820    34.8399    34.8471     7.1344    1473.57    27.4670    27.4726
     20.000     5.5995     5.5987   3.387256   3.387663     2.7537     1.5109     0.6091    34.8542 1.0542e+03     19.811    34.8437    34.8492     7.1551    1473.28    27.4797    27.4841
     21.000     5.5277     5.5264   3.380274   3.381136     2.7525     1.6704     0.6279    34.8554 1.0507e+03     20.801    34.8378    34.8491     7.1657    1473.00    27.4839    27.4929
     22.000     5.5037     5.4981   3.379276   3.378913     2.7588     1.6581     0.6135    34.8566 1.0502e+03     21.792    34.8508    34.8524     7.1904    1472.94    27.4971    27.4990
     23.000     5.4405     5.4441   3.372986   3.374253     2.7528     1.6890     0.6120    34.8577 1.0625e+03     22.782    34.8439    34.8546     7.1843    1472.69    27.4993    27.5074
     24.000     5.4142     5.4149   3.371619   3.371588     2.7522     1.8651     0.6120    34.8609 1.0612e+03     23.773    34.8550    34.8539     7.1876    1472.62    27.5113    27.5104
     25.000     5.3996     5.4035   3.369979   3.370864     2.7505     1.8552     0.6148    34.8599 1.0597e+03     24.763    34.8508    34.8569     7.1858    1472.57    27.5098    27.5142
     26.000     5.3746     5.3776   3.368186   3.368724     2.7457     1.8678     0.5960    34.8606 1.0586e+03     25.754    34.8557    34.8588     7.1758    1472.49    27.5167    27.5188
