       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
   2493.000     1.5118     1.5122   3.132273   3.132288     1.8197    -0.3794     0.3859    34.8860 1.0067e+03   2454.947    34.8860    34.8858     6.4567    1497.26    27.9304    27.9302
   2492.000     1.5117     1.5124   3.132237   3.132282     1.8196    -0.3728     0.3861    34.8863 1.0244e+03   2453.968    34.8863    34.8861     6.4549    1497.24    27.9305    27.9303
   2491.000     1.5114     1.5120   3.132171   3.132207     1.8201    -0.3886     0.3861    34.8862 1.0334e+03   2452.989    34.8862    34.8859     6.4569    1497.22    27.9305    27.9303
   2490.000     1.5112     1.5119   3.132101   3.132146     1.8203    -0.3715     0.3817    34.8861 1.0231e+03   2452.010    34.8860    34.8859     6.4569    1497.20    27.9303    27.9302
   2489.000     1.5107     1.5115   3.132028   3.132075     1.8203    -0.3778     0.3820    34.8862 1.0310e+03   2451.031    34.8861    34.8859     6.4562    1497.19    27.9305    27.9303
   2488.000     1.5101     1.5110   3.131943   3.132003     1.8207    -0.3728     0.3867    34.8862 1.0460e+03   2450.052    34.8862    34.8860     6.4574    1497.17    27.9306    27.9304
   2487.000     1.5103     1.5112   3.131905   3.131961     1.8214    -0.3710     0.3833    34.8860 1.0413e+03   2449.073    34.8860    34.8858     6.4600    1497.15    27.9304    27.9302
   2486.000     1.5101     1.5108   3.131844   3.131896     1.8213    -0.3760     0.3838    34.8861 1.0518e+03   2448.094    34.8860    34.8858     6.4589    1497.13    27.9304    27.9302
   2485.000     1.5098     1.5106   3.131797   3.131842     1.8213    -0.3854     0.3850    34.8862 1.0624e+03   2447.115    34.8862    34.8859     6.4581    1497.11    27.9306    27.9302
   2484.000     1.5097     1.5105   3.131748   3.131803     1.8213    -0.3836     0.3874    34.8862 1.0677e+03   2446.135    34.8862    34.8860     6.4574    1497.10    27.9306    27.9303
   2483.000     1.5098     1.5107   3.131730   3.131784     1.8214    -0.3827     0.3892    34.8863 1.0635e+03   2445.156    34.8863    34.8860     6.4568    1497.08    27.9307    27.9304
   2482.000     1.5110     1.5118   3.131776   3.131827     1.8215    -0.3932     0.3875    34.8862 1.0872e+03   2444.177    34.8861    34.8859     6.4560    1497.07    27.9304    27.9302
   2481.000     1.5103     1.5113   3.131684   3.131742     1.8219    -0.3728     0.3884    34.8862 1.0881e+03   2443.198    34.8861    34.8858     6.4572    1497.05    27.9305    27.9302
   2480.000     1.5103     1.5111   3.131644   3.131704     1.8226    -0.3678     0.3881    34.8862 1.0890e+03   2442.219    34.8861    34.8861     6.4598    1497.03    27.9304    27.9303
   2479.000     1.5102     1.5110   3.131612   3.131662     1.8223    -0.3779     0.3840    34.8863 1.0858e+03   2441.240    34.8863    34.8861     6.4575    1497.01    27.9306    27.9304
   2478.000     1.5107     1.5116   3.131587   3.131653     1.8227    -0.3683     0.3847    34.8860 1.1138e+03   2440.261    34.8860    34.8859     6.4588    1497.00    27.9303    27.9301
   2477.000     1.5109     1.5122   3.131586   3.131687     1.8230    -0.3689     0.3841    34.8862 1.1236e+03   2439.282    34.8863    34.8861     6.4594    1496.98    27.9305    27.9303
   2476.000     1.5118     1.5122   3.131616   3.131637     1.8240    -0.3828     0.3865    34.8861 1.1178e+03   2438.303    34.8862    34.8860     6.4632    1496.97    27.9304    27.9302
   2475.000     1.5121     1.5128   3.131606   3.131646     1.8240    -0.3947     0.3863    34.8862 1.1082e+03   2437.323    34.8862    34.8859     6.4624    1496.95    27.9304    27.9300
   2474.000     1.5115     1.5122   3.131518   3.131569     1.8240    -0.3908     0.3860    34.8863 1.1169e+03   2436.344    34.8862    34.8861     6.4616    1496.94    27.9304    27.9302
   2473.000     1.5111     1.5121   3.131451   3.131525     1.8239    -0.3676     0.3841    34.8863 1.1455e+03   2435.365    34.8863    34.8861     6.4604    1496.92    27.9305    27.9303
   2472.000     1.5105     1.5113   3.131347   3.131400     1.8235    -0.3819     0.3755    34.8862 1.1415e+03   2434.386    34.8861    34.8859     6.4578    1496.90    27.9304    27.9302
