       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
      4.000     5.2470     5.2406   3.353112   3.352613     2.7001     0.6411     0.4750    34.8230 1.0162e+03      3.962    34.8269    34.8278     7.0344    1471.58    27.5090    27.5105
      5.000     5.3716     5.3735   3.364109   3.364689     2.7315     0.2013     0.4877    34.8242 1.0170e+03      4.953    34.8231    34.8278     7.1133    1472.09    27.4910    27.4945
      6.000     5.2318     5.2299   3.351558   3.351719     2.7201     0.2217     0.4852    34.8295 1.0260e+03      5.944    34.8236    34.8275     7.1030    1471.55    27.5082    27.5116
      7.000     5.2264     5.2270   3.351107   3.351465     2.7213     0.2993     0.4854    34.8279 1.0243e+03      6.934    34.8235    34.8271     7.1087    1471.54    27.5088    27.5115
      8.000     5.2177     5.2188   3.350375   3.350765     2.7191     0.4203     0.4859    34.8267 1.0291e+03      7.925    34.8236    34.8270     7.1042    1471.52    27.5099    27.5125
      9.000     5.2078     5.2080   3.349506   3.349849     2.7178     0.4683     0.4930    34.8265 1.0291e+03      8.915    34.8234    34.8271     7.1028    1471.50    27.5109    27.5139
     10.000     5.1918     5.1922   3.348124   3.348469     2.7161     0.5060     0.4920    34.8265 1.0303e+03      9.906    34.8237    34.8272     7.1011    1471.45    27.5131    27.5158
     11.000     5.1798     5.1797   3.347063   3.347390     2.7142     0.5819     0.4973    34.8262 1.0273e+03     10.896    34.8234    34.8272     7.0982    1471.42    27.5143    27.5173
     12.000     5.1675     5.1680   3.346052   3.346387     2.7112     0.6771     0.4967    34.8262 1.0300e+03     11.887    34.8240    34.8273     7.0917    1471.39    27.5162    27.5188
     13.000     5.1558     5.1571   3.345025   3.345475     2.7074     0.7451     0.4832    34.8258 1.0365e+03     12.877    34.8238    34.8277     7.0824    1471.35    27.5174    27.5203
     14.000     5.1496     5.1495   3.344574   3.344849     2.7068     0.8394     0.4922    34.8260 1.0301e+03     13.868    34.8245    34.8278     7.0825    1471.35    27.5188    27.5214
     15.000     5.1495     5.1489   3.344629   3.344841     2.7056     0.9600     0.4902    34.8259 1.0270e+03     14.858    34.8248    34.8278     7.0796    1471.36    27.5190    27.5214
     16.000     5.1547     5.1530   3.345100   3.345234     2.7037     1.0723     0.4848    34.8252 1.0370e+03     15.849    34.8242    34.8275     7.0735    1471.40    27.5179    27.5208
     17.000     5.1267     5.1281   3.342592   3.343093     2.7008     1.1246     0.4847    34.8262 1.0397e+03     16.839    34.8240    34.8282     7.0704    1471.30    27.5211    27.5243
     18.000     5.1181     5.1174   3.341939   3.342185     2.6990     1.1946     0.4970    34.8269 1.0310e+03     17.830    34.8248    34.8284     7.0669    1471.28    27.5227    27.5257
     19.000     5.1124     5.1124   3.341530   3.341801     2.6969     1.3056     0.4856    34.8271 1.0232e+03     18.821    34.8256    34.8287     7.0622    1471.28    27.5240    27.5265
     20.000     5.1223     5.1186   3.342428   3.342402     2.6932     1.4324     0.4778    34.8255 1.0347e+03     19.811    34.8251    34.8286     7.0494    1471.33    27.5225    27.5257
     21.000     5.0995     5.0982   3.340515   3.340756     2.6915     1.3949     0.4896    34.8286 1.0386e+03     20.802    34.8262    34.8304     7.0487    1471.26    27.5261    27.5295
     22.000     5.0641     5.0639   3.337380   3.337799     2.6876     1.3259     0.4824    34.8299 1.0300e+03     21.792    34.8264    34.8314     7.0436    1471.13    27.5304    27.5344
     23.000     5.0376     5.0379   3.335132   3.335489     2.6811     1.2945     0.4894    34.8305 1.0292e+03     22.782    34.8276    34.8313     7.0282    1471.04    27.5344    27.5373
     24.000     5.0178     5.0183   3.333439   3.333782     2.6714     1.2870     0.4798    34.8305 1.0320e+03     23.773    34.8280    34.8315     7.0013    1470.98    27.5371    27.5398
     25.000     4.9801     4.9822   3.329961   3.330654     2.6651     1.3048     0.5062    34.8318 1.0335e+03     24.763    34.8266    34.8325     6.9887    1470.84    27.5404    27.5448
     26.000     4.9223     4.9228   3.325049   3.325555     2.6596     1.2476     0.4803    34.8354 1.0347e+03     25.754    34.8296    34.8350     6.9822    1470.63    27.5494    27.5537
     27.000     4.8887     4.8896   3.322197   3.322767     2.6530     1.2327     0.4865    34.8376 1.0332e+03     26.744    34.8311    34.8368     6.9679    1470.51    27.5545    27.5589
     28.000     4.8234     4.8185   3.316569   3.316736     2.6465     1.1854     0.4717    34.8396 1.0292e+03     27.735    34.8335    34.8406     6.9592    1470.26    27.5639    27.5701
     29.000     4.7427     4.7496   3.309792   3.310744     2.6360     1.2112     0.6329    34.8454 1.0430e+03     28.725    34.8388    34.8426     6.9405    1469.95    27.5773    27.5796
     30.000     4.6990     4.6984   3.305704   3.306337     2.6307     1.0789     0.4739    34.8466 1.0390e+03     29.716    34.8364    34.8444     6.9321    1469.79    27.5803    27.5868
     31.000     4.6502     4.6513   3.301944   3.302405     2.6268     0.9841     0.4655    34.8505 1.0301e+03     30.706    34.8432    34.8475     6.9286    1469.61    27.5912    27.5945
     32.000     4.6767     4.6815   3.304527   3.305052     2.6208     0.9126     0.4578    34.8476 1.0332e+03     31.697    34.8450    34.8461     6.9053    1469.74    27.5897    27.5900
     33.000     4.6438     4.6338   3.301130   3.301031     2.6153     0.9969     0.4592    34.8477 1.0418e+03     32.687    34.8393    34.8487     6.8944    1469.62    27.5889    27.5974
     34.000     4.6011     4.6009   3.297943   3.298249     2.6135     0.9032     0.4751    34.8515 1.0336e+03     33.678    34.8465    34.8503     6.8967    1469.47    27.5994    27.6024
     35.000     4.5778     4.5779   3.295857   3.296280     2.6095     0.7571     0.4557    34.8519 1.0286e+03     34.668    34.8460    34.8509     6.8888    1469.39    27.6016    27.6054
     36.000     4.5320     4.5645   3.292258   3.295072     2.6033     0.7393     0.4499    34.8543 1.0424e+03     35.658    34.8516    34.8503     6.8773    1469.22    27.6111    27.6065
     37.000     4.4675     4.4486   3.285676   3.285199     2.5951     0.8186     0.4572    34.8553 1.0445e+03     36.649    34.8418    34.8561     6.8635    1468.96    27.6104    27.6239
     38.000     4.4194     4.4195   3.282363   3.282520     2.5920     0.5882     0.4464    34.8598 1.0363e+03     37.639    34.8530    34.8549     6.8624    1468.79    27.6247    27.6261
     39.000     4.3980     4.3976   3.280504   3.280800     2.5895     0.4299     0.4372    34.8596 1.0307e+03     38.630    34.8533    34.8571     6.8587    1468.72    27.6273    27.6303
     40.000     4.3977     4.4026   3.280571   3.281331     2.5835     0.4540     0.4323    34.8574 1.0395e+03     39.620    34.8538    34.8576     6.8401    1468.74    27.6277    27.6302
     41.000     4.3632     4.3617   3.277630   3.277860     2.5786     0.4755     0.4550    34.8597 1.0481e+03     40.611    34.8551    34.8594     6.8309    1468.61    27.6325    27.6361
     42.000     4.3402     4.3404   3.275747   3.276095     2.5754     0.3087     0.4353    34.8611 1.0409e+03     41.601    34.8567    34.8606     6.8253    1468.54    27.6363    27.6394
     43.000     4.3256     4.3255   3.274548   3.274822     2.5744     0.2307     0.4361    34.8612 1.0321e+03     42.591    34.8575    34.8608     6.8253    1468.49    27.6385    27.6412
     44.000     4.3165     4.3169   3.273758   3.274105     2.5721     0.1843     0.4210    34.8609 1.0305e+03     43.582    34.8573    34.8609     6.8205    1468.47    27.6393    27.6421
     45.000     4.3173     4.3230   3.273705   3.274647     2.5700     0.1833     0.4209    34.8588 1.0440e+03     44.572    34.8552    34.8602     6.8142    1468.49    27.6376    27.6410
     46.000     4.2987     4.2986   3.272221   3.272546     2.5691     0.1720     0.4215    34.8598 1.0382e+03     45.562    34.8569    34.8608     6.8156    1468.43    27.6409    27.6440
     47.000     4.2914     4.2915   3.271676   3.271949     2.5683     0.1140     0.4164    34.8598 1.0388e+03     46.553    34.8576    34.8607     6.8151    1468.42    27.6423    27.6448
     48.000     4.3023     4.2990   3.272692   3.272626     2.5657     0.1157     0.4194    34.8586 1.0497e+03     47.543    34.8575    34.8602     6.8054    1468.48    27.6410    27.6436
     49.000     4.2753     4.2742   3.270247   3.270469     2.5643     0.0986     0.4178    34.8591 1.0361e+03     48.534    34.8566    34.8605     6.8066    1468.38    27.6433    27.6465
