       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
      4.000     6.3118     6.3128   3.446223   3.446704     2.9678    17.0740     0.7165    34.7858 1.6656e+03      3.962    34.7858    34.7901     7.6837    1475.77    27.3431    27.3464
      5.000     6.2951     6.2921   3.444881   3.444973     2.9716     9.9191     0.6242    34.7877 1.6109e+03      4.953    34.7873    34.7914     7.6998    1475.72    27.3465    27.3501
      6.000     6.2793     6.2762   3.443775   3.443945     2.9651    11.5624     0.6536    34.7921 1.6256e+03      5.943    34.7906    34.7956     7.6834    1475.68    27.3512    27.3555
      7.000     6.2810     6.2756   3.443985   3.443956     2.9591    13.9828     0.6567    34.7910 1.6308e+03      6.934    34.7906    34.7958     7.6654    1475.71    27.3509    27.3558
      8.000     6.2813     6.2844   3.444086   3.444544     2.9560    14.5713     0.6784    34.7907 1.6239e+03      7.924    34.7910    34.7929     7.6565    1475.72    27.3512    27.3523
      9.000     6.2843     6.2847   3.444298   3.444613     2.9572    17.1875     0.7099    34.7901 1.6157e+03      8.915    34.7897    34.7929     7.6607    1475.75    27.3498    27.3523
     10.000     6.2838     6.2810   3.444336   3.444445     2.9554    15.9525     0.6672    34.7900 1.6144e+03      9.906    34.7901    34.7942     7.6561    1475.77    27.3503    27.3539
     11.000     6.2890     6.2866   3.444726   3.444899     2.9575    17.0480     0.6996    34.7888 1.6262e+03     10.896    34.7887    34.7931     7.6629    1475.80    27.3485    27.3522
     12.000     6.2834     6.2842   3.444285   3.444659     2.9588    17.9914     0.6853    34.7893 1.6328e+03     11.887    34.7890    34.7923     7.6688    1475.79    27.3494    27.3519
     13.000     6.2828     6.2807   3.444334   3.444439     2.9582    16.9763     0.6475    34.7896 1.6425e+03     12.877    34.7896    34.7930     7.6681    1475.81    27.3500    27.3530
     14.000     6.2748     6.2702   3.443480   3.443617     2.9558    17.0921     0.6610    34.7905 1.6589e+03     13.868    34.7877    34.7939     7.6633    1475.79    27.3495    27.3551
     15.000     6.2327     6.2325   3.440605   3.440870     2.9476    18.2825     0.6782    34.7996 1.6735e+03     14.858    34.7980    34.8012     7.6461    1475.66    27.3632    27.3658
     16.000     6.2322     6.2320   3.440678   3.440939     2.9318    17.6529     0.6705    34.8000 1.7008e+03     15.849    34.7988    34.8020     7.5977    1475.67    27.3639    27.3665
     17.000     6.2299     6.2297   3.440745   3.440997     2.9147    17.6433     0.6777    34.8022 1.7368e+03     16.839    34.8014    34.8045     7.5454    1475.68    27.3663    27.3688
     18.000     6.2275     6.2274   3.440877   3.441139     2.9067    16.9052     0.6985    34.8056 1.7569e+03     17.830    34.8049    34.8080     7.5217    1475.69    27.3694    27.3718
     19.000     6.2218     6.2218   3.441049   3.441289     2.8892    18.3218     0.7098    34.8126 1.7844e+03     18.820    34.8121    34.8148     7.4686    1475.70    27.3758    27.3779
     20.000     6.2179     6.2177   3.441398   3.441669     2.8774    14.9476     0.6804    34.8198 1.7835e+03     19.811    34.8195    34.8227     7.4329    1475.71    27.3822    27.3848
     21.000     6.2181     6.2179   3.441653   3.441901     2.8659    13.1480     0.6792    34.8222 1.7672e+03     20.801    34.8217    34.8247     7.3977    1475.73    27.3839    27.3863
     22.000     6.2204     6.2198   3.441707   3.442032     2.8496    12.7382     0.6437    34.8195 1.6951e+03     21.792    34.8194    34.8237     7.3471    1475.75    27.3818    27.3853
     23.000     6.1644     6.1735   3.435933   3.438439     2.8370    13.5848     0.6791    34.8288 1.6830e+03     22.782    34.8114    34.8303     7.3192    1475.53    27.3827    27.3965
     24.000     5.9513     5.9514   3.418758   3.419181     2.8080    10.9716     0.6651    34.8459 1.6759e+03     23.773    34.8362    34.8408     7.2671    1474.74    27.4297    27.4334
     25.000     5.8996     5.9043   3.414312   3.415141     2.7678     9.6632     0.6367    34.8480 1.6661e+03     24.763    34.8386    34.8431     7.1502    1474.55    27.4382    27.4412
     26.000     5.7975     5.7994   3.405973   3.406526     2.7121     9.1125     0.6369    34.8586 1.6372e+03     25.753    34.8488    34.8532     6.9926    1474.18    27.4592    27.4624
     27.000     5.7459     5.7460   3.402483   3.402751     2.6568     7.2241     0.5957    34.8686 1.6023e+03     26.744    34.8620    34.8649     6.8268    1474.00    27.4761    27.4784
     28.000     5.7282     5.7289   3.401458   3.401807     2.6415     3.8962     0.5305    34.8747 1.6004e+03     27.734    34.8681    34.8713     6.7819    1473.96    27.4831    27.4856
