       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
      3.000     6.1498     6.1497   3.438996   3.439186     2.8041     3.3919     0.5449    34.8713 2.6169e+02      2.972    34.8712    34.8735     7.1974    1475.22    27.4317    27.4335
      4.000     6.1464     6.1476   3.438780   3.439008     2.8116     3.2441     0.5882    34.8719 2.5183e+02      3.962    34.8718    34.8731     7.2222    1475.23    27.4326    27.4335
      5.000     6.1455     6.1456   3.438782   3.438919     2.8106     3.3559     0.5854    34.8723 2.5288e+02      4.953    34.8722    34.8737     7.2203    1475.24    27.4331    27.4342
      6.000     6.1438     6.1442   3.438661   3.438851     2.8099     3.5262     0.6359    34.8723 2.5030e+02      5.943    34.8721    34.8738     7.2191    1475.25    27.4332    27.4345
      7.000     6.1373     6.1369   3.437987   3.438212     2.8133     3.9939     0.5517    34.8718 2.5128e+02      6.934    34.8707    34.8736     7.2320    1475.24    27.4329    27.4353
      8.000     6.1073     6.1042   3.435329   3.435249     2.8133     4.1273     0.5702    34.8730 2.5169e+02      7.925    34.8711    34.8734     7.2386    1475.14    27.4372    27.4393
      9.000     6.0577     6.0559   3.430567   3.430852     2.8121     4.4868     0.5820    34.8715 2.5017e+02      8.915    34.8678    34.8729     7.2447    1474.95    27.4410    27.4452
     10.000     5.9872     5.9911   3.424062   3.424889     2.8130     4.6337     0.5544    34.8725 2.4950e+02      9.906    34.8665    34.8718     7.2614    1474.69    27.4490    27.4527
     11.000     5.9500     5.9500   3.421019   3.421190     2.8141     4.7844     0.5645    34.8738 2.4854e+02     10.896    34.8698    34.8718     7.2727    1474.56    27.4564    27.4579
     12.000     5.9413     5.9415   3.420234   3.420467     2.8137     5.7659     0.5860    34.8736 2.4705e+02     11.887    34.8695    34.8719     7.2740    1474.54    27.4572    27.4591
     13.000     5.9353     5.9354   3.419822   3.420004     2.8044     5.9893     0.5848    34.8732 2.4806e+02     12.877    34.8705    34.8723     7.2465    1474.54    27.4588    27.4602
     14.000     5.9318     5.9318   3.419587   3.419755     2.7894     5.9844     0.5700    34.8726 2.4789e+02     13.868    34.8708    34.8728     7.2008    1474.54    27.4595    27.4610
     15.000     5.9268     5.9267   3.419129   3.419306     2.7893     6.6147     0.5970    34.8723 2.4663e+02     14.858    34.8703    34.8724     7.2025    1474.54    27.4597    27.4614
     16.000     5.9220     5.9220   3.418806   3.418956     2.7865     6.4338     0.6046    34.8726 2.4539e+02     15.849    34.8710    34.8728     7.1953    1474.54    27.4609    27.4623
     17.000     5.9186     5.9198   3.418568   3.418828     2.7777     6.5660     0.5808    34.8725 2.4688e+02     16.839    34.8713    34.8731     7.1692    1474.54    27.4616    27.4629
     18.000     5.9125     5.9126   3.418017   3.418196     2.7693     6.0713     0.5723    34.8721 2.4511e+02     17.830    34.8709    34.8729     7.1446    1474.53    27.4621    27.4636
     19.000     5.9076     5.9075   3.417636   3.417796     2.7600     5.9052     0.5698    34.8721 2.4384e+02     18.820    34.8712    34.8730     7.1171    1474.53    27.4629    27.4644
     20.000     5.9060     5.9060   3.417637   3.417768     2.7526     5.6290     0.5771    34.8729 2.4499e+02     19.811    34.8723    34.8737     7.0948    1474.54    27.4640    27.4652
     21.000     5.9058     5.9058   3.417682   3.417804     2.7513     6.7085     0.6056    34.8730 2.4468e+02     20.801    34.8725    34.8738     7.0917    1474.55    27.4642    27.4652
     22.000     5.9061     5.9062   3.417755   3.417888     2.7484     7.2144     0.6586    34.8729 2.4273e+02     21.792    34.8725    34.8738     7.0836    1474.57    27.4642    27.4652
     23.000     5.9041     5.9046   3.417650   3.417840     2.7408     6.1270     0.5699    34.8732 2.4277e+02     22.782    34.8728    34.8745     7.0607    1474.58    27.4647    27.4660
     24.000     5.9022     5.9017   3.417587   3.417692     2.7363     5.8912     0.5927    34.8739 2.4277e+02     23.773    34.8735    34.8753     7.0477    1474.59    27.4655    27.4669
     25.000     5.9003     5.9003   3.417519   3.417640     2.7348     5.4771     0.5877    34.8745 2.4104e+02     24.763    34.8743    34.8756     7.0441    1474.60    27.4663    27.4674
     26.000     5.9006     5.9005   3.417608   3.417723     2.7318     5.5342     0.6761    34.8746 2.3872e+02     25.754    34.8744    34.8759     7.0356    1474.62    27.4664    27.4676
     27.000     5.8993     5.9003   3.417567   3.417799     2.7263     5.5607     0.5998    34.8750 2.4079e+02     26.744    34.8747    34.8764     7.0194    1474.63    27.4669    27.4680
     28.000     5.8890     5.8891   3.416648   3.416872     2.7237     4.7608     0.5645    34.8757 2.3908e+02     27.734    34.8745    34.8769     7.0138    1474.60    27.4680    27.4698
     29.000     5.8748     5.8749   3.415504   3.415713     2.7219     4.6251     0.6085    34.8769 2.3632e+02     28.725    34.8756    34.8779     7.0116    1474.57    27.4707    27.4725
     30.000     5.8633     5.8642   3.414576   3.414854     2.7170     4.8042     0.6012    34.8779 2.3584e+02     29.715    34.8765    34.8787     6.9990    1474.54    27.4728    27.4744
     31.000     5.8453     5.8643   3.413064   3.414897     2.7065     5.5227     0.6179    34.8788 2.3962e+02     30.706    34.8773    34.8786     6.9699    1474.48    27.4758    27.4744
     32.000     5.8191     5.8189   3.410849   3.411046     2.6915     4.0806     0.5820    34.8810 2.3734e+02     31.696    34.8788    34.8813     6.9276    1474.40    27.4802    27.4822
     33.000     5.8068     5.8068   3.409906   3.410070     2.6842     4.1057     0.5949    34.8823 2.3483e+02     32.687    34.8803    34.8821     6.9076    1474.37    27.4830    27.4844
     34.000     5.7985     5.7987   3.409209   3.409424     2.6782     5.2255     0.6482    34.8827 2.3374e+02     33.677    34.8804    34.8826     6.8910    1474.35    27.4841    27.4859
     35.000     5.7928     5.8039   3.408799   3.409940     2.6621     3.7851     0.5721    34.8826 2.3682e+02     34.667    34.8811    34.8826     6.8417    1474.35    27.4854    27.4852
     36.000     5.7554     5.7549   3.405458   3.405749     2.6527     3.3830     0.5910    34.8850 2.3746e+02     35.658    34.8813    34.8851     6.8193    1474.21    27.4902    27.4933
     37.000     5.7326     5.7341   3.403677   3.403965     2.6470     3.5754     0.6615    34.8868 2.3538e+02     36.648    34.8841    34.8859     6.8059    1474.14    27.4954    27.4966
     38.000     5.7107     5.7387   3.401788   3.404425     2.6301     4.3220     0.5979    34.8869 2.3197e+02     37.639    34.8848    34.8858     6.7566    1474.07    27.4986    27.4959
     39.000     5.6595     5.6599   3.396474   3.397087     2.6093     4.4296     0.5908    34.8856 2.3266e+02     38.629    34.8768    34.8833     6.7005    1473.87    27.4986    27.5038
     40.000     5.5842     5.5903   3.390240   3.391003     2.5958     2.0644     0.5196    34.8883 2.3406e+02     39.620    34.8832    34.8855     6.6708    1473.60    27.5131    27.5141
     41.000     5.5950     5.6113   3.391319   3.392908     2.5715     0.7613     0.4614    34.8867 2.3272e+02     40.610    34.8838    34.8850     6.5923    1473.66    27.5122    27.5112
     42.000     5.5745     5.5744   3.389581   3.389714     2.5657     0.8314     0.4890    34.8875 2.3170e+02     41.600    34.8847    34.8862     6.5782    1473.59    27.5155    27.5167
     43.000     5.5812     5.5799   3.390256   3.390248     2.5589     0.4327     0.4816    34.8866 2.3267e+02     42.591    34.8849    34.8862     6.5562    1473.64    27.5148    27.5160
     44.000     5.5728     5.5695   3.389440   3.389382     2.5535     0.5083     0.4425    34.8861 2.3297e+02     43.581    34.8838    34.8866     6.5413    1473.62    27.5150    27.5176
     45.000     5.5700     5.5698   3.389372   3.389501     2.5544     0.4631     0.4411    34.8868 2.3149e+02     44.571    34.8854    34.8871     6.5452    1473.62    27.5166    27.5179
     46.000     5.5700     5.5699   3.389442   3.389578     2.5526     0.2412     0.4410    34.8869 2.3052e+02     45.562    34.8857    34.8873     6.5403    1473.64    27.5168    27.5181
     47.000     5.5738     5.5734   3.389817   3.389944     2.5516     0.3514     0.4509    34.8861 2.3218e+02     46.552    34.8854    34.8874     6.5374    1473.67    27.5162    27.5178
     48.000     5.5705     5.5704   3.389616   3.389765     2.5527     0.3076     0.4384    34.8866 2.3340e+02     47.542    34.8861    34.8879     6.5425    1473.68    27.5171    27.5185
     49.000     5.5711     5.5710   3.389748   3.389871     2.5508     1.5094     0.4884    34.8868 2.3159e+02     48.533    34.8864    34.8879     6.5369    1473.70    27.5173    27.5185
     50.000     5.5716     5.5716   3.389823   3.389976     2.5490     0.6064     0.4584    34.8866 2.2979e+02     49.523    34.8862    34.8880     6.5321    1473.71    27.5171    27.5185
     51.000     5.5668     5.5657   3.389413   3.389502     2.5470     0.3275     0.4545    34.8867 2.3118e+02     50.514    34.8860    34.8881     6.5271    1473.71    27.5176    27.5194
     52.000     5.5613     5.5612   3.388953   3.389116     2.5443     0.3434     0.4470    34.8866 2.3144e+02     51.504    34.8860    34.8879     6.5203    1473.70    27.5182    27.5197
     53.000     5.5519     5.5518   3.388083   3.388250     2.5443     0.2725     0.4365    34.8862 2.3001e+02     52.494    34.8852    34.8872     6.5229    1473.68    27.5187    27.5204
     54.000     5.5435     5.5438   3.387284   3.387503     2.5418     0.5797     0.4496    34.8853 2.3033e+02     53.485    34.8843    34.8865     6.5173    1473.66    27.5191    27.5208
     55.000     5.5416     5.5430   3.387186   3.387461     2.5420     1.2936     0.4890    34.8852 2.3034e+02     54.475    34.8846    34.8863     6.5190    1473.67    27.5196    27.5207
     56.000     5.5408     5.5410   3.387173   3.387315     2.5424     0.4257     0.4461    34.8851 2.2951e+02     55.465    34.8847    34.8863     6.5212    1473.69    27.5198    27.5210
     57.000     5.5420     5.5415   3.387296   3.387424     2.5419     0.3899     0.4539    34.8849 2.3244e+02     56.455    34.8844    34.8864     6.5202    1473.71    27.5194    27.5210
     58.000     5.5313     5.5312   3.386384   3.386552     2.5406     0.3904     0.4539    34.8853 2.3210e+02     57.446    34.8846    34.8866     6.5188    1473.68    27.5209    27.5224
     59.000     5.5300     5.5299   3.386337   3.386487     2.5397     0.4535     0.4753    34.8853 2.2875e+02     58.436    34.8849    34.8867     6.5168    1473.69    27.5212    27.5227
     60.000     5.5320     5.5324   3.386580   3.386756     2.5388     0.4304     0.4590    34.8852 2.2833e+02     59.426    34.8850    34.8866     6.5145    1473.72    27.5211    27.5223
     61.000     5.5314     5.5304   3.386580   3.386680     2.5371     0.3447     0.4440    34.8856 2.3453e+02     60.417    34.8851    34.8873     6.5100    1473.73    27.5213    27.5231
     62.000     5.5256     5.5255   3.386115   3.386315     2.5370     0.5140     0.4632    34.8863 2.3289e+02     61.407    34.8853    34.8877     6.5114    1473.72    27.5222    27.5240
     63.000     5.5199     5.5201   3.385737   3.385906     2.5355     0.3972     0.4671    34.8869 2.2995e+02     62.397    34.8864    34.8882     6.5083    1473.72    27.5237    27.5251
     64.000     5.5240     5.5229   3.386074   3.386148     2.5341     0.3024     0.4439    34.8858 2.3012e+02     63.388    34.8854    34.8874     6.5042    1473.75    27.5225    27.5242
     65.000     5.5111     5.5111   3.385006   3.385175     2.5334     0.4314     0.4508    34.8868 2.3389e+02     64.378    34.8861    34.8881     6.5047    1473.72    27.5246    27.5261
     66.000     5.5000     5.4998   3.383790   3.384076     2.5316     0.4614     0.4597    34.8857 2.3317e+02     65.368    34.8832    34.8867     6.5019    1473.68    27.5237    27.5265
     67.000     5.4963     5.4933   3.383653   3.383557     2.5278     0.4185     0.4528    34.8858 2.3169e+02     66.358    34.8850    34.8870     6.4910    1473.69    27.5255    27.5275
     68.000     5.4731     5.4709   3.381485   3.381566     2.5248     0.6148     0.4610    34.8859 2.3349e+02     67.349    34.8837    34.8870     6.4862    1473.61    27.5273    27.5302
     69.000     5.4718     5.4719   3.381564   3.381742     2.5250     0.4631     0.4606    34.8866 2.3285e+02     68.339    34.8854    34.8874     6.4878    1473.62    27.5289    27.5304
     70.000     5.4645     5.4642   3.380921   3.381098     2.5241     0.5099     0.4606    34.8866 2.3231e+02     69.329    34.8851    34.8875     6.4869    1473.61    27.5295    27.5314
     71.000     5.4663     5.4644   3.381187   3.381187     2.5225     0.4662     0.4627    34.8866 2.3317e+02     70.319    34.8858    34.8878     6.4822    1473.63    27.5299    27.5317
     72.000     5.4486     5.4378   3.379380   3.378825     2.5212     0.4541     0.4671    34.8865 2.3595e+02     71.310    34.8829    34.8878     6.4821    1473.58    27.5298    27.5349
     73.000     5.4185     5.4180   3.376775   3.377029     2.5203     0.4675     0.4762    34.8871 2.3444e+02     72.300    34.8839    34.8873     6.4850    1473.47    27.5342    27.5369
     74.000     5.4073     5.4071   3.375919   3.376102     2.5180     0.5242     0.4740    34.8875 2.3332e+02     73.290    34.8851    34.8875     6.4801    1473.45    27.5365    27.5385
     75.000     5.4026     5.3984   3.375574   3.375326     2.5102     0.4688     0.4562    34.8869 2.3338e+02     74.280    34.8856    34.8872     6.4567    1473.44    27.5375    27.5392
     76.000     5.3643     5.3570   3.371629   3.371531     2.5069     0.4786     0.4654    34.8859 2.3733e+02     75.271    34.8797    34.8862     6.4535    1473.30    27.5374    27.5435
     77.000     5.3499     5.3512   3.371215   3.371424     2.5064     0.5014     0.4699    34.8903 2.3615e+02     76.261    34.8894    34.8904     6.4546    1473.27    27.5468    27.5475
     78.000     5.3661     5.3634   3.372666   3.372672     2.5016     0.4102     0.4577    34.8897 2.3412e+02     77.251    34.8886    34.8915     6.4374    1473.35    27.5443    27.5470
     79.000     5.3672     5.3685   3.373163   3.373364     2.4988     0.5743     0.4842    34.8924 2.3762e+02     78.241    34.8927    34.8936     6.4288    1473.38    27.5474    27.5480
     80.000     5.3980     5.3974   3.377451   3.376789     2.4988     0.4260     0.4655    34.9014 2.3764e+02     79.231    34.9093    34.9023     6.4239    1473.54    27.5568    27.5514
     81.000     5.4414     5.4401   3.381278   3.381301     2.4972     0.4645     0.4753    34.9055 2.3641e+02     80.222    34.9075    34.9092     6.4126    1473.73    27.5502    27.5517
     82.000     5.4176     5.4342   3.378809   3.380790     2.4852     0.4234     0.4641    34.9027 2.3495e+02     81.212    34.9035    34.9089     6.3789    1473.64    27.5499    27.5522
     83.000     5.4731     5.4732   3.384933   3.385167     2.4832     0.5937     0.5130    34.9141 2.3816e+02     82.202    34.9153    34.9179     6.3637    1473.90    27.5525    27.5546
     84.000     5.4481     5.4483   3.382534   3.382735     2.4788     0.2323     0.4532    34.9129 2.3827e+02     83.192    34.9134    34.9154     6.3545    1473.81    27.5540    27.5556
     85.000     5.4524     5.4509   3.383133   3.383109     2.4720     0.2819     0.4582    34.9142 2.3692e+02     84.182    34.9153    34.9165     6.3327    1473.85    27.5550    27.5562
     86.000     5.4598     5.4591   3.383992   3.384063     2.4635     0.2524     0.4527    34.9160 2.3565e+02     85.172    34.9169    34.9184     6.3049    1473.89    27.5554    27.5567
     87.000     5.4660     5.4664   3.384730   3.384924     2.4604     0.2102     0.4537    34.9174 2.3752e+02     86.163    34.9184    34.9201     6.2946    1473.94    27.5559    27.5572
     88.000     5.4648     5.4653   3.384650   3.384864     2.4582     0.2310     0.4484    34.9176 2.3985e+02     87.153    34.9181    34.9200     6.2885    1473.95    27.5558    27.5573
     89.000     5.4664     5.4672   3.384891   3.385121     2.4580     0.2793     0.4921    34.9180 2.3738e+02     88.143    34.9187    34.9205     6.2884    1473.97    27.5561    27.5574
     90.000     5.4711     5.4709   3.385431   3.385571     2.4551     0.2122     0.4395    34.9191 2.3771e+02     89.133    34.9195    34.9213     6.2789    1474.01    27.5562    27.5576
     91.000     5.4678     5.4676   3.385135   3.385302     2.4541     0.0623     0.4351    34.9191 2.4023e+02     90.123    34.9190    34.9211     6.2770    1474.01    27.5562    27.5579
     92.000     5.4628     5.4627   3.384702   3.384895     2.4531     0.0773     0.4400    34.9190 2.3947e+02     91.113    34.9187    34.9210     6.2756    1474.01    27.5566    27.5584
     93.000     5.4605     5.4605   3.384561   3.384740     2.4518    -0.0097     0.4350    34.9191 2.3874e+02     92.104    34.9190    34.9210     6.2724    1474.01    27.5571    27.5587
     94.000     5.4620     5.4616   3.384692   3.384848     2.4515    -0.0163     0.4359    34.9186 2.3899e+02     93.094    34.9184    34.9206     6.2722    1474.04    27.5564    27.5582
     95.000     5.4343     5.4324   3.381610   3.381860     2.4505     0.1077     0.4823    34.9153 2.4048e+02     94.084    34.9114    34.9162     6.2746    1473.93    27.5542    27.5583
     96.000     5.4104     5.4102   3.379412   3.379693     2.4494     0.0480     0.4661    34.9137 2.4045e+02     95.074    34.9104    34.9139     6.2756    1473.85    27.5564    27.5592
     97.000     5.3815     5.3830   3.376658   3.377026     2.4479    -0.0023     0.4456    34.9113 2.4062e+02     96.064    34.9084    34.9112     6.2763    1473.75    27.5583    27.5603
     98.000     5.3855     5.3776   3.377086   3.376563     2.4452    -0.0462     0.4389    34.9110 2.3962e+02     97.054    34.9087    34.9109     6.2678    1473.78    27.5581    27.5608
     99.000     5.3508     5.3515   3.373630   3.373994     2.4426    -0.0272     0.4446    34.9081 2.4071e+02     98.044    34.9046    34.9081     6.2660    1473.65    27.5590    27.5617
