       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
    134.000     4.9688     4.9674   3.337619   3.337729     2.4616    -0.0900     0.4210    34.8706 3.1606e+02    132.695    34.8693    34.8721     6.4204    1472.63    27.5765    27.5789
    133.000     4.9657     4.9658   3.337277   3.337460     2.4630    -0.1093     0.4214    34.8698 3.1658e+02    131.705    34.8692    34.8713     6.4248    1472.61    27.5768    27.5784
    132.000     4.9655     4.9669   3.337192   3.337511     2.4679    -0.0550     0.4294    34.8692 3.1753e+02    130.715    34.8690    34.8712     6.4402    1472.59    27.5766    27.5782
    131.000     4.9662     4.9665   3.337206   3.337378     2.4691    -0.1498     0.4264    34.8693 3.1731e+02    129.725    34.8689    34.8706     6.4432    1472.57    27.5765    27.5778
    130.000     4.9658     4.9659   3.337069   3.337222     2.4699    -0.0918     0.4240    34.8686 3.1728e+02    128.736    34.8683    34.8699     6.4449    1472.56    27.5760    27.5773
    129.000     4.9661     4.9664   3.337006   3.337162     2.4700    -0.0519     0.4235    34.8680 3.1688e+02    127.746    34.8677    34.8693     6.4447    1472.54    27.5755    27.5767
    128.000     4.9663     4.9660   3.336939   3.337041     2.4705    -0.0534     0.4293    34.8675 3.1606e+02    126.756    34.8673    34.8688     6.4454    1472.52    27.5752    27.5763
    127.000     4.9661     4.9660   3.336885   3.337057     2.4722     0.0812     0.4294    34.8676 3.1380e+02    125.766    34.8674    34.8695     6.4500    1472.51    27.5753    27.5769
    126.000     4.9659     4.9657   3.336778   3.336919     2.4735    -0.0106     0.4273    34.8672 3.1408e+02    124.776    34.8669    34.8688     6.4535    1472.49    27.5748    27.5764
    125.000     4.9648     4.9645   3.336524   3.336634     2.4753    -0.0511     0.4173    34.8659 3.1499e+02    123.786    34.8657    34.8672     6.4588    1472.47    27.5740    27.5753
    124.000     4.9647     4.9654   3.336392   3.336585     2.4770    -0.1425     0.4129    34.8649 3.1691e+02    122.796    34.8648    34.8662     6.4635    1472.45    27.5733    27.5744
    123.000     4.9663     4.9671   3.336406   3.336596     2.4779    -0.0816     0.4266    34.8638 3.1701e+02    121.806    34.8638    34.8652     6.4657    1472.44    27.5723    27.5733
    122.000     4.9672     4.9678   3.336385   3.336549     2.4791    -0.1056     0.4208    34.8632 3.1860e+02    120.816    34.8631    34.8644     6.4685    1472.42    27.5716    27.5726
    121.000     4.9680     4.9682   3.336297   3.336465     2.4811    -0.1189     0.4185    34.8619 3.1885e+02    119.826    34.8618    34.8635     6.4743    1472.41    27.5705    27.5719
    120.000     4.9694     4.9705   3.336389   3.336620     2.4839    -0.1065     0.4263    34.8616 3.1815e+02    118.836    34.8619    34.8634     6.4823    1472.40    27.5704    27.5715
    119.000     4.9725     4.9739   3.336601   3.336874     2.4864    -0.0731     0.4334    34.8615 3.1655e+02    117.846    34.8616    34.8633     6.4890    1472.39    27.5699    27.5710
    118.000     4.9710     4.9723   3.336463   3.336615     2.4882    -0.0361     0.4292    34.8621 3.1433e+02    116.856    34.8621    34.8625     6.4943    1472.37    27.5704    27.5706
    117.000     4.9716     4.9712   3.336283   3.336375     2.4905    -0.0531     0.4212    34.8602 3.1429e+02    115.866    34.8600    34.8615     6.5010    1472.36    27.5687    27.5699
    116.000     4.9705     4.9702   3.336052   3.336177     2.4930    -0.0776     0.4215    34.8592 3.1450e+02    114.876    34.8590    34.8608     6.5086    1472.33    27.5680    27.5694
    115.000     4.9728     4.9756   3.336260   3.336657     2.4954    -0.0881     0.4215    34.8588 3.1567e+02    113.886    34.8595    34.8612     6.5153    1472.33    27.5681    27.5691
    114.000     4.9816     4.9844   3.337072   3.337467     2.4977    -0.1019     0.4215    34.8592 3.1687e+02    112.896    34.8603    34.8619     6.5202    1472.35    27.5677    27.5687
    113.000     4.9867     4.9879   3.337500   3.337772     2.5001    -0.1420     0.4165    34.8597 3.1686e+02    111.905    34.8604    34.8623     6.5264    1472.35    27.5672    27.5685
    112.000     4.9896     4.9900   3.337733   3.337904     2.5014    -0.0833     0.4223    34.8600 3.1695e+02    110.915    34.8606    34.8622     6.5295    1472.35    27.5670    27.5682
    111.000     4.9900     4.9905   3.337717   3.337904     2.5023    -0.1046     0.4362    34.8601 3.1697e+02    109.925    34.8605    34.8622     6.5315    1472.33    27.5669    27.5681
    110.000     4.9933     4.9946   3.337984   3.338253     2.5039    -0.1703     0.4236    34.8598 3.1698e+02    108.935    34.8607    34.8624     6.5351    1472.33    27.5666    27.5678
    109.000     4.9974     4.9998   3.338363   3.338704     2.5048    -0.1419     0.4276    34.8603 3.1748e+02    107.945    34.8613    34.8628     6.5366    1472.33    27.5666    27.5675
    108.000     5.0012     5.0009   3.338628   3.338768     2.5060    -0.0664     0.4281    34.8604 3.1677e+02    106.955    34.8610    34.8629     6.5389    1472.33    27.5659    27.5674
    107.000     5.0016     5.0012   3.338623   3.338719     2.5069     0.0139     0.4303    34.8604 3.1443e+02    105.965    34.8610    34.8626     6.5411    1472.32    27.5658    27.5672
    106.000     5.0060     5.0077   3.339040   3.339286     2.5083    -0.0869     0.4265    34.8606 3.1437e+02    104.975    34.8617    34.8628     6.5441    1472.32    27.5659    27.5666
    105.000     5.0207     5.0274   3.340542   3.341109     2.5094    -0.1205     0.4313    34.8605 3.1461e+02    103.985    34.8643    34.8639     6.5441    1472.36    27.5663    27.5651
    104.000     5.0366     5.0398   3.341828   3.342294     2.5100    -0.0711     0.4338    34.8614 3.1685e+02    102.995    34.8631    34.8651     6.5428    1472.41    27.5634    27.5647
    103.000     5.0389     5.0402   3.342046   3.342300     2.5108    -0.0245     0.4364    34.8622 3.1795e+02    102.005    34.8638    34.8654     6.5441    1472.40    27.5637    27.5648
    102.000     5.0409     5.0376   3.342165   3.342018     2.5115     0.0338     0.4407    34.8626 3.1875e+02    101.015    34.8636    34.8654     6.5452    1472.40    27.5633    27.5651
    101.000     5.0458     5.0396   3.342623   3.342160     2.5114     0.1464     0.4474    34.8630 3.1589e+02    100.025    34.8643    34.8655     6.5432    1472.40    27.5633    27.5649
    100.000     5.0538     5.0517   3.343311   3.343223     2.5133     0.1209     0.4369    34.8631 3.1550e+02     99.035    34.8645    34.8656     6.5470    1472.42    27.5625    27.5636
     99.000     5.0574     5.0603   3.343676   3.344017     2.5142     0.1447     0.4361    34.8638 3.1700e+02     98.044    34.8654    34.8663     6.5486    1472.42    27.5628    27.5631
     98.000     5.0702     5.0726   3.344945   3.345177     2.5152     0.0574     0.4361    34.8648 3.1876e+02     97.054    34.8672    34.8674     6.5487    1472.45    27.5627    27.5626
     97.000     5.0800     5.0804   3.345705   3.345898     2.5154     0.0694     0.4385    34.8646 3.1877e+02     96.064    34.8664    34.8682     6.5468    1472.48    27.5609    27.5623
     96.000     5.0883     5.0706   3.346478   3.344946     2.5169     0.1530     0.4487    34.8660 3.1639e+02     95.074    34.8671    34.8678     6.5493    1472.49    27.5604    27.5631
     95.000     5.0927     5.0884   3.346861   3.346578     2.5176     0.2841     0.4541    34.8664 3.1702e+02     94.084    34.8675    34.8687     6.5500    1472.50    27.5603    27.5617
     94.000     5.0973     5.0971   3.347193   3.347353     2.5180     0.1563     0.4362    34.8665 3.1905e+02     93.094    34.8671    34.8691     6.5499    1472.50    27.5594    27.5610
     93.000     5.0987     5.0991   3.347363   3.347512     2.5191     0.0993     0.4383    34.8672 3.1719e+02     92.104    34.8680    34.8694     6.5521    1472.49    27.5600    27.5610
     92.000     5.1023     5.1007   3.347638   3.347632     2.5197     0.1573     0.4413    34.8676 3.1699e+02     91.114    34.8680    34.8696     6.5527    1472.49    27.5595    27.5609
     91.000     5.1126     5.1146   3.348625   3.348923     2.5210     0.1237     0.4351    34.8676 3.1941e+02     90.123    34.8692    34.8705     6.5542    1472.51    27.5592    27.5600
     90.000     5.1379     5.1355   3.350954   3.350864     2.5218     0.1308     0.4478    34.8701 3.2630e+02     89.133    34.8702    34.8716     6.5517    1472.60    27.5571    27.5585
     89.000     5.1539     5.1507   3.352475   3.352286     2.5251     0.2729     0.4535    34.8713 3.2979e+02     88.143    34.8716    34.8728     6.5587    1472.65    27.5563    27.5576
     88.000     5.1628     5.1571   3.353190   3.352827     2.5263     0.2793     0.4490    34.8707 3.3308e+02     87.153    34.8711    34.8728     6.5604    1472.67    27.5548    27.5568
     87.000     5.1657     5.1638   3.353569   3.353426     2.5274     0.2369     0.4487    34.8718 3.3484e+02     86.163    34.8730    34.8733     6.5626    1472.67    27.5559    27.5564
     86.000     5.1824     5.1818   3.355004   3.355023     2.5286     0.1545     0.4648    34.8709 3.3484e+02     85.173    34.8726    34.8735     6.5628    1472.72    27.5537    27.5544
     85.000     5.1883     5.1907   3.355575   3.355888     2.5298     0.1767     0.4673    34.8721 3.3502e+02     84.182    34.8736    34.8746     6.5649    1472.73    27.5537    27.5543
     84.000     5.1996     5.1948   3.356567   3.356237     2.5311     0.4039     0.4691    34.8727 3.3217e+02     83.192    34.8737    34.8749     6.5664    1472.76    27.5525    27.5540
     83.000     5.2039     5.2032   3.357146   3.356980     2.5337     0.4452     0.4654    34.8737 3.3281e+02     82.202    34.8765    34.8753     6.5730    1472.76    27.5542    27.5533
     82.000     5.2257     5.2186   3.359081   3.358446     2.5347     0.3514     0.4579    34.8742 3.3441e+02     81.212    34.8766    34.8766     6.5718    1472.83    27.5516    27.5525
     81.000     5.2521     5.2590   3.361770   3.362190     2.5357     0.3057     0.4584    34.8753 3.3526e+02     80.222    34.8805    34.8782     6.5695    1472.93    27.5516    27.5489
     80.000     5.2791     5.2879   3.364084   3.364873     2.5368     0.2635     0.4667    34.8752 3.3685e+02     79.231    34.8795    34.8795     6.5675    1473.02    27.5476    27.5465
     79.000     5.2965     5.2868   3.365581   3.364786     2.5424     0.5181     0.4726    34.8764 3.3475e+02     78.241    34.8792    34.8801     6.5820    1473.07    27.5452    27.5471
     78.000     5.3114     5.2912   3.366759   3.365143     2.5486     0.3829     0.4652    34.8777 3.3240e+02     77.251    34.8777    34.8801     6.5987    1473.12    27.5423    27.5466
     77.000     5.3135     5.3042   3.367297   3.366317     2.5509     0.3485     0.4654    34.8783 3.3371e+02     76.261    34.8822    34.8806     6.6047    1473.11    27.5455    27.5454
     76.000     5.3551     5.3528   3.371277   3.370761     2.5536     0.3486     0.4652    34.8775 3.3493e+02     75.271    34.8851    34.8816     6.6052    1473.27    27.5429    27.5404
     75.000     5.4101     5.4013   3.375912   3.375236     2.5562     0.4075     0.4620    34.8758 3.3669e+02     74.280    34.8817    34.8831     6.6037    1473.47    27.5335    27.5357
     74.000     5.4134     5.3932   3.376383   3.374488     2.5636     0.7627     0.4675    34.8799 3.3615e+02     73.290    34.8841    34.8835     6.6259    1473.47    27.5350    27.5369
     73.000     5.5036     5.4818   3.384334   3.382765     2.5747     0.7785     0.4682    34.8788 3.3263e+02     72.300    34.8820    34.8868     6.6456    1473.81    27.5223    27.5288
     72.000     5.4787     5.4624   3.382289   3.380826     2.5778     0.5326     0.4613    34.8817 3.3214e+02     71.310    34.8850    34.8852     6.6586    1473.70    27.5278    27.5299
