       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
    156.000     4.7608     4.7606   3.321251   3.321412     2.4153    -0.3465     0.3853    34.8857 6.0049e+02    154.451    34.8856    34.8877     6.3199    1472.17    27.6135    27.6152
    155.000     4.7605     4.7601   3.321175   3.321311     2.4153    -0.3471     0.3891    34.8856 6.0682e+02    153.461    34.8855    34.8875     6.3193    1472.15    27.6134    27.6150
    154.000     4.7598     4.7588   3.321054   3.321137     2.4158    -0.3619     0.3892    34.8856 6.1303e+02    152.471    34.8854    34.8873     6.3201    1472.13    27.6134    27.6151
    153.000     4.7553     4.7537   3.320479   3.320508     2.4203    -0.3284     0.4076    34.8842 5.8272e+02    151.482    34.8839    34.8859     6.3353    1472.09    27.6128    27.6145
    152.000     4.7496     4.7455   3.319726   3.319496     2.4218    -0.3462     0.3884    34.8826 5.6996e+02    150.492    34.8817    34.8833     6.3401    1472.05    27.6116    27.6133
    151.000     4.7434     4.7423   3.319016   3.319093     2.4229    -0.3460     0.3854    34.8814 5.6812e+02    149.502    34.8804    34.8825     6.3442    1472.01    27.6113    27.6131
    150.000     4.7404     4.7412   3.318639   3.318892     2.4257    -0.3337     0.3933    34.8801 5.5817e+02    148.512    34.8798    34.8818     6.3532    1471.98    27.6111    27.6127
    149.000     4.7416     4.7416   3.318652   3.318835     2.4264    -0.3526     0.3896    34.8795 5.5510e+02    147.523    34.8791    34.8813     6.3545    1471.97    27.6104    27.6122
    148.000     4.7418     4.7435   3.318627   3.318911     2.4277    -0.3603     0.3892    34.8791 5.5679e+02    146.533    34.8792    34.8808     6.3579    1471.95    27.6105    27.6115
    147.000     4.7497     4.7543   3.319270   3.319708     2.4288    -0.3392     0.3935    34.8778 5.5869e+02    145.543    34.8789    34.8792     6.3595    1471.97    27.6094    27.6090
    146.000     4.7571     4.7596   3.319762   3.320130     2.4300    -0.3420     0.3941    34.8769 5.6188e+02    144.553    34.8774    34.8791     6.3614    1471.98    27.6073    27.6083
    145.000     4.7574     4.7516   3.319771   3.319493     2.4343    -0.3281     0.3899    34.8776 5.5560e+02    143.564    34.8777    34.8806     6.3746    1471.96    27.6075    27.6104
    144.000     4.7563     4.7567   3.319629   3.319808     2.4364    -0.3478     0.3945    34.8776 5.4501e+02    142.574    34.8778    34.8794     6.3809    1471.94    27.6077    27.6089
    143.000     4.7584     4.7584   3.319753   3.319916     2.4365    -0.3459     0.3917    34.8772 5.4732e+02    141.584    34.8775    34.8794     6.3802    1471.93    27.6072    27.6087
    142.000     4.7616     4.7595   3.319950   3.319956     2.4374    -0.3458     0.4203    34.8768 5.4921e+02    140.594    34.8770    34.8793     6.3819    1471.93    27.6065    27.6085
    141.000     4.7641     4.7753   3.320174   3.321413     2.4411    -0.3189     0.3976    34.8778 5.4683e+02    139.605    34.8775    34.8801     6.3927    1471.92    27.6065    27.6074
    140.000     4.7672     4.7761   3.320506   3.321428     2.4439    -0.3437     0.3889    34.8778 5.3419e+02    138.615    34.8787    34.8801     6.4005    1471.92    27.6071    27.6072
    139.000     4.7745     4.7732   3.321090   3.321084     2.4452    -0.3338     0.3932    34.8774 5.3709e+02    137.625    34.8783    34.8796     6.4029    1471.94    27.6060    27.6072
