       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFLTurbWETntu0      Sal00       Spar      DepSM      Sal00      Sal11 Sbeox0ML/L       SvCM  Sigma-é00  Sigma-é11
   2839.000     1.4556     1.4575   3.140647   3.140837     1.5714    -0.3769     0.4034    34.8856 5.0508e+02   2793.455    34.8855    34.8859     5.4896    1502.89    27.9361    27.9362
   2838.000     1.4555     1.4571   3.140621   3.140777     1.5794    -0.3818     0.4001    34.8858 5.1615e+02   2792.477    34.8858    34.8860     5.5304    1502.87    27.9363    27.9364
   2837.000     1.4552     1.4572   3.140558   3.140725     1.6144    -0.3743     0.4017    34.8859 5.0384e+02   2791.500    34.8859    34.8858     5.7093    1502.86    27.9364    27.9362
   2836.000     1.4552     1.4569   3.140510   3.140668     1.6148    -0.3844     0.3973    34.8858 5.0209e+02   2790.522    34.8858    34.8859     5.7109    1502.84    27.9363    27.9362
   2835.000     1.4548     1.4569   3.140454   3.140619     1.6184    -0.3773     0.4039    34.8860 5.0659e+02   2789.544    34.8860    34.8857     5.7285    1502.82    27.9365    27.9361
   2834.000     1.4548     1.4569   3.140405   3.140569     1.6185    -0.3742     0.4044    34.8859 5.0891e+02   2788.567    34.8858    34.8855     5.7282    1502.80    27.9363    27.9360
   2833.000     1.4548     1.4568   3.140359   3.140530     1.6185    -0.3638     0.3990    34.8858 5.0942e+02   2787.589    34.8857    34.8857     5.7279    1502.79    27.9362    27.9361
   2832.000     1.4547     1.4566   3.140318   3.140488     1.6191    -0.3550     0.3923    34.8859 5.0774e+02   2786.612    34.8858    34.8858     5.7300    1502.77    27.9363    27.9362
   2831.000     1.4547     1.4565   3.140273   3.140443     1.6201    -0.3667     0.3925    34.8858 5.0485e+02   2785.634    34.8857    34.8858     5.7345    1502.75    27.9363    27.9362
   2830.000     1.4545     1.4563   3.140230   3.140390     1.6228    -0.3729     0.4001    34.8859 5.0299e+02   2784.657    34.8859    34.8859     5.7477    1502.73    27.9364    27.9363
   2829.000     1.4543     1.4563   3.140167   3.140327     1.6250    -0.3944     0.4072    34.8858 5.0828e+02   2783.679    34.8858    34.8855     5.7583    1502.71    27.9363    27.9360
   2828.000     1.4544     1.4565   3.140125   3.140302     1.6246    -0.3768     0.3955    34.8857 5.0869e+02   2782.702    34.8856    34.8856     5.7552    1502.70    27.9362    27.9360
   2827.000     1.4543     1.4562   3.140055   3.140253     1.6233    -0.3743     0.3940    34.8854 5.0802e+02   2781.724    34.8853    34.8857     5.7479    1502.68    27.9359    27.9361
   2826.000     1.4542     1.4560   3.140021   3.140195     1.6224    -0.3743     0.3969    34.8855 5.0667e+02   2780.747    34.8854    34.8857     5.7425    1502.66    27.9360    27.9361
   2825.000     1.4540     1.4558   3.139974   3.140152     1.6217    -0.3890     0.3971    34.8856 5.0453e+02   2779.769    34.8856    34.8858     5.7382    1502.65    27.9361    27.9362
   2824.000     1.4539     1.4558   3.139926   3.140102     1.6211    -0.3831     0.4040    34.8857 5.0356e+02   2778.792    34.8856    34.8857     5.7347    1502.63    27.9362    27.9361
   2823.000     1.4538     1.4557   3.139871   3.140059     1.6212    -0.4078     0.4053    34.8855 5.0595e+02   2777.814    34.8855    34.8857     5.7341    1502.61    27.9360    27.9361
   2822.000     1.4537     1.4556   3.139821   3.140011     1.6212    -0.3878     0.4024    34.8856 5.0642e+02   2776.836    34.8855    34.8857     5.7335    1502.59    27.9360    27.9361
   2821.000     1.4536     1.4554   3.139772   3.139958     1.6211    -0.3746     0.3974    34.8855 5.0587e+02   2775.859    34.8854    34.8857     5.7325    1502.58    27.9360    27.9361
   2820.000     1.4535     1.4553   3.139725   3.139911     1.6211    -0.3743     0.4043    34.8854 5.0459e+02   2774.881    34.8854    34.8857     5.7315    1502.56    27.9360    27.9361
   2819.000     1.4534     1.4553   3.139674   3.139870     1.6199    -0.3743     0.3941    34.8853 5.0289e+02   2773.904    34.8853    34.8857     5.7249    1502.54    27.9359    27.9361
   2818.000     1.4533     1.4552   3.139627   3.139822     1.6185    -0.3925     0.3971    34.8854 5.0299e+02   2772.926    34.8853    34.8857     5.7165    1502.52    27.9359    27.9361
   2817.000     1.4532     1.4551   3.139575   3.139777     1.6171    -0.3921     0.3975    34.8853 5.0407e+02   2771.948    34.8852    34.8857     5.7090    1502.51    27.9358    27.9361
   2816.000     1.4531     1.4550   3.139523   3.139730     1.6152    -0.3739     0.4037    34.8852 5.0557e+02   2770.971    34.8851    34.8857     5.6983    1502.49    27.9358    27.9361
   2815.000     1.4531     1.4549   3.139471   3.139684     1.6144    -0.3743     0.3921    34.8851 5.0633e+02   2769.993    34.8850    34.8857     5.6934    1502.47    27.9357    27.9361
   2814.000     1.4529     1.4548   3.139427   3.139636     1.6132    -0.3751     0.3971    34.8852 5.0653e+02   2769.016    34.8851    34.8857     5.6868    1502.45    27.9358    27.9361
   2813.000     1.4529     1.4548   3.139374   3.139592     1.6124    -0.3932     0.3971    34.8851 5.0710e+02   2768.038    34.8850    34.8857     5.6820    1502.44    27.9357    27.9361
   2812.000     1.4528     1.4548   3.139324   3.139561     1.6117    -0.3733     0.3971    34.8850 5.0777e+02   2767.060    34.8849    34.8857     5.6777    1502.42    27.9356    27.9361
   2811.000     1.4528     1.4547   3.139278   3.139508     1.6112    -0.3743     0.3971    34.8849 5.0787e+02   2766.083    34.8848    34.8857     5.6743    1502.40    27.9355    27.9361
   2810.000     1.4527     1.4546   3.139232   3.139468     1.6109    -0.3743     0.3908    34.8849 5.0799e+02   2765.105    34.8848    34.8857     5.6719    1502.38    27.9355    27.9361
   2809.000     1.4526     1.4545   3.139191   3.139422     1.6115    -0.3743     0.3924    34.8849 5.0818e+02   2764.127    34.8849    34.8858     5.6742    1502.37    27.9356    27.9362
   2808.000     1.4526     1.4544   3.139141   3.139380     1.6122    -0.3743     0.3971    34.8849 5.0856e+02   2763.150    34.8848    34.8858     5.6772    1502.35    27.9355    27.9361
   2807.000     1.4524     1.4543   3.139090   3.139320     1.6127    -0.3743     0.3946    34.8848 5.0811e+02   2762.172    34.8848    34.8857     5.6789    1502.33    27.9355    27.9361
   2806.000     1.4524     1.4542   3.139036   3.139280     1.6130    -0.3743     0.4006    34.8847 5.0982e+02   2761.195    34.8847    34.8857     5.6795    1502.31    27.9354    27.9361
   2805.000     1.4522     1.4542   3.138985   3.139224     1.6129    -0.3743     0.3922    34.8847 5.1233e+02   2760.217    34.8846    34.8855     5.6783    1502.30    27.9354    27.9360
   2804.000     1.4522     1.4541   3.138942   3.139183     1.6125    -0.3743     0.3922    34.8847 5.1276e+02   2759.239    34.8846    34.8856     5.6756    1502.28    27.9353    27.9360
