Deployment,CC_UID,CC_name,CC_source,CC_values,UID
1.0,CGINS-OPTAAD-00123,CC_awlngth,CGINS-OPTAAD-00123__20131121_Cal_Info.xlsx,"[400.5, 404.6, 408.7, 412.6, 416.9, 421.5, 426.3, 430.9, 435.0, 439.3, 443.9, 448.8, 453.6, 458.2, 462.5, 467.3, 472.6, 477.6, 482.4, 487.3, 491.6, 496.1, 501.2, 506.4, 511.6, 517.0, 522.2, 527.2, 531.7, 536.3, 541.1, 546.1, 551.0, 556.2, 561.1, 566.1, 570.3, 574.7, 579.0, 582.9, 587.1, 591.8, 596.4, 600.9, 606.0, 610.5, 615.0, 619.7, 624.0, 628.4, 632.7, 637.0, 641.3, 645.8, 650.2, 654.5, 659.3, 663.6, 668.2, 672.2, 676.3, 680.6, 684.5, 688.1, 691.9, 695.5, 698.7, 702.5, 705.8, 708.9, 712.0, 715.6, 718.9, 722.2, 725.3, 728.3, 730.5, 733.7, 736.4, 738.6, 740.8, 743.7, 746.2]",CGINS-OPTAAD-00123
1.0,CGINS-OPTAAD-00123,CC_ccwo,CGINS-OPTAAD-00123__20131121_Cal_Info.xlsx,"[-0.044298, 0.067894, 0.170379, 0.261943, 0.341369, 0.411935, 0.476776, 0.536228, 0.599511, 0.640586, 0.678156, 0.733385, 0.770638, 0.805711, 0.83784, 0.868885, 0.899441, 0.926484, 0.952323, 0.977027, 1.000147, 1.022775, 1.042712, 1.061592, 1.078944, 1.094675, 1.110207, 1.125136, 1.138645, 1.151402, 1.164303, 1.177168, 1.192536, 1.200037, 1.211117, 1.222531, 1.229529, 1.233734, 1.234418, 1.230632, 1.222166, 1.205688, 1.187856, 1.167964, 1.149601, 1.137307, 1.134074, 1.136437, 1.140452, 1.143599, 1.147037, 1.149763, 1.151129, 1.150369, 1.14696, 1.141217, 1.132571, 1.123867, 1.117245, 1.114205, 1.11235, 1.108441, 1.093191, 1.094215, 1.065466, 1.037701, 1.000509, 0.951459, 0.891513, 0.817055, 0.727036, 0.620517, 0.493005, 0.345624, 0.181895, 0.005486, -0.177929, -0.360159, -0.534722, -0.689017, -0.81653, -0.912127, -0.978953]",CGINS-OPTAAD-00123
1.0,CGINS-OPTAAD-00123,CC_tbins,CGINS-OPTAAD-00123__20131121_Cal_Info.xlsx,"[3.460473, 4.439091, 5.5325, 6.488077, 7.487018, 8.461707, 9.477353, 10.494138, 11.471852, 12.489615, 13.49875, 14.485769, 15.4825, 16.481667, 17.485556, 18.504444, 19.525789, 20.539167, 21.479643, 22.492143, 23.503846, 24.493704, 25.492, 26.592857, 27.467975, 28.4775, 29.500909, 30.486949, 31.485882, 32.48587, 33.486829, 34.506, 35.505897, 36.259286]",CGINS-OPTAAD-00123
