       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFL   CStarAt0 Sbeox0ML/L      DepSM      Sal00      Sal11       SvDM Sbeox0ML/L  Density00  Density11     Dz/dtM  OxsatML/L       Flag
    898.534     3.9050     3.9082   3.278431   3.278883     1.8332     0.0377     0.0858    4.91710    888.000    34.8959    34.8979    1480.57    4.91697  1031.8600  1031.8611     -1.353    7.28572 0.0000e+00
    897.520     3.9103     3.9127   3.278912   3.279343     1.8338     0.0469     0.0862    4.91799    887.000    34.8965    34.8990    1480.58    4.91786  1031.8552  1031.8568     -1.287    7.28473 0.0000e+00
    896.505     3.9143     3.9163   3.279259   3.279667     1.8339     0.0376     0.0857    4.91718    886.000    34.8969    34.8996    1480.58    4.91706  1031.8503  1031.8523     -1.052    7.28400 0.0000e+00
    895.491     3.9172     3.9183   3.279526   3.279848     1.8337     0.0359     0.0857    4.91527    885.000    34.8975    34.9002    1480.57    4.91514  1031.8458  1031.8478     -0.758    7.28344 0.0000e+00
    894.477     3.9209     3.9213   3.279819   3.280083     1.8334     0.0299     0.0859    4.91328    884.000    34.8976    34.9003    1480.57    4.91316  1031.8408  1031.8429     -0.821    7.28278 0.0000e+00
    893.463     3.9218     3.9223   3.279909   3.280179     1.8328     0.0227     0.0858    4.91020    883.000    34.8983    34.9009    1480.56    4.91008  1031.8365  1031.8386     -1.009    7.28259 0.0000e+00
    892.449     3.9220     3.9216   3.279882   3.280098     1.8331     0.0288     0.0857    4.91075    882.000    34.8982    34.9012    1480.55    4.91063  1031.8318  1031.8344     -1.103    7.28255 0.0000e+00
    891.435     3.9201     3.9187   3.279643   3.279769     1.8321     0.0322     0.0858    4.90660    881.000    34.8979    34.9010    1480.52    4.90648  1031.8273  1031.8298     -1.126    7.28290 0.0000e+00
    890.421     3.9167     3.9160   3.279250   3.279444     1.8321     0.0249     0.0858    4.90632    880.000    34.8974    34.9005    1480.49    4.90620  1031.8226  1031.8252     -1.138    7.28354 0.0000e+00
    889.407     3.9145     3.9133   3.278981   3.279114     1.8319     0.0361     0.0857    4.90533    879.000    34.8970    34.8999    1480.46    4.90520  1031.8180  1031.8204     -1.158    7.28395 0.0000e+00
    888.393     3.9134     3.9118   3.278778   3.278847     1.8321     0.0233     0.0858    4.90569    878.000    34.8964    34.8989    1480.44    4.90557  1031.8130  1031.8152     -1.115    7.28419 0.0000e+00
    887.379     3.9124     3.9113   3.278638   3.278768     1.8321     0.0349     0.0854    4.90497    877.000    34.8963    34.8989    1480.42    4.90484  1031.8083  1031.8105     -0.987    7.28437 0.0000e+00
    886.365     3.9104     3.9085   3.278374   3.278423     1.8324     0.0353     0.0882    4.90583    876.000    34.8957    34.8984    1480.39    4.90570  1031.8036  1031.8059     -0.867    7.28474 0.0000e+00
    885.352     3.9075     3.9053   3.278013   3.278050     1.8393     0.0348     0.0871    4.93102    875.000    34.8951    34.8978    1480.36    4.93089  1031.7988  1031.8011     -0.886    7.28530 0.0000e+00
    884.338     3.9054     3.9023   3.277742   3.277676     1.8290     0.0323     0.0855    4.89267    874.000    34.8946    34.8971    1480.34    4.89255  1031.7939  1031.7964     -1.000    7.28570 0.0000e+00
    883.324     3.9030     3.9015   3.277449   3.277542     1.8295     0.0242     0.0856    4.89428    873.000    34.8942    34.8969    1480.31    4.89416  1031.7893  1031.7916     -1.085    7.28614 0.0000e+00
    882.310     3.9022     3.9010   3.277318   3.277430     1.8299     0.0226     0.0858    4.89528    872.000    34.8941    34.8967    1480.29    4.89516  1031.7848  1031.7869     -1.098    7.28631 0.0000e+00
    881.296     3.9009     3.8997   3.277158   3.277293     1.8306     0.0365     0.0856    4.89733    871.000    34.8940    34.8969    1480.27    4.89720  1031.7803  1031.7826     -1.036    7.28653 0.0000e+00
    880.282     3.8987     3.8971   3.276888   3.276983     1.8309     0.0462     0.0851    4.89785    870.000    34.8937    34.8965    1480.24    4.89772  1031.7756  1031.7780     -0.958    7.28695 0.0000e+00
    879.268     3.8967     3.8959   3.276631   3.276781     1.8316     0.0351     0.0853    4.90022    869.000    34.8932    34.8959    1480.22    4.90009  1031.7709  1031.7731     -0.983    7.28732 0.0000e+00
    878.254     3.8979     3.8979   3.276685   3.276885     1.8321     0.0370     0.0853    4.90123    868.000    34.8932    34.8956    1480.21    4.90111  1031.7660  1031.7679     -1.032    7.28712 0.0000e+00
    877.240     3.8995     3.8997   3.276794   3.277042     1.8333     0.0353     0.0854    4.90482    867.000    34.8934    34.8961    1480.20    4.90470  1031.7614  1031.7634     -1.010    7.28683 0.0000e+00
    876.226     3.9004     3.8999   3.276840   3.277032     1.8335     0.0353     0.0858    4.90483    866.000    34.8935    34.8962    1480.18    4.90470  1031.7566  1031.7588     -1.007    7.28666 0.0000e+00
