       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFL   CStarAt0 Sbeox0ML/L      DepSM      Sal00      Sal11       SvDM Sbeox0ML/L  Density00  Density11     Dz/dtM  OxsatML/L       Flag
   2521.039     3.0135     3.0129   3.268742   3.268974     1.5012     0.0354     0.0820    4.67721   2482.000    34.9297    34.9332    1503.77    4.67711  1039.3176  1039.3204     -1.268    7.44713 0.0000e+00
   2520.018     3.0133     3.0128   3.268700   3.268922     1.5012     0.0435     0.0818    4.67664   2481.000    34.9299    34.9331    1503.75    4.67655  1039.3134  1039.3159     -1.064    7.44717 0.0000e+00
   2518.996     3.0114     3.0106   3.268504   3.268706     1.5031     0.0355     0.0813    4.68517   2480.000    34.9300    34.9333    1503.73    4.68508  1039.3091  1039.3118      0.190    7.44750 0.0000e+00
   2517.974     3.0113     3.0109   3.268411   3.268675     1.5033     0.0398     0.0816    4.68539   2479.000    34.9295    34.9331    1503.71    4.68529  1039.3042  1039.3070     -0.443    7.44755 0.0000e+00
   2516.953     3.0117     3.0112   3.268403   3.268649     1.5034     0.0323     0.0815    4.68515   2478.000    34.9295    34.9330    1503.69    4.68506  1039.2996  1039.3024     -1.202    7.44748 0.0000e+00
   2515.931     3.0124     3.0114   3.268425   3.268625     1.5034     0.0229     0.0814    4.68444   2477.000    34.9295    34.9329    1503.68    4.68435  1039.2949  1039.2979     -1.332    7.44735 0.0000e+00
   2514.909     3.0124     3.0119   3.268408   3.268645     1.5034     0.0432     0.0814    4.68382   2476.000    34.9297    34.9331    1503.66    4.68373  1039.2906  1039.2933     -1.201    7.44734 0.0000e+00
   2513.887     3.0125     3.0120   3.268387   3.268623     1.5034     0.0404     0.0814    4.68333   2475.000    34.9299    34.9332    1503.65    4.68323  1039.2861  1039.2888     -0.524    7.44731 0.0000e+00
   2512.866     3.0131     3.0122   3.268379   3.268576     1.5036     0.0345     0.0814    4.68361   2474.000    34.9296    34.9329    1503.63    4.68352  1039.2814  1039.2841     -0.769    7.44722 0.0000e+00
   2511.844     3.0131     3.0123   3.268352   3.268556     1.5038     0.0348     0.0815    4.68381   2473.000    34.9297    34.9330    1503.61    4.68372  1039.2769  1039.2795     -1.133    7.44721 0.0000e+00
   2510.823     3.0133     3.0126   3.268339   3.268543     1.5039     0.0348     0.0814    4.68343   2472.000    34.9299    34.9330    1503.60    4.68333  1039.2725  1039.2750     -1.107    7.44717 0.0000e+00
   2509.801     3.0131     3.0125   3.268275   3.268512     1.5040     0.0357     0.0814    4.68342   2471.000    34.9298    34.9332    1503.58    4.68332  1039.2679  1039.2706     -0.886    7.44721 0.0000e+00
   2508.779     3.0136     3.0125   3.268289   3.268469     1.5044     0.0349     0.0814    4.68464   2470.000    34.9299    34.9332    1503.56    4.68454  1039.2634  1039.2661     -0.457    7.44711 0.0000e+00
   2507.758     3.0146     3.0127   3.268324   3.268440     1.5047     0.0430     0.0818    4.68542   2469.000    34.9297    34.9331    1503.55    4.68533  1039.2585  1039.2615     -0.627    7.44693 0.0000e+00
   2506.736     3.0154     3.0131   3.268348   3.268423     1.5048     0.0349     0.0814    4.68492   2468.000    34.9297    34.9330    1503.54    4.68482  1039.2539  1039.2567     -0.958    7.44679 0.0000e+00
   2505.714     3.0161     3.0146   3.268374   3.268504     1.5049     0.0354     0.0814    4.68487   2467.000    34.9297    34.9328    1503.52    4.68477  1039.2491  1039.2518     -1.064    7.44665 0.0000e+00
   2504.693     3.0162     3.0155   3.268360   3.268565     1.5050     0.0348     0.0816    4.68435   2466.000    34.9298    34.9330    1503.51    4.68425  1039.2448  1039.2474     -1.017    7.44662 0.0000e+00
   2503.671     3.0161     3.0156   3.268313   3.268546     1.5051     0.0348     0.0815    4.68445   2465.000    34.9300    34.9332    1503.49    4.68435  1039.2404  1039.2430     -0.724    7.44665 0.0000e+00
   2502.649     3.0162     3.0155   3.268286   3.268505     1.5054     0.0447     0.0815    4.68495   2464.000    34.9300    34.9332    1503.47    4.68485  1039.2358  1039.2385     -0.247    7.44662 0.0000e+00
   2501.628     3.0162     3.0157   3.268232   3.268465     1.5056     0.0470     0.0814    4.68525   2463.000    34.9298    34.9331    1503.45    4.68515  1039.2312  1039.2338     -1.140    7.44663 0.0000e+00
   2500.606     3.0162     3.0157   3.268186   3.268436     1.5057     0.0470     0.0814    4.68550   2462.000    34.9297    34.9333    1503.44    4.68541  1039.2266  1039.2294     -1.356    7.44663 0.0000e+00
   2499.584     3.0161     3.0155   3.268141   3.268372     1.5057     0.0470     0.0814    4.68461   2461.000    34.9297    34.9331    1503.42    4.68451  1039.2220  1039.2247     -1.367    7.44665 0.0000e+00
   2498.563     3.0161     3.0156   3.268101   3.268340     1.5057     0.0513     0.0815    4.68399   2460.000    34.9297    34.9332    1503.40    4.68389  1039.2175  1039.2202     -1.240    7.44665 0.0000e+00
   2497.541     3.0161     3.0156   3.268076   3.268308     1.5058     0.0550     0.0814    4.68406   2459.000    34.9299    34.9333    1503.39    4.68396  1039.2131  1039.2158     -0.970    7.44664 0.0000e+00
   2496.520     3.0163     3.0156   3.268043   3.268264     1.5059     0.0471     0.0814    4.68381   2458.000    34.9298    34.9332    1503.37    4.68371  1039.2085  1039.2112     -0.664    7.44661 0.0000e+00
   2495.498     3.0165     3.0156   3.268011   3.268222     1.5060     0.0439     0.0814    4.68352   2457.000    34.9297    34.9331    1503.35    4.68342  1039.2039  1039.2067     -0.690    7.44658 0.0000e+00
   2494.476     3.0165     3.0157   3.267970   3.268182     1.5060     0.0351     0.0814    4.68290   2456.000    34.9297    34.9330    1503.34    4.68280  1039.1992  1039.2020     -0.952    7.44658 0.0000e+00
   2493.455     3.0167     3.0159   3.267952   3.268158     1.5061     0.0300     0.0816    4.68277   2455.000    34.9297    34.9330    1503.32    4.68267  1039.1947  1039.1974     -1.063    7.44654 0.0000e+00
   2492.433     3.0167     3.0162   3.267926   3.268144     1.5061     0.0327     0.0814    4.68215   2454.000    34.9298    34.9330    1503.30    4.68205  1039.1903  1039.1929     -1.057    7.44652 0.0000e+00
