       PrDM      T090C      T190C      C0S/m      C1S/m    Sbeox0V  FlECO-AFL   CStarAt0 Sbeox0ML/L      DepSM      Sal00      Sal11       SvDM Sbeox0ML/L  Density00  Density11     Dz/dtM  OxsatML/L       Flag
    503.417     4.2734     4.2718   3.296165   3.296262     1.8981     0.0280     0.0877    4.84928    498.000    34.9214    34.9242    1475.70    4.84915  1030.0231  1030.0255     -0.820    7.21893 0.0000e+00
    502.405     4.2700     4.2691   3.295853   3.295973     1.8982     0.0314     0.0871    4.84926    497.000    34.9218    34.9243    1475.67    4.84913  1030.0192  1030.0211      0.175    7.21950 0.0000e+00
    501.393     4.2695     4.2687   3.295736   3.295875     1.8984     0.0261     0.0870    4.84947    496.000    34.9215    34.9241    1475.65    4.84934  1030.0143  1030.0164     -0.316    7.21960 0.0000e+00
    500.381     4.2700     4.2692   3.295726   3.295868     1.8985     0.0440     0.0874    4.84910    495.000    34.9214    34.9240    1475.64    4.84897  1030.0095  1030.0116     -0.732    7.21952 0.0000e+00
    499.369     4.2715     4.2713   3.295810   3.295996     1.8990     0.0303     0.0869    4.85025    494.000    34.9214    34.9238    1475.63    4.85012  1030.0046  1030.0066     -0.808    7.21926 0.0000e+00
    498.357     4.2729     4.2726   3.295893   3.296087     1.8993     0.0225     0.0873    4.85025    493.000    34.9214    34.9240    1475.62    4.85012  1029.9999  1030.0018     -0.729    7.21901 0.0000e+00
    497.345     4.2747     4.2746   3.296032   3.296230     1.8995     0.0336     0.0874    4.85006    492.000    34.9217    34.9241    1475.61    4.84993  1029.9951  1029.9971     -0.222    7.21868 0.0000e+00
    496.333     4.2765     4.2765   3.296137   3.296351     1.8994     0.0427     0.0881    4.84882    491.000    34.9215    34.9241    1475.60    4.84869  1029.9901  1029.9922     -1.040    7.21837 0.0000e+00
    495.321     4.2787     4.2785   3.296311   3.296488     1.8996     0.0339     0.0876    4.84877    490.000    34.9217    34.9241    1475.59    4.84864  1029.9854  1029.9873     -1.267    7.21797 0.0000e+00
    494.309     4.2813     4.2807   3.296491   3.296658     1.8995     0.0229     0.0882    4.84729    489.000    34.9218    34.9243    1475.59    4.84716  1029.9805  1029.9825     -1.204    7.21752 0.0000e+00
    493.297     4.2806     4.2819   3.296410   3.296740     1.8997     0.0432     0.0881    4.84754    488.000    34.9220    34.9245    1475.57    4.84741  1029.9761  1029.9779     -0.834    7.21762 0.0000e+00
    492.284     4.2832     4.2843   3.296620   3.296916     1.8998     0.0290     0.0880    4.84676    487.000    34.9223    34.9247    1475.56    4.84663  1029.9713  1029.9730     -0.272    7.21715 0.0000e+00
    491.272     4.2858     4.2876   3.296785   3.297132     1.8995     0.0221     0.0884    4.84474    486.000    34.9220    34.9242    1475.56    4.84460  1029.9662  1029.9677     -1.036    7.21671 0.0000e+00
    490.260     4.2886     4.2898   3.296995   3.297304     1.8996     0.0278     0.0881    4.84409    485.000    34.9221    34.9244    1475.55    4.84396  1029.9612  1029.9629     -1.437    7.21622 0.0000e+00
