,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],CTD Filename,CTD File Flag,Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],"CTD Pressure, Digiquartz [db]",CTD Pressure Flag,"CTD Depth [salt water, m]",CTD Latitude [deg],CTD Longitude [deg],"CTD Temperature [ITS-90, deg C]",CTD Temperature 1 Flag,"CTD Temperature, 2 [ITS-90, deg C]",CTD Temperature 2 Flag,CTD Conductivity [S/m],CTD Conductivity 1 Flag,"CTD Conductivity, 2 [S/m]",CTD Conductivity 2 Flag,"CTD Salinity, Practical [PSU]","CTD Salinity, Practical, 2 [PSU]","CTD Oxygen, SBE 43 [ml/l]",CTD Oxygen Flag,"CTD Oxygen Saturation, Garcia & Gordon [ml/l]",CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,"CTD Beam Attenuation, WET Labs C-Star [1/m]","CTD Beam Transmission, WET Labs C-Star [%]",CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments
120,AR18-B,10,CS-2,40 13.12 N,070 46.57 W,2017-06-10T20:39:48Z,10,0000000000000100,126,D:\Data\ar18b010.hex,0000000000000100,5,0000000000000100,Jun 10 2017 20:51:48,41.494,0000000000000100,41.171,40.22071,-70.77624,7.2718,0000000000000100,7.2764,0000000000000100,3.367538,0000000000000100,3.367585,0000000000000100,32.9507,32.9468,5.1793,0000000000000100,6.80017,-9999999,-9999999,0.2074,94.9466,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.410228802992519,2.17284187579753,1.94424830844377,<0.04,1.855,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
121,AR18-B,10,CS-2,40 13.12 N,070 46.57 W,2017-06-10T20:39:48Z,10,0000000000000100,126,D:\Data\ar18b010.hex,0000000000000100,6,0000000000000100,Jun 10 2017 20:51:57,41.331,0000000000000100,41.009,40.22072,-70.77626,7.2824,0000000000000100,7.2773,0000000000000100,3.368248,0000000000000100,3.367661,0000000000000100,32.9484,32.9468,5.184,0000000000000100,6.79862,-9999999,-9999999,0.2097,94.8919,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
122,AR18-B,10,CS-2,40 13.12 N,070 46.57 W,2017-06-10T20:39:48Z,10,0000000000000100,126,D:\Data\ar18b010.hex,0000000000000100,7,0000000000000100,Jun 10 2017 20:54:16,7.393,0000000000000100,7.336,40.221,-70.77638,11.091,0000000000000100,11.0182,0000000000000100,3.610209,0000000000000100,3.603154,0000000000000100,31.9969,31.9907,5.5675,0000000000000100,6.2874,-9999999,-9999999,0.3859,90.8036,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.0662899002493765,<0.03,<0.04,<0.04,1.04,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
123,AR18-B,10,CS-2,40 13.12 N,070 46.57 W,2017-06-10T20:39:48Z,10,0000000000000100,126,D:\Data\ar18b010.hex,0000000000000100,8,0000000000000100,Jun 10 2017 20:54:24,7.461,0000000000000100,7.403,40.22102,-70.77639,11.0653,0000000000000100,11.08,0000000000000100,3.60784,0000000000000100,3.608737,0000000000000100,31.9959,31.9919,5.5704,0000000000000100,6.2909,-9999999,-9999999,0.3904,90.7013,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.0547612219451371,<0.03,<0.04,<0.04,1.675,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
124,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,1,0000000000000100,Jun 10 2017 22:32:26,111.244,0000000000000100,110.359,40.29303,-70.7754,10.087,0000000000000100,10.0479,0000000000000100,3.755729,0000000000000100,3.749599,0000000000000100,34.3215,34.2962,4.2741,0000000000000100,6.33036,-9999999,-9999999,0.3048,92.6634,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.560101620947631,6.711028994754,7.76664663490411,0.12,1.0,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
125,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,2,0000000000000100,Jun 10 2017 22:32:33,111.169,0000000000000100,110.284,40.29303,-70.7754,10.057,0000000000000100,10.0344,0000000000000100,3.752146,0000000000000100,3.747983,0000000000000100,34.3136,34.2927,4.2736,0000000000000100,6.33479,-9999999,-9999999,0.3052,92.6548,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.630234413965087,7.2491875797533,8.41302430235817,0.138,1.119,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
126,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,3,0000000000000100,Jun 10 2017 22:35:32,77.866,0000000000000100,77.253,40.29304,-70.7754,8.7963,0000000000000100,8.7958,0000000000000100,3.580557,0000000000000100,3.580205,0000000000000100,33.7538,33.7505,4.6552,0000000000000100,6.53607,-9999999,-9999999,0.2015,95.0861,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.486125935162095,4.61742193038423,5.55962151179085,0.21,1.1515,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
127,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,4,0000000000000100,Jun 10 2017 22:35:40,78.005,0000000000000100,77.391,40.29302,-70.7754,8.7952,0000000000000100,8.7944,0000000000000100,3.580439,0000000000000100,3.580029,0000000000000100,33.7535,33.7499,4.6574,0000000000000100,6.53624,-9999999,-9999999,0.2004,95.1145,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
128,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,5,0000000000000100,Jun 10 2017 22:39:02,17.518,0000000000000100,17.382,40.29304,-70.7754,9.9706,0000000000000100,9.996,0000000000000100,3.562469,0000000000000100,3.564211,0000000000000100,32.5071,32.5019,5.9065,0000000000000100,6.42061,-9999999,-9999999,0.422,89.9874,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.0470754364089776,0.252062420246703,<0.04,<0.04,1.177,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
129,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,6,0000000000000100,Jun 10 2017 22:39:11,17.454,0000000000000100,17.319,40.29304,-70.7754,9.9788,0000000000000100,9.9784,0000000000000100,3.563117,0000000000000100,3.562833,0000000000000100,32.5063,32.5037,5.9048,0000000000000100,6.41949,-9999999,-9999999,0.4249,89.9229,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.0288216957605985,<0.03,<0.04,<0.04,1.321,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
130,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,7,0000000000000100,Jun 10 2017 22:41:02,6.56,0000000000000100,6.509,40.29304,-70.7754,11.2266,0000000000000100,11.2212,0000000000000100,3.668501,0000000000000100,3.667592,0000000000000100,32.4524,32.4482,5.7885,0000000000000100,6.25111,-9999999,-9999999,0.3973,90.5454,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,0.0124894014962593,0.0882750248121367,<0.04,<0.04,1.23,0000000000000100,0000000000000100,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
131,AR18-B,11,CS-1,40 17.58 N,070 46.52 W,2017-06-10T22:27:03Z,11,0000000000000100,115,D:\Data\ar18b011.hex,0000000000000100,8,0000000000000100,Jun 10 2017 22:41:10,6.539,0000000000000100,6.489,40.29304,-70.7754,11.2235,0000000000000100,11.2222,0000000000000100,3.668329,0000000000000100,3.667891,0000000000000100,32.4535,32.4503,5.7781,0000000000000100,6.25148,-9999999,-9999999,0.3957,90.5808,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
132,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,1,0000000000000100,Jun 10 2017 23:35:24,90.318,0000000000000100,89.603,40.3634,-70.77229,8.158,0000000000000100,8.1591,0000000000000100,3.495427,0000000000000100,3.495234,0000000000000100,33.4572,33.4541,4.7412,0000000000000100,6.64277,-9999999,-9999999,0.1735,95.7548,0000000000000100,-9999999,-9999999,5.912,0000000000000100,0000000000000100,12/01.,12/01.,-9999999,0000000000000100,0000000000000100,0.469793640897755,4.03938005104211,4.07369083556872,0.111,2.194,0000000000000100,0000000000000100,33.4635,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
133,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,2,0000000000000100,Jun 10 2017 23:35:39,90.299,0000000000000100,89.584,40.3634,-70.77228,8.1587,0000000000000100,8.1598,0000000000000100,3.495479,0000000000000100,3.495245,0000000000000100,33.457,33.4535,4.7408,0000000000000100,6.64267,-9999999,-9999999,0.1734,95.757,0000000000000100,-9999999,-9999999,5.91,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,33.4567,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
134,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,3,0000000000000100,Jun 10 2017 23:38:32,46.077,0000000000000100,45.717,40.3634,-70.77228,7.6497,0000000000000100,7.6538,0000000000000100,3.389398,0000000000000100,3.389515,0000000000000100,32.8263,32.8237,5.279,0000000000000100,6.74729,-9999999,-9999999,0.197,95.1954,0000000000000100,-9999999,-9999999,6.562,0000000000000100,0000000000000100,12/02.,12/02.,-9999999,0000000000000100,0000000000000100,0.336253117206982,1.8814279384659,1.13672835008208,<0.04,1.756,0000000000000100,0000000000000100,32.8436,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
135,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,4,0000000000000100,Jun 10 2017 23:38:40,46.049,0000000000000100,45.689,40.3634,-70.77228,7.651,0000000000000100,7.6563,0000000000000100,3.389428,0000000000000100,3.389668,0000000000000100,32.8254,32.823,5.2838,0000000000000100,6.74713,-9999999,-9999999,0.201,95.0999,0000000000000100,-9999999,-9999999,6.572,0000000000000100,0000000000000100,12/30.,12/30.,-9999999,0000000000000100,0000000000000100,0.303588528678304,1.0061225719552,1.05577891660328,<0.04,2.516,0000000000000100,0000000000000100,32.8385,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
136,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,5,0000000000000100,Jun 10 2017 23:41:02,29.847,0000000000000100,29.616,40.3634,-70.77228,8.7006,0000000000000100,8.7003,0000000000000100,3.459218,0000000000000100,3.458838,0000000000000100,32.5945,32.5908,5.6712,0000000000000100,6.59938,-9999999,-9999999,0.3214,92.2805,0000000000000100,-9999999,-9999999,7.044,0000000000000100,0000000000000100,12/04.,12/04.,-9999999,0000000000000100,0000000000000100,0.075897132169576,0.0638132709485325,<0.04,<0.04,1.604,0000000000000100,0000000000000100,32.5966,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
137,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,6,0000000000000100,Jun 10 2017 23:41:10,29.966,0000000000000100,29.734,40.3634,-70.77228,8.6898,0000000000000100,8.6904,0000000000000100,3.458406,0000000000000100,3.458104,0000000000000100,32.5959,32.5922,5.6697,0000000000000100,6.60092,-9999999,-9999999,0.3225,92.2549,0000000000000100,-9999999,-9999999,7.026,0000000000000100,0000000000000100,12/05.,12/05.,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,32.5959,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
138,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,7,0000000000000100,Jun 10 2017 23:43:34,6.757,0000000000000100,6.705,40.36338,-70.77228,12.226,0000000000000100,12.2297,0000000000000100,3.756197,0000000000000100,3.756085,0000000000000100,32.4317,32.4275,5.5943,0000000000000100,6.12111,-9999999,-9999999,0.3672,91.229,0000000000000100,-9999999,-9999999,6.913,0000000000000100,0000000000000100,12/06.,12/06.,-9999999,0000000000000100,0000000000000100,<0.009,<0.03,<0.04,<0.04,1.3495,0000000000000100,0000000000000100,32.4359,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
139,AR18-B,12,PMUI,40 21.80 N,070 46.34 W,2017-06-10T23:31:10Z,12,0000000000000100,95,D:\Data\ar18b012.hex,0000000000000100,8,0000000000000100,Jun 10 2017 23:43:42,6.642,0000000000000100,6.591,40.36339,-70.77228,12.2336,0000000000000100,12.2227,0000000000000100,3.756879,0000000000000100,3.755529,0000000000000100,32.4318,32.4283,5.59,0000000000000100,6.12014,-9999999,-9999999,0.3692,91.1837,0000000000000100,-9999999,-9999999,6.924,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,<0.009,<0.03,<0.04,<0.04,1.213,0000000000000100,0000000000000100,32.4359,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
140,AR18-B,13,-9999999,40 11.93 N,070 33.05 W,2017-06-11T03:41:01Z,13,0000000000000100,-9999999,D:\Data\ar18b013.hex,0000000000000010,1,0000000000000100,Jun 11 2017 03:46:30,115.019,0000000000000100,114.103,40.19886,-70.55086,11.7307,0000000000000100,11.7193,0000000000000100,3.996946,0000000000000100,3.995155,0000000000000100,35.1746,35.1677,3.8421,0000000000000100,6.07904,-9999999,-9999999,0.3674,91.224,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
141,AR18-B,14,-9999999,40 12.34 N,071 06.57 W,2017-06-11T13:31:23Z,14,0000000000000100,-9999999,D:\Data\ar18b014.hex,0000000000000010,1,0000000000000100,Jun 11 2017 13:35:45,118.163,0000000000000100,117.222,40.20542,-71.11142,10.8633,0000000000000100,10.9063,0000000000000100,3.878446,0000000000000100,3.884033,0000000000000100,34.8207,34.8357,3.897,0000000000000100,6.20568,-9999999,-9999999,0.3941,90.6163,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
142,AR18-B,15,-9999999,40 20.62 N,071 06.46 W,2017-06-11T16:39:55Z,15,0000000000000100,-9999999,D:\Data\ar18b015.hex,0000000000000010,1,0000000000000100,Jun 11 2017 16:43:54,87.471,0000000000000100,86.78,40.34366,-71.10772,8.3411,0000000000000100,8.2034,0000000000000100,3.535918,0000000000000100,3.51708,0000000000000100,33.7134,33.6453,4.3727,0000000000000100,6.60452,-9999999,-9999999,0.2056,94.991,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
143,AR18-B,16,-9999999,40 20.81 N,070 43.87 W,2017-06-11T23:39:38Z,16,0000000000000100,-9999999,D:\Data\ar18b016.hex,0000000000000010,1,0000000000000100,Jun 11 2017 23:43:56,93.107,0000000000000100,92.37,40.34684,-70.73124,8.0922,0000000000000100,8.0935,0000000000000100,3.490408,0000000000000100,3.490197,0000000000000100,33.4652,33.4617,4.709,0000000000000100,6.65227,-9999999,-9999999,0.1996,95.1328,0000000000000100,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
144,AR18-B,13,AL-2 AUV,40 11.930' N,70 33.052' W,2017-06-11T03:37:00Z,13,0000000000000100,121,-9999999,0000000000000010,-9999999,0000000000000100,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
145,AR18-B,14,AL-1 AUV,40 12.335' N,71 06.589' W,2017-06-11T13:31:00Z,14,0000000000000100,124,-9999999,0000000000000010,-9999999,0000000000000100,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
146,AR18-B,15,AL-4 AUV,40 20.620' N,71 06.463' W,2017-06-11T16:39:00Z,15,0000000000000100,92,-9999999,0000000000000010,-9999999,0000000000000100,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
147,AR18-B,16,AC-3,40 20.810' N,70 43.874' W,2017-06-11T23:39:00Z,16,0000000000000100,98,-9999999,0000000000000010,-9999999,0000000000000100,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
