,Cruise ID,Station-Cast #,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth [m],CTD Filename,CTD File Flag,Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],"CTD Pressure, Digiquartz [db]",CTD Pressure Flag,"CTD Depth [salt water, m]",CTD Latitude [deg],CTD Longitude [deg],"CTD Temperature [ITS-90, deg C]",CTD Temperature 1 Flag,"CTD Temperature, 2 [ITS-90, deg C]",CTD Temperature 2 Flag,CTD Conductivity [S/m],CTD Conductivity 1 Flag,"CTD Conductivity, 2 [S/m]",CTD Conductivity 2 Flag,"CTD Salinity, Practical [PSU]","CTD Salinity, Practical, 2 [PSU]","CTD Oxygen, SBE 43 [ml/l]",CTD Oxygen Flag,"CTD Oxygen Saturation, Garcia & Gordon [ml/l]",CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,"CTD Beam Attenuation, WET Labs C-Star [1/m]","CTD Beam Transmission, WET Labs C-Star [%]",CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chl (ug/l),Discrete Phaeo (ug/l),Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Duplicate Flag,Discrete Phosphate [µmol/L],Discrete Silicate [µmol/L],Discrete Nitrate [µmol/L],Discrete Nitrite [µmol/L],Discrete Ammonium [µmol/L],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete pCO2 [µatm],Discrete pCO2 Analysis Temp [C],Discrete pCO2 Flag,Discrete pH [Total Scale],Discrete pH Analysis Temp [C],Discrete pH Flag,Calculated Alkalinity [µmol/kg],Calculated DIC [µmol/kg],Calculated pCO2 [µatm],Calculated pH,Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated Omega-C,Calculated Omega-A,Comments
148,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,1,0000000000000100,Jun 15 2017 14:42:32,89.202,0000000000000100,88.497,40.36334,-70.88332,9.7906,0000000000000100,9.7901,0000000000000100,3.716712,0000000000000100,3.716174,0000000000000100,34.2143,34.2094,4.1892,0000000000000100,6.37563,-9999999,-9999999,0.276,93.3331,0000000000000100,-9999999,-9999999,5.183,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.584600062344139,7.69588047639302,8.89500276254154,0.12,1.696,0000000000000100,0000000000000100,34.2113,0000000000000100,0000000000000100,1030,0000000000000010,1030,0000000000000010,-9999999,-9999999.0,-9999999.0,1029,1029,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
149,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,2,0000000000000100,Jun 15 2017 14:42:42,89.002,0000000000000100,88.298,40.36334,-70.88332,9.7894,0000000000000100,9.7909,0000000000000100,3.7165,0000000000000100,3.716408,0000000000000100,34.2135,34.2111,4.1851,0000000000000100,6.37584,-9999999,-9999999,0.2736,93.3878,0000000000000100,-9999999,-9999999,5.181,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.555298004987531,6.94394743371615,7.41643824318373,0.101,1.413,0000000000000100,0000000000000100,34.2105,0000000000000100,0000000000000100,1031,0000000000000010,1031,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicate DIC/TA
150,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,3,0000000000000100,Jun 15 2017 14:45:11,63.03,0000000000000100,62.536,40.36334,-70.88332,8.987,0000000000000100,8.8776,0000000000000100,3.564728,0000000000000100,3.550796,0000000000000100,33.4147,33.3722,4.8982,0000000000000100,6.52277,-9999999,-9999999,0.1979,95.1725,0000000000000100,-9999999,-9999999,5.934,0000000000000100,0000000000000100,01/01.,01/01.,-9999999,0000000000000100,0000000000000100,0.467872194513716,3.85432156529137,3.82088165111903,0.195,2.579,0000000000000100,0000000000000100,33.486,0000000000000100,0000000000000100,1032,0000000000000010,1032,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
151,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,4,0000000000000100,Jun 15 2017 14:45:20,62.889,0000000000000100,62.395,40.36334,-70.88332,8.9193,0000000000000100,8.8803,0000000000000100,3.556348,0000000000000100,3.550794,0000000000000100,33.391,33.3696,4.9202,0000000000000100,6.53357,-9999999,-9999999,0.2013,95.0919,0000000000000100,-9999999,-9999999,5.958,0000000000000100,0000000000000100,01/02.,01/02.,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,33.4699,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
152,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,5,0000000000000100,Jun 15 2017 14:48:30,17.83,0000000000000100,17.692,40.36334,-70.88332,9.3224,0000000000000100,9.3416,0000000000000100,3.504197,0000000000000100,3.50516,0000000000000100,32.4978,32.4903,5.6781,0000000000000100,6.513,-9999999,-9999999,0.3824,90.8828,0000000000000100,-9999999,-9999999,7.092,0000000000000100,0000000000000100,01/03.,01/03.,-9999999,0000000000000100,0000000000000100,0.0874258104738154,0.11380033319155,<0.04,<0.04,1.447,0000000000000100,0000000000000100,32.4733,0000000000000100,0000000000000100,1033,0000000000000010,1033,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
153,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,6,0000000000000100,Jun 15 2017 14:48:47,17.723,0000000000000100,17.586,40.36334,-70.88332,9.3163,0000000000000100,9.3163,0000000000000100,3.503672,0000000000000100,3.503399,0000000000000100,32.498,32.4951,5.6582,0000000000000100,6.51387,-9999999,-9999999,0.3912,90.6839,0000000000000100,-9999999,-9999999,7.148,0000000000000100,0000000000001000,01/04.,01/04.,-9999999,0000000000000100,0000000000001000,0.0864650872817955,0.182931376719127,<0.04,<0.04,1.472,0000000000000100,0000000000001000,32.4696,0000000000000100,0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicated O2, S, N, chl"
154,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,7,0000000000000100,Jun 15 2017 14:50:22,6.511,0000000000000100,6.46,40.36334,-70.88332,13.2197,0000000000000100,13.2036,0000000000000100,3.839633,0000000000000100,3.837455,0000000000000100,32.3707,32.3639,5.538,0000000000000100,5.99825,-9999999,-9999999,0.5563,87.0168,0000000000000100,-9999999,-9999999,6.646,0000000000000100,0000000000000100,01/05.,01/05.,-9999999,0000000000000100,0000000000000100,0.0172930174563591,0.612607401105912,<0.04,<0.04,1.787,0000000000000100,0000000000000100,32.3755,0000000000000100,0000000000000100,1035,0000000000000010,1035,0000000000000010,-9999999,-9999999.0,-9999999.0,1034,1034,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
155,AR18-C,1,OSPM,40 21.80 N,070 53.00 W,2017-06-15T14:35:39Z,1,0000000000000100,94,D:\Data\ar18c001.hex,0000000000000100,8,0000000000000100,Jun 15 2017 14:50:32,6.34,0000000000000100,6.291,40.36335,-70.88332,13.3308,0000000000000100,13.3176,0000000000000100,3.849392,0000000000000100,3.847287,0000000000000100,32.3675,32.3592,5.5745,0000000000000100,5.98473,-9999999,-9999999,0.5613,86.907,0000000000000100,-9999999,-9999999,6.676,0000000000000100,0000000000000100,01/06.,01/06.,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,32.39,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,1036,1036,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicate pH
156,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,1,0000000000000100,Jun 16 2017 10:23:38,143.354,0000000000000100,142.205,40.0984,-70.8833,11.9134,0000000000000100,11.915,0000000000000100,4.035429,0000000000000100,4.035338,0000000000000100,35.3663,35.3639,3.475,0000000000000100,6.04847,-9999999,-9999999,0.2581,93.7513,0000000000000100,-9999999,-9999999,4.32,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.784910847880299,8.75730788317028,14.2238824918925,<0.04,1.874,0000000000000100,0000000000000100,35.3668,0000000000000100,0000000000000100,1038,0000000000000010,1038,0000000000000010,-9999999,-9999999.0,-9999999.0,1037,1037,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
157,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,1,0000000000000100,Jun 16 2017 10:23:38,143.354,0000000000000100,142.205,40.0984,-70.8833,11.9134,0000000000000100,11.915,0000000000000100,4.035429,0000000000000100,4.035338,0000000000000100,35.3663,35.3639,3.475,0000000000000100,6.04847,-9999999,-9999999,0.2581,93.7513,0000000000000100,-9999999,-9999999,4.32,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.989544887780549,10.0867510279314,16.5447619810225,<0.04,2.503,0000000000000100,0000000000000100,35.3668,0000000000000100,0000000000000100,1038,0000000000000010,1038,0000000000000010,-9999999,-9999999.0,-9999999.0,1037,1037,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
158,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,2,0000000000000100,Jun 16 2017 10:23:46,143.402,0000000000000100,142.253,40.0984,-70.8833,11.9133,0000000000000100,11.9151,0000000000000100,4.035409,0000000000000100,4.035356,0000000000000100,35.3661,35.364,3.4745,0000000000000100,6.04848,-9999999,-9999999,0.2578,93.7593,0000000000000100,-9999999,-9999999,4.335,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,35.3644,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
159,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,3,0000000000000100,Jun 16 2017 10:29:18,67.979,0000000000000100,67.446,40.09842,-70.8833,7.9194,0000000000000100,7.9184,0000000000000100,3.475846,0000000000000100,3.475455,0000000000000100,33.4868,33.4836,4.8586,0000000000000100,6.67731,-9999999,-9999999,0.1486,96.3539,0000000000000100,-9999999,-9999999,5.989,0000000000000100,0000000000000100,02/01.,02/01.,-9999999,0000000000000100,0000000000000100,0.57643391521197,3.58524227279172,6.01756760219402,0.18,2.246,0000000000000100,0000000000000100,33.509,0000000000000100,0000000000000100,1039,0000000000000010,1039,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
160,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,3,0000000000000100,Jun 16 2017 10:29:18,67.979,0000000000000100,67.446,40.09842,-70.8833,7.9194,0000000000000100,7.9184,0000000000000100,3.475846,0000000000000100,3.475455,0000000000000100,33.4868,33.4836,4.8586,0000000000000100,6.67731,-9999999,-9999999,0.1486,96.3539,0000000000000100,-9999999,-9999999,5.989,0000000000000100,0000000000000100,02/01.,02/01.,-9999999,0000000000000100,0000000000000100,1.25374376558603,13.7985562881044,22.3543646154462,<0.04,1.074,0000000000000100,0000000000000100,33.509,0000000000000100,0000000000000100,1039,0000000000000010,1039,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
161,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,4,0000000000000100,Jun 16 2017 10:29:26,67.949,0000000000000100,67.416,40.09842,-70.8833,7.9181,0000000000000100,7.9164,0000000000000100,3.475777,0000000000000100,3.475225,0000000000000100,33.4874,33.483,4.8626,0000000000000100,6.67748,-9999999,-9999999,0.1478,96.3735,0000000000000100,-9999999,-9999999,5.99,0000000000000100,0000000000001000,02/02.,02/02.,-9999999,0000000000000100,0000000000000100,0.516869077306733,4.04044360555792,6.67645842174801,0.223,1.444,0000000000000100,0000000000001000,33.5055,0000000000000100,0000000000001000,1040,0000000000000010,1040,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate DIC/TA, N, O2, S"
162,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,4,0000000000000100,Jun 16 2017 10:29:26,67.949,0000000000000100,67.416,40.09842,-70.8833,7.9181,0000000000000100,7.9164,0000000000000100,3.475777,0000000000000100,3.475225,0000000000000100,33.4874,33.483,4.8626,0000000000000100,6.67748,-9999999,-9999999,0.1478,96.3735,0000000000000100,-9999999,-9999999,5.99,0000000000000100,0000000000001000,02/02.,02/02.,-9999999,0000000000000100,0000000000000100,0.748403366583541,5.52941992769034,13.2159633262602,<0.04,1.599,0000000000000100,0000000000001000,33.5055,0000000000000100,0000000000001000,1040,0000000000000010,1040,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate DIC/TA, N, O2, S"
163,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,5,0000000000000100,Jun 16 2017 10:32:28,22.874,0000000000000100,22.697,40.0984,-70.88332,8.3707,0000000000000100,8.3507,0000000000000100,3.497107,0000000000000100,3.494962,0000000000000100,33.3045,33.3007,5.245,0000000000000100,6.61771,-9999999,-9999999,0.2795,93.2523,0000000000000100,-9999999,-9999999,6.459,0000000000000100,0000000000000100,02/03.,02/03.,-9999999,0000000000000100,0000000000000100,0.421757481296758,2.93328335460088,4.18502530327902,0.128,1.896,0000000000000100,0000000000000100,33.3086,0000000000000100,0000000000000100,1041,0000000000000010,1041,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
164,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,5,0000000000000100,Jun 16 2017 10:32:28,22.874,0000000000000100,22.697,40.0984,-70.88332,8.3707,0000000000000100,8.3507,0000000000000100,3.497107,0000000000000100,3.494962,0000000000000100,33.3045,33.3007,5.245,0000000000000100,6.61771,-9999999,-9999999,0.2795,93.2523,0000000000000100,-9999999,-9999999,6.459,0000000000000100,0000000000000100,02/03.,02/03.,-9999999,0000000000000100,0000000000000100,0.0470754364089776,0.646641145611796,<0.04,<0.04,2.012,0000000000000100,0000000000000100,33.3086,0000000000000100,0000000000000100,1041,0000000000000010,1041,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
165,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,6,0000000000000100,Jun 16 2017 10:32:38,22.851,0000000000000100,22.674,40.0984,-70.88332,8.3951,0000000000000100,8.4129,0000000000000100,3.499494,0000000000000100,3.501034,0000000000000100,33.3066,33.306,5.2508,0000000000000100,6.61399,-9999999,-9999999,0.293,92.9378,0000000000000100,-9999999,-9999999,6.439,0000000000000100,0000000000000100,02/04.,02/04.,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,33.3045,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
166,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,7,0000000000000100,Jun 16 2017 10:34:41,6.658,0000000000000100,6.607,40.09842,-70.88332,11.9336,0000000000000100,11.9709,0000000000000100,3.749198,0000000000000100,3.750637,0000000000000100,32.6191,32.6006,5.5832,0000000000000100,6.15167,-9999999,-9999999,0.4084,90.295,0000000000000100,-9999999,-9999999,6.83,0000000000000100,0000000000000100,02/05.,02/05.,-9999999,0000000000000100,0000000000000100,0.0883865336658354,<0.03,<0.04,<0.04,1.727,0000000000000100,0000000000000100,32.6591,0000000000000100,0000000000000100,1043,0000000000000010,1043,0000000000000010,-9999999,-9999999.0,-9999999.0,1042,1042,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
167,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,7,0000000000000100,Jun 16 2017 10:34:41,6.658,0000000000000100,6.607,40.09842,-70.88332,11.9336,0000000000000100,11.9709,0000000000000100,3.749198,0000000000000100,3.750637,0000000000000100,32.6191,32.6006,5.5832,0000000000000100,6.15167,-9999999,-9999999,0.4084,90.295,0000000000000100,-9999999,-9999999,6.83,0000000000000100,0000000000000100,02/05.,02/05.,-9999999,0000000000000100,0000000000000100,0.0470754364089776,0.538158584999291,<0.04,<0.04,1.492,0000000000000100,0000000000000100,32.6591,0000000000000100,0000000000000100,1043,0000000000000010,1043,0000000000000010,-9999999,-9999999.0,-9999999.0,1042,1042,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
168,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,8,0000000000000100,Jun 16 2017 10:34:55,6.738,0000000000000100,6.686,40.09841,-70.88332,12.1524,0000000000000100,12.098,0000000000000100,3.763759,0000000000000100,3.759858,0000000000000100,32.5685,32.5784,5.5417,0000000000000100,6.12533,-9999999,-9999999,0.3937,90.6263,0000000000000100,-9999999,-9999999,6.827,0000000000000100,0000000000000100,02/06.,02/06.,-9999999,0000000000000100,0000000000001000,0.0903079800498753,<0.03,<0.04,<0.04,1.656,0000000000000100,0000000000000100,32.6665,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,1044,1044,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate pH, chl"
169,AR18-C,2,PMCO,40 05.90 N,070 53.00 W,2017-06-16T10:17:07Z,2,0000000000000100,148,D:\Data\ar18c002.hex,0000000000000100,8,0000000000000100,Jun 16 2017 10:34:55,6.738,0000000000000100,6.686,40.09841,-70.88332,12.1524,0000000000000100,12.098,0000000000000100,3.763759,0000000000000100,3.759858,0000000000000100,32.5685,32.5784,5.5417,0000000000000100,6.12533,-9999999,-9999999,0.3937,90.6263,0000000000000100,-9999999,-9999999,6.827,0000000000000100,0000000000000100,02/06.,02/06.,-9999999,0000000000000100,0000000000001000,0.0317038653366584,0.475408868566567,<0.04,<0.04,1.452,0000000000000100,0000000000000100,32.6665,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,1044,1044,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate pH, chl"
170,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,1,0000000000000100,Jun 16 2017 20:22:11,122.199,0000000000000100,121.224,40.2266,-70.88268,11.5538,0000000000000100,11.5574,0000000000000100,3.992272,0000000000000100,3.992809,0000000000000100,35.2935,35.2953,3.3141,0000000000000100,6.09712,-9999999,-9999999,0.3455,91.7244,0000000000000100,-9999999,-9999999,4.125,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.735913965087281,8.60521958740961,13.3571312407415,<0.04,1.557,0000000000000100,0000000000000100,35.3035,0000000000000100,0000000000000100,1046,0000000000000010,1046,0000000000000010,-9999999,-9999999.0,-9999999.0,1045,1045,0000000000000010,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
171,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,2,0000000000000100,Jun 16 2017 20:22:20,122.281,0000000000000100,121.306,40.22658,-70.88266,11.585,0000000000000100,11.5704,0000000000000100,3.997678,0000000000000100,3.994863,0000000000000100,35.3171,35.3032,3.3082,0000000000000100,6.09221,-9999999,-9999999,0.3604,91.3837,0000000000000100,-9999999,-9999999,4.075,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.790675187032419,9.19974656174677,14.2890369139608,<0.04,1.772,0000000000000100,0000000000000100,35.3139,0000000000000100,0000000000000100,1047,0000000000000010,1047,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,Duplicate DIC/TA
172,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,3,0000000000000100,Jun 16 2017 20:26:28,53.612,0000000000000100,53.193,40.22656,-70.88262,7.6822,0000000000000100,7.6779,0000000000000100,3.427469,0000000000000100,3.42687,0000000000000100,33.2013,33.1989,5.0488,0000000000000100,6.7258,-9999999,-9999999,0.1493,96.3354,0000000000000100,-9999999,-9999999,6.226,0000000000000100,0000000000000100,03/01.,03/01.,-9999999,0000000000000100,0000000000000100,0.473636533665835,3.18853643839501,4.11229435080274,0.18,3.058,0000000000000100,0000000000000100,33.2041,0000000000000100,0000000000000100,1048,0000000000001048,1048,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
173,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,4,0000000000000100,Jun 16 2017 20:26:36,53.529,0000000000000100,53.111,40.22656,-70.88262,7.6806,0000000000000100,7.68,0000000000000100,3.427338,0000000000000100,3.42702,0000000000000100,33.2014,33.1986,5.0485,0000000000000100,6.72603,-9999999,-9999999,0.1507,96.3029,0000000000000100,-9999999,-9999999,6.235,0000000000000100,0000000000000100,03/02.,03/02.,-9999999,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,33.1971,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
174,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,5,0000000000000100,Jun 16 2017 20:29:06,23.421,0000000000000100,23.24,40.22656,-70.88263,7.8129,0000000000000100,7.7953,0000000000000100,3.39162,0000000000000100,3.3908,0000000000000100,32.7072,32.715,5.4459,0000000000000100,6.72757,-9999999,-9999999,0.3558,91.4899,0000000000000100,-9999999,-9999999,6.759,0000000000000100,0000000000000100,03/03.,03/03.,-9999999,0000000000000100,0000000000000100,0.203673316708229,1.19011750319013,<0.04,<0.04,2.697,0000000000000100,0000000000000100,32.6988,0000000000000100,0000000000000100,1049,0000000000001049,1049,0000000000000010,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,chl max
175,AR18-C,3,PMCI,40 13.59 N,070 52.96 W,2017-06-16T20:16:45Z,3,0000000000000100,127,D:\Data\ar18c003.hex,0000000000000100,6,0000000000000100,Jun 16 2017 20:29:17,23.39,0000000000000100,23.209,40.22656,-70.88262,7.803,0000000000000100,7.8018,0000000000000100,3.391284,0000000000000100,3.391002,0000000000000100,32.7129,32.711,5.4186,0000000000000100,6.72883,-9999999,-9999999,0.3529,91.5567,0000000000000100,-9999999,-9999999,6.751,0000000000000100,0000000000001000,03/04.,03/04.,-9999999,0000000000000100,0000000000001000,0.242102244389027,1.36666755281441,0.0636547623813909,<0.04,2.052,0000000000000100,0000000000001000,32.7008,0000000000000100,0000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,"Duplicate O2, S, N chl"
